,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED
X000001.CH.EQUITY,0,0.0133442810168422,0,0,0,0,0.186720596091347,0,0,0,0.388319376045044,0,0,0,0,0,0,0,0,-0.0464661445590369,0,0,0,0.282073913588535,0,0,0,0,0,0,0,0,0,0,0,-0.0877707298937712,0,0,0,0.377892126290897,0,0,0,0,-0.0249784948129634,0,-0.19909312801832,-0.096668517487259,0
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281968362366957,0.139437195695695,0.113447929771907,0,0.0484876467018858,0,0,0,0.191765741210596,0,0,0.00323595419872887,0.0215973573187043,0.0301238528235992,0,0,0.0147428643442953,0,0,0,0,0,0,0,-0.180776140384821,0,0,0,0,0,0,0,0,0,0.197770186539129,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0752546821016336,0,0,0,0,0.40173825187057,0.118474375664234,0,0.0193164236370533,0,0,0,0,0,0.121977326342408,0.0255250533668513,0,0,0,0,0,0,0,0,0,0.0346886507150972,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0195985647876878,0,0,0,0,0.0154831079301918,0,0,0,0,0
X600016.CH.EQUITY,0,-4.33680868994202e-19,0.069283277286213,0.172720818748754,0,0,0,0,0,0,0.142196877256859,0,0.140424846497699,-2.16840434497101e-19,0,0,0.223585341921846,0,0,0,0,0,0,0,0,0.0815067513151973,0,0,-3.46944695195361e-18,0,0,0.00924370437619355,0,0,0,0,0,0,0,0.309358634159424,0.01552786295847,0,0,0,0,-0.104688766686787,0,0,-0.0994871193859864
X600036.CH.EQUITY,0,0.0676172833222083,0.0631160398624309,0,0,0,0,0,0,0,0,0.0191515201919331,0,0,0,0.0844805344956926,0,0,0,0,0.177003587848272,0,0,0.00139601154840493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471087445215912,0,0.0744539461797939,0.0433918745568563,0,0,0,0,0,0,0.14784971372888
X600919.CH.EQUITY,0,0.0476423813311726,0.0227353941305515,0,0.0149339461645251,0,0,0,0,0.371189309863724,0,0,0,0.0802338290355177,0,0,0.392299275333767,0,0,0,0,0,0,-0.0576833422075061,0,0,0,0.065934149011681,0,0,0,0,0,0.0974473580230411,0,0,0,-0.110557648090288,0,0,-0.18900611522308,0,0,0,0,0,0,0,0.127855389532835
X601009.CH.EQUITY,0.602930970783287,0,0,0,0,0,0,0,0.0452306814782339,0,0,0,0,0.118679053368963,0.154104039834242,0,0,0,0,0,0,-0.201192086887485,0.105646333573854,0.0594620940221924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520726842736038,0,0,0,0.138120373938805,0,0,0,0
X601166.CH.EQUITY,0,0.273186951885607,0,0,0,0,0,0,0,-0.160052663565906,0,0,0,0,0,0.0447369492024336,0.387964515887449,0,0,0,0,0,0,0,0.0176841301751406,0,0,0.0565316993632297,0,0,0,0,0,0,0,0,0,0,0,0,0.213868461520722,0.207769621621674,0.0938716340971625,0,0,0,0,0,0.242445215877263
X601169.CH.EQUITY,0,0,0.128311717260784,0.607146102126648,0,0,0,0,0,0,0,0,0.261446405598125,-0.0692878514736494,0,0,0.0908721864399067,0.0150236807214242,0,0,0.0123556144757034,0,0.124852968532093,0,0,0,0,0,0,0,0,0,0,-0.0346171418733425,0,0,0,0,0,0.0572155438244694,0,0,-0.0806559333257116,0,0,0,0.102780880884719,0.0660412714532538,0
X601229.CH.EQUITY,0.208875004905076,0.0472206472343116,0,0.0721135278276973,0.0892648068387229,0,0.183298892526064,0,0,0,0,0,0,0,0,0.311131121128597,0,0,0,0,-0.0757649270486966,0,0,0,0,0,0,0,0.00778032478696264,0,0,0,0,0.11620531104121,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749161981019009,0,0
X601288.CH.EQUITY,0,0.0117406390132422,0,0,0,0,0,0,0,0.274614242499083,0,0,0.0857087899744407,0.0815044000472522,0.138498067300271,0,0.109702593382238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053867043848671,0,0,0,0.0790009306130442,0,0.067847092730435,0,0,0,0.0920402621228931,0,0
X601328.CH.EQUITY,0,0,0.0944411071167616,0,0.0470119086656422,0,0,0,0,0.00023716655698727,0,0,0,0.0716816854048058,0,0.059127188339512,0.425500523954074,0,0,0,0.0883702039188928,0,0,0.0536468965684298,0,0,0,0,0,0,0,0,0.107389011159269,0,0,0,0,0,0,0.123923717569191,0,0,0,0,0,0,0,0,-0.0179543622183871
X601398.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0.173174367056128,0,0,0,0,0,0,0,0,0.352301034465787,0.368161094461309,0,0,0,0,0,0,0,0,0,0,-0.191452844052335,0,0,0,0,0,-0.0080067044251889,0,0.190902446968586,0,0,0,0,0,0,0,0,-0.119705372825127,0,0,0,0
X601818.CH.EQUITY,0,0,0,6.93889390390723e-18,0.161917904795561,0,0,0,0,0,0.15065034489601,0,0.000754224674915364,0,0,0,0,0.189142967021427,-0.0270878281840702,0,0,0,0,0,0,0,0,-0.0613963838914462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
