,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137602614729099,0,0,0,0,0,0,0,0,0,0,-0.0977140158076337,0.434729796239365,0,0.688276031090182,0,0.0393162633745198,0,-0.127707391043371,0,0,-0.082270648567703,0,0.103756748773004,0,0,0,0,-0.135507745765519,0,-0.339562141427231,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.790703696876591,0.0123174928187239,0.0241880920627119,0.0234085116275667,0,0,0,0,0,0,0,0,0,0,0,0.0461005074725869,0,0,0,0,0,0,0,0,0,0,0,0,0.0948123684368833,0.0279737400581701,0,0,0,0,0,0,0,0,0,0,0,0.037447056704233,0,0,0.0323833696552248,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.92038131506719,0,0,0,-0.067813681339282,0,0,0,0,0,0,0,0,0,0,0.116123536000019,0,0,0,0,0,0,0,-0.0148088547171584,0.0589092280955589,0,0,0,0,0,0,0,0,0,0,-0.103996138837809,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483957645473087,0,0
X601988.CH.EQUITY,0.0771081110759719,0,0,0,0,0,0,0,0,0,0,0,1.24415762791286,0,0,0,0,0,0,-0.227783475633271,0,0,0,0,0,0,0.0572588988099214,0,-0.113789450932246,0,0,0,-0.111935514079431,0,0,-0.198806877926884,0,0,0,0,0,0.00333060361116444,0,0.00392762121356696,0,0,0,0,0,0,0,0.0104724670740874,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915294656638593,0,0,0,0,0,0,0,0,0,0,0.101120563996224,0,0,0,0,0,0,0,-0.113478276478467,0,0,0,0,0,0.0798176239815427,0,0,-0.0832855788040544,0,-0.0584782699744272,0,0,0,0.0165209104440945,0,0.0366589618938946,0,0,0.059146105207309,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.26774956375513,0,0,0,0,0,0,0,0,0,0,0,0.0638374244455535,0,0,-0.217836555113642,0,0,0,0,0.0488869839075394,0,0.258086006633003,0,0,0.140486317205097,0,0,0,0,0,0,0,0,0,0,0,0.499909567713343,0,0.0194685989529472,0,0.0341086629403914,0,-0.0702721519169362,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115991621714455,0,0,0,0,0,0,0,0.195030306415637,0,0,0,0,0,0,0.203974577413098,0,0,0.204406688527536,0,0.184708970656248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1734306437991,0,0,0,0,0,0,0,0,0.123877847407009,0,0.259079993996119
X388.HK.EQUITY,0,0,0,0,0,0,0.242518395158343,0.0250302431949941,0,0,0,0,0,0,0,0,0,0,-0.256084545248922,0,0,0,0,0,0,0.410481587128786,0,0.0189134602924574,0,0.0605578478623752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224251658131531,0.0120328209392149,0,0.0776266809703005,0,-0.230038164904166,-0.0588135432335279,0,0
X601658.CH.Equity,0,0,0.0871038149961482,0.130396322253406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312592467266209,0,0.0154712951273034,0,0,0,0,0,0,0,0,0,0,0.0124947591184005,0,0,0,0,0,0,0,0,0,0,0,0.201315617658677,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.54945660057571,0,0,0,0,0.00140068312964529,0.0737482022173325,0,0,0,0.0513823511374957,0.0885763143881352,0,0,0.0157984911266643,0,0,0,0.0412501184752843,0.0351435359056329,0,0.0980091208284391,0,0,0,0,0,0.0611613424154392,0.0296340157203652,0,0,0,0,0,0,0,0,0,0,0,-0.0299568781861532,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.212821917320497,0.0105629389790558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327554607331072,0,0,0,0.00467924648694817,0,0,0,0,0,0,0,0,0,0,0.0259371759609393,0,0,0,0,0,0.248322399998486,0,0,0.0473582206692726,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.106653842514387,0.0939223309887948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135242870061599,0,0,0,0.0461536462125357,0,0,-0.0296612980543786,0,0,0.0318002912721099,0,0.0408078747924194,0.0398452810031845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165218278689774,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.140542652858793,0.201096853895439,0.00689057460736879,0.145343071649348,0,0,0,-0.0266854441612342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857089972515654,0,0,-0.0548176034914007,0,0,0,0,0,0,0,0,0.697008307050163,0,0.26452713046285,0,0,0,0,0,0,0,0,0,0.0944191619230036,0,0,0
X601066.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.321392665625283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256125037830075,0,0,0,0,0,0.0471144003808801,0,0,0,-0.012846459265587,0.287681467056819,0.0367989588301579,0,0.052795438936413,0,0,0.0459175616559434,0,0,0,0.0195936338568577,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.241742818562952,0,0,0,0,0,-0.0515908154666102,0,0,0,0.0293541539289019,0.112909053066121,0.0279856820853674,0,0,0,0.0724691122804014,0,0,0,0,-0.00401812776552058,0,0,0,0,0,0,0,-0.0356215192971799,0.0337161606575699,0,0,0,0,0,0,0.279646464571359,0,0,0,0,0,0,0,0.14848560858016,0,-0.0871178681646173,-0.0410200210408113,0
