,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.12597668453123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398478422313202,0.311153145930339,0.00942975288917353,0,0,0,-0.0860045715282819,0,0,0.273939577162448,0,0,0,-0.2722719730751,0,0,0,0,0,0,0.0183037670564153,0,0,0,0,0,-0.268301603237684,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0,0,0
X601939.CH.EQUITY,0,0.0567248519181175,0,0.80971677106904,0,0,0,0,0,0,0,0,-0.031193854055376,0,0,0.0153430777465734,0.119308514594697,0,0.0219938024151572,0,0,0,0,0,0,0,0.0317291877643959,0,0,0,0,0.0276710945054329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167106946613024,0,0,0,0
X601288.CH.EQUITY,0.0680244100233667,0,0.976392077390553,0,-0.0338557929222137,0,0,0,0,0,0,0,0,0,0,0.0596252647246746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132574457424838,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0592981839508204,0,-0.118198022891456,-0.0455460239284164,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.023764935965398,0,0.268913585552009,0.136643468294546,0,0,0,0,0,0,0,0,0.0118588808152756,-0.0449720240892632,0,0,0,0,0.0836547218233317,0,0,0,0,0,0,0.396013134062407,0,0,0.0262327472800853,0,0,0,0,0,0,0.0943213175665953,0.094385570357973,0,0,0,0,0.186383989150293,0.220820180318902,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,3.46944695195361e-18,-0.0574220112416448,0.142113136418678,0,0,0,0,-0.0498324066685168,-0.0774396147804331,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110622747991014,0,0,0,0,0,0,0,0,-0.0503094594262031,1.06911958826934,0.0166051750596302,0.00379439148955945,0
X1299.HK.EQUITY,0,0,0,0,0.211449639406358,0,0,0,0,0.185116754016625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207108564367466,0.050197648087678,0,0.433514362228286,0.272861814237912,0,0.108583779759137,0.156709727252824,0,0,0,0,0,0,1.38777878078145e-17,1.38777878078145e-17,0,0,0,0,-0.130146515307179,0,0,0,0,0,0,0.0933125591536384,-0.0103811240113279,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424883088065116,0,0,0,0,0,0,0,0,0,0.371184052719648,0.337607051401235,0,0,0,0,0,0,0,-0.151340110646894,0,0,0,0.010156997383932,0,0,0,0,0.0114000320036164,0,-0.0877066313970406,0,0,0.257899261928244,0,0.155203620560251,0,0
X388.HK.EQUITY,0,0,0,0,0.286322113922607,0,0,0,0,0,0,0,0,0,0,0,0,-0.220566245623101,0,0,0,0,0,0,0.464514015432335,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0548009762294078,0,0,0,0,0,-0.0520203484808036,-0.112221583922578,0,0.0275973391865964,0.248515053164759,0,0,0,0,-0.123461820228667,0.0187424625515411,-0.00235847281486682
