,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117230824643132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727840354170567,0,0.425825161962237,0.370070131679879,0.0625192226703226,-0.248586762366472,0,0,0.165464397814284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533112440197384,0,0,0,0,0,0,0,0,-0.0207161359488876
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839233081777574,0,0,0,0,0,0.0163958388327455,0,0,-0.055857851853653,0,0,0,0.0383723922862468,0.129399367027944,4.33680868994202e-19,0,0,0.00265764026920341,0,0,0,0,0.0312119213573252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716290435622617,0,0,0.00658122844564676,0,0,0
X601288.CH.EQUITY,0,0,0.952462453579956,0,-0.0657474156377372,0,0,0,0,0,0,0,0,0,0,0.0582561001871218,0,0,0,0,0,0,0,0,0,0,0.0536461895947847,0,0,0,0,0,0,0,0,0.0249256423128792,0,0,0.0216146891953625,0,-0.0752748765342423,0,0,0,0,0,-0.00102135494264009,0,0,0,-0.0945620119411506,-0.0417025975178931,0
X601628.CH.EQUITY,0.0186329291655471,0,0,3.46944695195361e-18,0,0,0,0,0,0.252906975756998,0,0.247397486291493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105959098597016,0,0,0,0,0,0,0,0,0,0,0.55250215522137,0,0,0,0,0,0,0,0,0.284961309616353,0,0,0,0,0.0169079728119369,-0.0307497368722083
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00455023142443474,-0.138094153953641,0.0764139860600077,0,0.0506422540732041,0,0,0,-0.020179166965207,0,0,0,0,0,0,0,0,-0.0422878128136257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108051143552391,0,0,0,0,0,0,0,0,1.05175581291312,0,0.00191837232641759,0
X1299.HK.EQUITY,0,0,0,0,0.140580794606779,0,0,0,0,0,0,0,0.0441010431127695,0,0,0,0,0,0,0,0,0,0,-0.123756915054952,0.129841603765087,0,0,0.0687303853957212,0,0,0.178675510836868,0.332911391878459,0,0,0,0,0,0,0,0,0,0,0.145477450716503,0,0,0,0.0663945809874955,0,0,0,0,0,-0.00560424967723492
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168581155367964,0,0,0,0,0,0.0238089337915228,-0.00854002930792616,0.228062178551241,0.481748034155894,0,0,0,0,0,0,0,0,0,-0.0921727924922024,0.0701933212507992,0,0,0,0,0,0.0522757613147319,0,-0.177280278872892,0,0.0517129120853229,0,0.129422911150621,0,0.0161902901337175
X388.HK.EQUITY,0,0,0,0,0.26682340584268,0,0,4.33680868994202e-19,0.122281517560218,0,0,0,0,0,0.0161136179845336,0,0,-0.428360943485564,0,0,0,0,0,0,0.537772932740396,0.222962092822452,0,0,0,0,0.122481904351057,0.0174910207013765,0,0,0,0,0,0,0,0,0,-0.0233916153030442,0,0,0,0.0745963328681692,0,0,-0.087490806135718,0,0,0,0
