,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.0193137028474368,0,0.16486922034896,0,0,0.110454701984229,0,0.246174334883911,0,0,0,0,0,0.189962576249429,0,0,0,0,0,0,0,0,0,0,0,0,0.0424128369779989,0,0.137887114315913,0,0,0,0,0,0,0.0288852058887952,0,0,0,0,0,0,0,0,0,0,0.0491163600560561,0,0.00614917945381876,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269217362791092,0,0,0,0,0,0,0,0,0,0,0,0,0.413716738378877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191906213899888,0,0,0.108129711824963,0,0,0.00678323874394925,0,0,0,0,0.00385977448263247,0,0,0,0,0,0
X601288.CH.EQUITY,0.352860277281324,0,0,0,0,0.499096325586038,0.00606708952101938,0,0,0,0,0.0101228450065447,0,0,0.0387927846757056,0,-1.38777878078145e-17,0,0,0,0,-0.0328374530346524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194826580923026,0,0,0,0,0.0900719503820906,0,0,0.00900812003240503,0,0,0
X5.HK.EQUITY,0,0,-0.0463731095855274,0,0,0,0,0,0,0,0,0,0.277350845240908,0,0,0,0,0,0,0,0,0,0.452564001082378,0,0,0,0,0.0558335724641734,0,0,0,0,0,0,0,0,0,0.153538381570389,0,0,0,0,0,0,0,0,0,0,0,-0.286494629046521,0.16288451304052,0,-0.0691059693495554
X601988.CH.EQUITY,0,0.0659474838051161,0,0,0,0,0,0,0.0804565454299845,0,0,0,0,0.0117634518774608,0,0,0,0.219507466025496,0.127638167326569,0,0,0,0,0.298479631410308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138620501816006,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138200876341935,0,0,0,0,0,0,0,0.375926979677432,0,0,0,0.178681532218573,0.225349607749958,0,0,0,0,0,0.0107602951713037,0,0,0.278206951481656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049782835770781,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480748216580608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102902017131262,-0.0496643469468613,0,0,0,0,0,0,0,0,-0.586629361769963,0.502874193990186,0,0,0,0,-0.129538007767064,1.01851879858499,0,0,0,0,-0.327085292074053
