,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.208994345978658,0,0.2029759097934,0,0,-0.0695077047985092,0,0,0,0,0,0,0,0,0.113917956955474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169178003923969,0.0639008891327869,0,0,0,0.0400200981168469,0,-1.0842021724855e-19,0,0,0,0,0,0,0.277683773723998,0,0,-0.0686672860701615,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103697445215193,0,0.0317065010230015,0.0763782833175697,0,0.0672607733842118,0,0,0.10055523419144,0,0,0.0497672190040237,0,0,0.457571067540004,0,0,0,0,0,0,0,0,0.0815927960304847,0,0.0986162346631889,0,0,0,0,0,0.0556087270951361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179953359648963
X601939.CH.EQUITY,0,0,0,0,0.179535447602961,0,0.323326647890353,0,0,0,0.0144462757930635,0,-0.168519092144197,0,-4.33680868994202e-19,0,0,0,0,0,0.0144721102675626,0,0.605488823598814,0,0,0,0,-0.0361639413851856,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385759380491902,0,0,0,0,0,0,0,0,0,0,-0.116603053139974,0
X601628.CH.EQUITY,0,0,0,0,0,0.0762323258517333,0,0,0,0,0,0,0,0,0,0,0.196947931658811,0,0,0,0,0,0,0,0.132421157827255,0,0,-0.176001613778744,0.122283204034583,0,0,0,0,0.352474757317293,0.262995382300681,0,0,0,0,0,0,0,0,0,0,0.0726524601116693,0,0,0,0,0,0,-0.116948556925355
X601288.CH.EQUITY,0.0887644491586991,0,0.0385763031235153,0,0,0,0,0,0,0.0379281291503196,0,0,0,-1.73472347597681e-18,0,0.550441333642556,0,0,0,0,0.0749099455631537,0,0.157564035398522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108020908034777,0,0,0,0,0,-0.0440671326963461,0,0.0416097423910696,0,0,-0.0111564492912456,0,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.297650795289607,0,0,0.24728883775801,0.202437471093157,0,0,0,0,0,0,0,0,0,0.0377415709301693,0,0,0,0,0.166319866105727,0,0,-0.0210521214497776,0,0.0813673347509888,0,0,0,0,0.104343819809792,0,0,-0.00706196519615943,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.115002167986083,0,0,0,0,0,0,0,0.0837636425896292,0.0603263454127679
X1299.HK.EQUITY,0,0,0,0,-0.164598054695824,0.0347021270402171,0,0,0,0.376788613200005,0,0,0,0,0,0,0,0.111047313380382,0,0,-0.0482493159473366,0,0,0.147987975489074,0,0,0.338968083562306,0,0.0689175628702808,0,0,0,0,0,0,0,0.0239780459678647,0.0212917349189643,0,0,0,0.0782296186853933,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623224343790003,0,0,0,0,0,0,-0.153045420955018,0,0,0.0273911384518529,0,0.0161416663451458,0,0,0,0,0.124456038425766,0.448617091811819,0,0,0,0.134142098221236,0,0,0,0,0,0,0,-0.175579174097815,0,0.257753805267737,0,0.232521966531789,0,0,0,0,0.174171681358808,0,0,0,0
X388.HK.EQUITY,0,0.0475071399945709,0,0,0,0,0,0,0,0,0,0,0,0.133651166954735,0,0,0,0,0,0,0,0,0,0.0485795792295221,0,0,0,0,0,0,0,0.369352137588765,0,0.0938875144514237,0,0,0.104840782439993,0,0.234986821670548,0,0,0.0321214789648594,-0.248472095912363,0,0,0.332587503171446,0,0,0,0,0.0200853062733298,0,0
