,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.10926110201962,0,0.0683137448760796,0,0,0,-0.100255719831286,0,0,0,0.482625802123494,0,0,0,-0.0732193879295717,0,0,0,0,0,0,0,0,0,0,0,0,0.0606096336431695,0,0,0,0,0,0.0202405627873643,0,0.0776399207724563,0,0,0,0,0,0.228739254382623,0,0,0,0,0,0,0,0,0,-0.0302335337599801
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0
X601939.CH.EQUITY,0.328693786246219,0,0,0.292484002059658,0,0.0892416414362185,0,-0.0475350579908792,0,0,0,0,0,0,0.136763794437934,0.0323128010815257,0,0,0,0,0,0,0,0.0719186858780475,0,0,0,0,0,0,0,-0.0111887853013334,0,0,0,0,-0.108555710163262,0,0,0.333886362768747,0,0,0,0,0,0,-0.040358094572848,0,0,0.0117949323927003,0,0,0
X601288.CH.EQUITY,0.475130493780236,0,0.0907043064596692,0,0,0.182998753416776,0,0,0.0303597831712332,0,0,0,0,0,0,0,0.0352826573109113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177550133729513,0,0,0,0,0,0,0,0,0.144377456608372,0,0,0,0.0522753227589279
X5.HK.EQUITY,0,0,0.0608698441983291,0.233633589519224,0,0.127532988975259,0,-0.398757813225114,0,0,0,0,0.107384509197075,0,0,0,0,0,0,0,0.413060792533142,0,0,0,0,0.490697854380912,0,0,0,0,0,0,0,0.100025640656686,0,0,0,0,0,0,0,0,0,0,-0.18972031895031,0,0.1191088678477,0,-0.00517186989574549,-0.000612674449926319,0,0,-0.00669907421509419
X601988.CH.EQUITY,0.190264482544483,0,0.216683878566511,0,0,0,0,0,0.15036051985401,0,0.0704211222631374,0.187666564179065,0,-0.292346218671324,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.180389975751843,0,0,0,0.0926849498964565,0,0,-0.0460812800456242,0,0,0,0,0,0.0456240160511056,0,0,0,0,0,0,0.0507095030274235,0.0377328970279764,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.108610000133382,-0.0512809627039468,0,0.255989421487417,0,-0.0451077672535915,0.0108256288392074,0,0.346784141960304,0,0.244799053219425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767214303605537,0,0,0.0831228009400823,0,0,-8.67361737988404e-19,0.12369069835152,0,0.0386145040011491,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202804399000177,0.327786617261268,0,0,0.126085676998071,0,0,0,0,0.0258590248219252,0,0,0,0,0,0,0,0.110410820970133,0,0,-0.042797928956255,0,0,0,0,0,0,0.0759036361010799,0,0.0106256282887266,-0.172642963745662,0,0,0,0,-0.025226247361313,-0.058545321421768,0,0,0,0,0,0,0,-0.129161640141329,0,0,0,0,0,0,0,0.153515283580815
X601658.CH.Equity,0,0,0,-0.00346773914434705,0,0,-0.280068188409746,0,0,0,0,0,0,0,0,-0.0924214257498893,0,0,0,0,0,0,0,0.507068932747516,0,0,0,0.2258166349087,0,0,0.212022532163171,0,0,0,0.0344609705894298,-0.440351080193378,0,0.281445942698851,0,0,0,-0.0632281770707981,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.507972456026867
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.000817596660619494,0,0,0,0,0,0,0.570917268673083,0,0,0,0,0,0,0,0,0.164388254239984,0,0,0,0,0,0,0,0,0,0,0.0454328454097434,0,0,0,0,0,0,0.140156874278491,0,0,0,0.0765044036426914,0,0,0,0,0,-0.0371560051045006,0.0158957597741483,0,0.0265385503728365
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134452239082,0,0,0,0,0.435998912908436,0,0,0.0120929904418467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806778230632205,0,0,-0.0395593016766987,0,0,0,0.043499243872508,0,0,0,0,0,0,0,0,0,0,0,0.0470207368580062,0,0.169054449422822,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206268015450129,0,0,-0.0300499139438521,-0.0541257548586724,0,0.0402932977761953,0,0,0,0,-0.100604518989841,0.354699082195313,0,0,0,0,0.174340675911485,0,0,0,0,0.118777889132469,0,0.0346473585372766,0.114177048808778,0.0621273595626956,0,0,0,0,-6.93889390390723e-18,0,0,-0.0534178845633475
X000001.CH.EQUITY,0,0.100870105334279,0.0925156546432452,0,0,0,0.0291945505139182,0,-0.00221028176339941,0,0.212822010590021,0,0,0,0,0.0105063641231577,0,0,0,0,0.178181303125113,0,0,0,0,0,0.195815820097643,0,0,0.0862782121870343,0,0,-0.224499941266402,0,0.103789845541886,0.0358121519952545,-0.114749338811127,0,0,0,0,0,0,0,0,0,0,0.286943796053571,0,0,-0.0125840975985325,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.218896908559437,0,0,0,0,0,-0.0350274790018661,0,0,0,0,0,0,0,0.0948338873734647,0,0,0,0,0,0,0,0.30364653069274,0.0351596452085122,0,0,0,0,0.239310432493613,0.340172823552877,0,-0.021760379882462,0,0,0,0,0,0.0335291608103592,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.106680684612894
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0413213411587659,0,0,0,0,0.0711077460839644,0,0,0.125962095392452,0,0.228468101649989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205554299779576,0,0,0,0.385821250667414,0,0,0,0,0,0,0,0,-0.0608239790328453,0,0,0
X388.HK.EQUITY,0,0,0.188884872675122,0.0837554286135065,0,-0.0210319945430336,0,0.263575598876282,0.0137716976767823,0,0,0,0,0.0346738631685186,-0.0284419678003251,0,0,0.083768350484704,0,0,0,0,0.0510561671073065,0,0,0,0,0.201876787916886,0,-0.0115962033556706,0,0,0.0505453962804592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650446139201045,0,0.0116154929543586,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793069805704167,0.0368249075643896,0,-0.0724402683376809,0,0,0,0,0,0,0,0.115327269915173,0,0,0,0,0.0416100193065434,0,0,0,0,-0.0962077769638224,0.286199441275539,0,0,0,0,0,0.35007217309198,-0.116799824049845,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164017302231638,0,0,0,0,0,0,0.744519389597366,-0.121346879444817,0,0,0,0,1.38777878078145e-17,-0.0313550773210656,0.151045416320588,0,0,0.0204883318042164,0,0,-0.0748078731723881,0,0,0,0,0,0,0,0,-0.0180308890812356,0.12612719379986,0,0,-0.0863061398194738
X601998.CH.EQUITY,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0827219122615954,0,0,0,0,-0.0393032912297363,0,0,0,0,0,0.428353873737559,0,0,0,0,0,0,0.0391876659136585,-0.130141958497209,0,0,0,0.0349276354374441,-0.00862548462191694,0,0,0,0,0.166764655473434,0,0,0,0.111416293712762,0,0,0,0,0,0.0150226774693316,0
X267.HK.EQUITY,0.186928227849492,0,0,0,0,0,0,0,0.032301931449441,0,0,0,0,0,0.0340894491145704,0.122368826163807,0,0.010883068015603,0,0,0.552443898955883,0,0,0,0,0,0,0.22636351517046,0,0.0395681882895438,0,0,0,0,0.0345359831918061,0,0,0,0,0,0,0,0.0651437675733949,0,0,0,0,0,0,0,0.0901211998321141,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0509608129586104,0,0.313471681910496,0.185258120836772,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192882619293301,0,0,0,0,0.0390940347392435,0,0,0,0,0,0,0,0.195317821652218,0,0.0838761443805227,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803593381751383,0,0,1.73472347597681e-18,0,0,0,0.000908605022948282,0,0,0,0,0,0,0,0,0,0,0,0,0.183138643925606,0,0,0,0.29898951931702,0,0,0.118267823799835,0,0,0,0.0696616549348784,0,0,0.14652929201616,0,0,0,0,-0.0382844325701413
X2388.HK.EQUITY,0,0,0,0,0.200332634503682,0,0,0.224652493174585,0,0,0,0,0,0,0,0,0.0268556058923709,0,0,0,0.200482088028122,0.0481829407250002,0,0,0,0,0,0,0.0159890291709039,0,0,0.184221513923071,0,0,-0.137491628884356,0,0.0592021094476556,0,0,0,0.103428937269916,0,0,0,0,0,0,0.116381836377414,0,0.0803889806948749,0,0,0
X1109.HK.EQUITY,-0.120499131002298,0,0,0,0,0,0.0434493894059394,0,0,-0.186147756623723,0.074588937630058,0,0,0,0.053372361701574,0,0,0.0646135908871777,0,0,0,0,0,0,0,0,0,0.571645399004449,0,0,0,0,0.152556932065309,-0.231204193396938,0,0,0,0,0,0,0,-0.078797877189443,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.204849373571434,0.0425237119271232,0.0709475726765292,0,0,0,0,0.0161108854819794,0.00363411324470082,0.201706208935076,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.190221447745364,0,0,0,0,0,0,0.0350234667388593,0,0.0482891620243254,0.0730349199793669,0,0,0,0,0,0.0259355484211366,0,0,0,0,0,0,0,0.13950133142514,0,0.00186141984990434
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.188454411936092,0,0.193429833663644,0,0,0,-0.221274673085441,0,0,0.112787206818085,0,0,0,0,0,0,0,0,0.227012166689726,0,0,0,0,0,0,0,0,0,-0.100760674612384,0.205618541416976,0,0,0,0.114213543941273,0,0,0.00294084234372383,0,0.0600130818230212,0,-0.0158835168234478
X601066.CH.EQUITY,0,0,0,0,0,0,-0.00167424140051954,0,0.0952825748319324,0,0,0,0,0,0,0.104501661960009,0,0,0,0,0,0,0.00207607072031051,0,0,0,0,0,0,0,0,0,0,0.321160906057242,0,0,-0.311154378598664,0,0.236220642636337,0,-0.0702023994229931,0,0,1.38777878078145e-17,0,0.0417554474408985,0,0,0.0957087899917028,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0.198288933267539,0,0,-0.00899706974274743,-0.187235654451027,0,0,0,1.38777878078145e-17,0.32602536840357,0,0,0.193295321431489,0,0,0,0,0,0,0.0426954302239048,0,0,0,0,0.0155542901800519,0,0,-0.29303410726856,0,0,0,0,0,0,0,0,-0.00660651833336744,0,0,0,0,0,0,0,0,0,0,0,-0.195651671061501
