,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.201990967363103,0,0,0.140618632469954,0,0,0,0,0,0,0,0,0,0,0,-0.065460686639846,0,0.0981512560228946,0,0,-1.73472347597681e-18,0,0,0,0,0.112189130667444,0.0343175860970027,0,0,0,0.327951518121275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988067516628911,0,-0.116408385092375,1.38777878078145e-17,0,0,-0.0792339531670707,0
X601939.CH.EQUITY,0.0602668767547199,0,0,0.140260897371501,0,0,0,0,0,0,0,0.122011579649329,0,0.421949618726787,0,0,0,-0.0664440740302013,0,0,0,0,0,0,0,0.0480487884741899,0,0,-0.0848831177508875,0,0,0,0,0,0,0,0,-0.0358641794110917,0,0,0,0.068159876989866,0,0,0,0,0.115534728843147,0,0.0490411770446477,0,0,0,-0.0946791163829447
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453671935853833,0,0,0.0331776238159909,0,0,0,0,0,0,0,0.0144600271580545,0.152127151150355,0,0,0,0,0,0,0,0.229236386353962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147425527054393,0,0,0,0,0,0,-0.0847586079507094,0,0,0,0,-0.098756321124054,0,0,-0.00548507471348062,0,0
X601988.CH.EQUITY,0.105505665771531,0,0,0.339170870408413,0,0,0,0,0,0.335499383651254,0,0,0,0,0,0,0,0.284277627027313,0.0767794989035703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519066609256267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24447258372907
X600036.CH.EQUITY,0,0.161279789024059,0,0,0,0,0,0.122277295371711,0,0,0,0,0.211027487426684,0,0,0,0,0,0,0,0,0,0.106321354153824,0,0,0,0,0,0,0,0,0.308693276932787,0.0477263001539276,-0.0369559530132475,0,0,0,0,0,0,0.0592933718033461,0,0,0,0,0,0,0,0,0,0.0205532142303395,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.346244541139542,0.0433359492601687,0,0,0,-0.119111709656945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798364342715363,-0.0268858815222892,0,0,0.0353612989011715,0,0,0,0.0812515455762694,0,0,0,0,0,0,0,0.091003678462123,0.132626426393622,0,0.0876295798554655,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00913113347725699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984818386354033,0,0.165582514176863,0,0,0,0,0,0,-0.0535740777463638,0,0,0,0,0,0,0,0.021631838638722,0.326010972492336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958087206286728,0.193511520458603,0,0,0,-0.0324903464022044,0,0,0,0,0.0281849275630004,0,0,0,0,0
X388.HK.EQUITY,0,0,0.188970688298973,0.0495943478476571,0,0,0,0,0,-0.0377195840158646,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.484605220203263,0,0,0.0361924629288099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094182383635687,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X601328.CH.EQUITY,0.123453761465027,0.290502557120339,0,0,0,0,0,0,0,0,0,0,0.0476448092990236,0.068159420634221,0,0,0,0,0,0,0,0,-0.0238654208268072,0,0,0,0,-0.00189984429658543,0,0,0.208243270200613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189597994456838,0,0,0,0.0241088896606339
X601166.CH.EQUITY,0,0,0,0.0754307689519604,0,0.139517206142293,0,0,0,0.0211527582039399,0,0.0230753985809272,0,0.223876244904787,0.0963299919817343,0,0,0,0.200968783557064,0,0,0.0401757536547682,0,0,0,0,0,0,0,0.179611033809657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156230200151612,0,0,0,0
