,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.278810803659209,0.024811773988752,0.0472191478548731,0,-0.0190430595989868,0.263494162669789,0,0,0.00226355045865637,0.0807633510114651,0,0,0,0,0,0,0,0,0,0,0,-0.0427290738242797,0.183783029395007,0,0,0,0.0536955937004473,0,0,0.0273901697213767,0,0,0,0.0297090060130473,0,0.11359411929331,0,0,0,0,0,0,0,0,0,0,-0.023907718910316,0,0,0,0
X601318.CH.EQUITY,0,0,0.282422362048905,0,0,0,0,0,0.0749547078010839,0,6.93889390390723e-18,0,0.0096276794190072,0,0.194042108398654,0,0,0,0,0,0,0.0728314229816426,0,0,0,0,0,0.129413840360863,0,0,0,0,0,0,0,0,0,0,0,0,0.0620860126598944,0,0,0,0.0710003673068539,0,0,0,0,0,0,-0.0250981582938999,-0.08280715540068
X601939.CH.EQUITY,0.362946929742999,0.271706881232285,0,0,0,0,0,0.409526823901688,0,0,0,0,0,0,0,0,0,0,0,-0.0558003596764185,0,0,0,0,0,0.0311238253453172,0,0.0289619143278114,0,-0.022845318311443,0,0,0,0,0,0.0612631663777767,0,0,0,0,0,0.0839943547426384,0,0,0,0,0,0,0,0,0.167434012590646,0,0
X601288.CH.EQUITY,0,0,0.128177852326675,0,0,0,0,0.464126971740387,0,-0.0484416188167833,0,0.0416134868092443,0,0,0,0,0,0,0,0,0,0,0.143054883241598,0,0.0441930776039745,0,0,0.145625540084779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136194574284659,0.0219032482820354,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.170163366269318,0,0,0,0,0,0,0.074765397030899,0,0,0,0,0.0440914724698697,0,0,0,0,0,0,0.033986614075789,0.496786149073754,0,0.158928205694253,0,0,0,0,0,0,0,0.034962906202723,0,0,0,-0.0904729822439586,0,0,0,0,0,0,0,0,0,0,0,0,-0.101272497569873
X1299.HK.EQUITY,0,0,0,-0.0863260994439027,0,0,0,0,0,0.185270270460428,0,-0.0530046865068909,0,0,0,0,0,0,0,0,0.0597907906927014,0,0.14789664024035,0,0,0,0,0,0,0,0,0,0,0,0,0.0995464058103627,0,0.147510261040939,0,0,0.134809162647238,0.108971344466017,0.0520514031895649,0,0,0,0,0,0.209356755113689,0,0,0,0
X601628.CH.EQUITY,0.081123885369647,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00515689252767759,0,0,-0.18147666912294,0,0,0,0.258296627214705,0,0,0,0,0,0,-0.113202545903533,0,0,0,0,0,0,0,0,0,0.610400510232702,0.044557575330839,0,0,0,0,0,0,0,0,0,0,0,0,0.00471508321599605,-0.0507491414181953,0
X601988.CH.EQUITY,0,0,0.0748613844800793,0.441759277602393,0,0,0,0,-0.0916564658913542,0,0,0,0,0,0,0,0.280084207064553,0,0,0,0,0,0,0,0.083510213488876,0,0.0452700347927034,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00190873792115558,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221008524313993,0.134202338406677,0,0,0,0,0,0,-0.0636090111730028,0,0,0,0,0,0,0,0,0,-0.0594881470250403,0,0,0.430079318354281,0.159490370361158,0,-0.0396875428352911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287491738484512,0,0,0.113692247231838,0,0,0,0,0.208206866553069,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.18811430368187,0.40303429046384,0,0,-0.143848733589833,0,0,-0.00454403357233116,0,0,-0.0490277792944155,0,0,0,0,0.391152466645761,-0.165435641980542,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.181380615004348,0,0,0,-0.0677283117752975,0,0,0.0620478197595673,0,0,0,0,0,0,0,0,0.0183109471319957,0,0,0.179745233989709,0,0
