,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.401149886385963,0.0140597083698873,0.0204944578337463,0,0,0,0,0,0,0.218939376036798,0,0,0,0,0,0,0,0,0.132796395119482,0,0,0,0,0,0.0415269479243182,0,0,0,0.00445656058309504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468042995927053,0,0,0,0,0,0,0,-0.129753509705902,0
X601939.CH.EQUITY,0.458108023845378,0,0,0.151440501135396,0,0,0,0,0,0,0.112363685828466,0,0,0.0297340981926225,-0.110090121511803,0,0,0,0,0,0,0,0,0,0,0.189835416031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768301516022761,0.0897113977790389,-0.00582823288638647,0,0
X601318.CH.EQUITY,0,0,0,0,0.254234608050169,0.0232845565594682,0,0,0,0,0,0.259787052645702,0,0,0,0,0,0,0,0.204294674986892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343620488259646,0,0,0,0,0.0616778502678206,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.295762264958885,0.0947805763316317,0,0,0.175357533716185,0,0,0,0,0,0,0,0,0.189295089196415,0,0,0,0,0,0,0,0.0473508733030917,0,0,0,0,0,0,0,0,0,0,0,0.123172802108593,0,0,0,0,0,0,0,0,0.000562608836259676,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.459643222997908,0,0,0,0,0,0.233767569094781,0,0,0,0,0,0.290107828147579,0,0.122202865287233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.530038212460853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212823778194637
X600036.CH.EQUITY,0,0.0582368665312487,0,0,0,0,0,0,0,0,0,0.192286487295824,0,0,0,0,0,0,0,0.281964457693099,0,0.00990885721523085,0,0,0,0,0,0,0,0,0,0.278337077812112,0,0,0,0,0,0,0,0,0.0691784688091304,0.0482236840578668,0,0.0175979066358656,0,0,0,0.100124145408226,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,-4.33680868994202e-19,0,0,0,0,0,0.1172069400187,0,0.0813587395303368,0,0,0.13660355556571,0,0,0.328305226121854,0,0,0,0,0,0.118031723572328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162798311926402,0,0.0561899732983275,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918513408478372,0,0,-0.132628333503913,0,0,0,0,-0.444897986813926,0.627270802458586,0,0.0576664474916243,0.684640671444253,0,0,0.0905568770030985,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302610869222885,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131262894649175,0,0,0,0.0654160117032795,0,0,0.321152835073411,0.0656667163629417,0,0.075849981029421,0.0315319282453427,0,0,0,0,0.0184039964832103,0,0,0,0,0,0.079592194855565,0,0,0,0,0,0.153891451912238,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.14937020751826,0,-0.0431262253872979
X601658.CH.Equity,0,0,0,1.38777878078145e-17,0.301788981882557,0,0,0,0,0,0,0,0,0.238281459556852,0,0,0,0,0,0,0.226720355264095,0,0,0,1.38777878078145e-17,0,0,0,0.0711545591100428,0,0,0,0,0,0,0,0.00586576827071562,0.112654776908626,0,0,0,0,0,0,0,0,0,0,0,0.230690439838434,0,0,0
X601328.CH.EQUITY,0.403393104710698,0,0,0.205358606060471,0,0,0,0,0,0,0,0,0,0,0,0.152086463093903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24684715802247,0,0,0.0472384094669425,0,0,0,0,0,0,0,0,0,0,0,0.0390454172289787,0,0,0.00866117245422037,0,0,0,0.0459044934628083,0
X601166.CH.EQUITY,0,0,0,0,0,0.423346741501908,0,0,0,0,0.0548482875155971,0,0,0,0,0,0,0.0543302661847345,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.233872336029921,0.00516869411990115,0,0,0,0,0,0,0,0,0,0,0,0.0214517875963919,0.033301302341177,0,0,0,0.0566415503289014,0,0.10345715885529,0,0,0
X388.HK.EQUITY,0,0,0.428579503966284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881871049848319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455441129812289,0,-1.73472347597681e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.00596464924726688,0.00137053905476292,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.143543603035211,0,0,0.122190871948949,0,0,0,0,0,0,0,0.28944111560973,0,0,0,0,0,0,0,0,0.0497761671560781,1.73472347597681e-18,0,0,0,0,0,0,0.152980790725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245404934903809,0.00161394415933201,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0232045032756113,0,0,0,0.324143915770287,0,0,0.42894623412388,0.0199273807020462,0,0.0567712533199423,0.119843849806046,0,0,0,0,0,0,0,0,0,0.0224460396865264,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0513068849978873,0,0,0,0,0,0,0,0,0,0,0,0.276126657238238,0,0,0,0,0,0,0.0197939520837057,0,0.244461393834182,0,0.211752389780544,0.0439116420568718,0,0.0514435041850466,0.0898895063632731,0,0,0.0262946933615929,0,0,0,0,0,0,0,0.00326172995057415,0,0.0294550354421427
X16.HK.EQUITY,0,0,0,0,0.00812164532133011,0,0.264350251438807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197469004784856,0,0,0.049529730538304,0,0,0,0.0212220643309678,0,0,0,-8.67361737988404e-19,0,0.395007608095254,0,0,0,0.156794425529304,0,-0.135623050478553,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.00832418848998291,0
