,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00334198653492602,0,0,0,-0.060188830879238,0.0491279955179412,0,0,0,0,0,0,0,0.358401068934112,0,-0.168170028566925,0,0,0,0,0,-0.159718126016166,0,0,0,0,0,0,0.165249445517899,0,0,0.632348638193139,0,0,0,0,0,0,0,0,0,-0.0140484023293144,0,0.0606817701485673,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242852302768017,0,0,0,0,0,0,0,0,0.0409955294786818,0,0,0,0,-0.0109274326730662,0,0,0,0,0,0,0,0.0577015404315269,0,0,0,-0.163608516440968,0,0,0,0,0,0,0,0,0,0,0.0491640831371686,0.0804225513684183,0,0.515973088724642,0,0,0,0,0,0,0,0,0,0,0.115986237874327
X601288.CH.EQUITY,0,0,0,0,-0.133485407891606,0,0,-0.0360587361332766,0.06656215519518,0,0.365708707332225,0,0,0.330232699521279,-0.0712019602532506,0,0,0,0,0,-0.115725492010235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307670900977718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146974957871174,0,0.213111245482874,0,0,0.113428469230291,0,-0.00367946725941463,0.214577604489256,0,0,0,0.0738785311876258,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0216338308991767,-0.168530025063323,0,0,0,0,0,0,0,0,0,0.12965005639717,0.0970956491117458,0,0,0,0,0,0,-0.0966303243897348,0,0,0.154728001773795,0,0,0
X601988.CH.EQUITY,-0.0652123173639876,0,0,-0.0412390558508577,0.409673476606458,0,0,0,0,0,0,0,0,0,0,0,0,0.0445983911477603,0,0,-0.168729828798386,0,0,0,0.346559333743496,0,0,0,0,0,0,-0.356609678316302,0,0,0,0,0,0,0,0,0,0,0,0,0.0342805999246361,0.13239141344949,0,0,0,0,-0.0301780278912207,0.00572546438531881
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948369332074317,0.00452784953105754,0,0.366165614129649,0,0,0,0,0,0,0,0,0,0,0,0,0.0501145856219747,0.0773234848637363,0,0,0,0,0,0,0,0.147473222539861,0.0291022866306036,-0.10401263267225,0.0466016959805648,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178155670711448,-0.117008318202589,0,0,0.130994935298706,-0.0110535457830503,0,0,0
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,0,-0.0891708610254628
X601328.CH.EQUITY,0,0,0.0301149726460711,0,-0.106717855764257,0,0.575670985588943,0,0,0,0,0,0,0,0,0.0149868948858465,0,0.181590781978998,0,0,0.152482028504151,0,0,0,0,0,0.242996515698424,0,0,0,0,0,0,0,0,0,0,-0.163945343283101,0,0,0,0,0,0.147425729682948,0,-0.0321043786606106,-0.230196111110558,0,0,0,-0.0767301149786357,-0.146707968454625
