,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.176372744338391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080526015114266,0.0549964971187344,0,0.403105708988493,-0.23672764690461,0.233707633237797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590334215258635,-0.0459886117312448
X601318.CH.EQUITY,0,0,0,0,0,0.331850082383959,0,0,0,-0.0485378805265791,0,-1.38777878078145e-17,0.000725390637503054,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0860584260227343,0.0687268381019569,0,0,0,0,0.206544554123548,0,0,0,0,0,0,0,0,0,0,0,0,0.0779470942696008,0,0,0,0.0587880000842195
X601939.CH.EQUITY,0,0.081897671461979,0,0.802212755782291,0,0,0.001544057855789,0,0,0.0438361689275311,0,0,-0.0103305256477313,0.0144804219641697,0,0,0,0.0800834285653906,0,0,0,0,0,0,0,0,0.0256962466874607,0,0,0,0,0,0,0,0,0,0,0.0686848368868724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964699795757979,0,-0.00554196818216332,0,0,0,0,0,0,0,0,0,0,0.0148127916647236,0,0,0,0,0,0,0,0,0,0,0.060297850331013,0,0,0,0,0,0,0,0,0.040251069430723,0,0,0,-0.0761837791335698,-0.0818412326187081,-1.73472347597681e-18,0,0,0,0.00196418947871909,0,0,0,0,-0.0826630712719902,-0.03605462880558,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287395868573947,0,0.132098526370661,0,0,0,0,0,0,0,0,0,0,0.00418959243780651,0,0,0,-0.0411134745592428,0,0,0,0,0,0.0381645726379971,0,0,0,0,0.537575376785203,0,0,0,0,0,0,0,0.0943883225521808,0,0.208323903352298,0,0,0,0.0475629351512134,0.106516043635471
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0
X601988.CH.EQUITY,0,0,0,0.0791672329114603,-0.0287071282670111,0,0,0,-0.0381995133913809,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0462883062103531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841896833600843,-0.120299830666088,0,0.991412717102306,0,0,0,0.017043088560819
X1299.HK.EQUITY,0,0,0,0,0.0847442542564513,0.0580820986818379,0,0,0,0.204110991722356,0,0,0,0,0,0.00405273744013965,0,0,0,0,0,0.316077176991322,0,-0.110429360650464,0,-0.0714982076158415,0,0.109294042211654,0.110037270418584,0,0,0,0,0.127287378561157,0,0,0.0360626358054741,0,0.104688828008461,0,0,0,0.115144797239115,0,0,-0.0181406786088907,0,0.150699981218132,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025152539873086,0,0,0,0,0,0,0,0.0935256797588649,0,0.431430729035319,-0.0734855849470489,0.0417836163408455,0,0,0,0,0,0,-0.190566134772959,0.198731527681278,0,0,0,0,0.0355600987318651,0.0558774143714792,0,0,-0.213901422833946,0,0,0.22094326182454,0.0349834149627015,-0.0551291907637456
X388.HK.EQUITY,0,0,0,0,0.230856487345116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128709369900211,0.269518844588068,0,0,0.104768985204004,0,0,0,0,0,0,0,0,0.108613252473102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198115841156061,0,0.0203641069744903,0.254049534322091
X601658.CH.Equity,0,0.0810166999169974,0.148409979910508,0.0896051249521923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877039577793199,0,-0.0407772869271954,0,0,0,0,0,0,0,-0.0228593197743154,0.199736600180104,0,0,0,0,0,0,0,0,-0.135842837181732,0,0,0,0.617512079358996,0,0,-0.19136784472803,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.00988550105409779,0,0,-0.0714307168100315,0,0.124702705915642,0.0607539039779615,0,0.295791121025097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00567292846606221,0,0.154767822077977,0,0,0,0.235462136010367,0,0.0346975954711662,0,0.0852994668738571,0,0,0,0.184912315594463,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0410952946487897,0,0,0,0.670957468575931,0,0,0.0244745900121702,0,0,0,0,-0.0371708859124717,0,0,0,0,0,0,0,0,0,-0.00302584708609965,0,0,0,0,0,0,0,-0.0863076019650955,0,0.187806049491766,0,0,0,0,0,0,0,0,0,-0.00174135882919269,-0.0248981337524963,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0884746608863301,0.400233855443442,0.0434589783073933,0,0,0.057707262115566,0,0,0,0,0,0.0742339312107496,0,0,0,0,0,0.086558430870178,0.0539347826917103,0,0,0,0,0,0,0,0.0245249288979642,0,0,0.0277081542928595,0,0,0.0536837586137284,0.0220909740330424,0,0,0,0,0,0,0,0,-0.0282274393572215,0.190349177312706,0,0,0.0305392160303383,0
X000002.CH.EQUITY,0,0,0,0.239852543285476,0,0,0.0459748900765162,0,0.119644590675468,0,0,0,0.157673108882241,0,0,0,0,0,0,0,0.0169957493390534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778809097201629,0,0,0,0,0,0,0,0,0,0.061388693169092,0,0,0.0560289854588385,0,0,0,0.0158936648120055
X601328.CH.EQUITY,0.108231723223477,0,-6.93889390390723e-18,0.140398494165384,0,0,0,0,0,0,0,0.0536238273865866,0,0,0,0,0.0849308466361549,0,0,0,0,0,0.390235574685714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254604801509408,0,0,0,0,0.0785483975346303,0,0,0,0.00559829651498338,0,0,0,0
X600000.CH.EQUITY,0,0,0.0337162183169065,0.263289079688094,0,0.178840206315299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656183742870476,0,0,0,0,0,0,0,0,0,0,0,0,0.277191218066295,0,0,0,0,0,0.685424810311813,0,0,0,0,0,0,0,0,0.0687418907864662,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.462322070842877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106709638297523,0.00648821296009133,0,0,0,0,0.0250152913549918,0,0.0839398604680483,0,0,-0.192253845883374,0,0,0,0,0,0,0,0,0.300184480387897,0.0562185429864689,0,0,0.0295767349027857,0,0,0,0,0,0,0,0,-0.0954196675624742
X601319.CH.EQUITY,0,0,0,0.169706241534947,0,0,0,-0.059407316707844,0,0,0,0,0,0,0.215248767042932,0,0,0,0,0.162994331371237,0,-0.0171309288130662,0,0,0,0,0,-0.0167474939130673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128118513459499,-0.0581446154752537,0,0.0332716807595873,-0.000120776529724395,0.212516710416894,0.0213781583325452,0,0,-0.0531265445757455,-0.0461204630178922,0
X601601.CH.EQUITY,0,0,0,0,0.293426549133118,0.0623602396151981,0,-0.0445927360729733,0,0,0,0,0,0,0,0,0,0.0592665967641771,0.522063327424532,0,0,0,0,0,0.0823485694138878,0.0692187144098475,0,0.0666251380186733,0.113594708892232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255397703744528,0,0,0,-0.179186096347796,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0832133467250872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415779249490785,0,0,0,0,0,0,0,0.0313169760300766,0,0,0,-0.0579367606363084,0.0908377852749291,0,0,0,0.138076293460245,0,0,0.276065721857127,0,-0.0466571723183955,0,0,-1.73472347597681e-18,0,0
X1109.HK.EQUITY,0,0,0,0,0,0.226865749384772,0,0.20724941894515,0.12673836814383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201560889539734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716600797784099,0.140945070368797,0,0,0.108335968278962,0,0.139548093999826,0.102679636833994,-0.117986361635567,0,0,-0.26793120195362
X600016.CH.EQUITY,0,0,0,0.0520588186330733,0,0,0,0,-0.0356380727059405,0,0,0,0,0.0732658215196224,0,0.113931704609788,0,0,0,0,0,0,0,0,0,0,0.0461901848512278,0.0489790904746252,0,0,0.02751523854238,0.215284271976033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153047697297185,0.0544285618266538,0,0,0,0,0,0
X601998.CH.EQUITY,0.227929511097359,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0857573727103686,0,0,0,0,0,0,0.0225930506039563,0,0.0104114760365054,0.00358110140355505,0,0,0,0,0,0,0,0,0.00704865606680594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202487050713589,0,0.536324051335204,0,-0.0860073891584479,-0.027980141666595,0
X300059.CH.EQUITY,0,0,0,0.00461071613976448,0,0,0,0,0,0.282016641759791,0,0,0,0,0,0,0,0,0,0,0,-0.0809694937714174,0,0,0,0,0,0,0,0,-0.0528018674942756,0,0.317378791355679,0,0.0382639189321555,0.0573369927507828,0,0.0203824587266106,0,0,0,0.119774616449445,0,0.00456814129953354,0,0,0.00798629324506186,0.212094896519095,0.041631020578019,0,-0.0553475222987823,0,0
X688.HK.EQUITY,0.291854999250615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363098304789358,0,0,0,0,0,0,0.0138604218211048,0.0588237081081385,0,0.280038136582478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X2388.HK.EQUITY,0,0,0,0.0188783991959478,-0.102646608465708,0,0,0,0.0333085922571192,0,0,0,-0.000372570925807947,0,0,0,0.173026268900371,0,0,0,0,0,0,0,0,0,0,0,0.417478998102473,0,0,0,0,0,0,0,0,0,0.16063568147962,0,-0.0040224331897936,0,0,0,0.0254775479444348,0.241218368217188,0,0,0,0,0,0,-0.236923033469559
X002142.CH.EQUITY,0,0,0,0,0,0.257076331255608,0,-0.277780289280626,0,0,0,0,0,0,0,0,0,0.238247560500885,0,0,0,0,0.0819960234799484,0,0,0,0,0,0,0.321537316614661,0,0,0,0,0,0,0,0.237337484253704,0,0,0.157517194603285,-0.128586280692758,0,0,0,0,0,0,0,0.102494035514102,0.0658395540511105,0,0
