,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129048865049902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109418362168174,0,0.501028800382607,0.39050758808107,0.0378684107955063,-0.216541137319927,0,0,0.170358711398747,0,-0.0766886040300357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018729155797138,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,-4.33680868994202e-19,0,0.8392323173575,0,0,0,0,0,0.0163963065836181,0,0,-0.0558575172778372,0,0,0,0.0383722327736416,0.129400209378411,0,0,0,0.00265751110789409,0,0,0,0,0.031210800629557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716294307022458,0,0,0.00658232211114508,0,0,0
X601288.CH.EQUITY,0,0,0.952466283502661,0,-0.0657518128716261,0,0,0,0,0,0,0,0,0,0,0.0582537914995375,0,0,0,0,0,0,0,0,0,0,0.0536418530546095,0,0,0,0,0,0,0,0,0.0249263462143522,0,0,0.0216180280901454,0,-0.075268532853817,0,0,0,0,0,-0.0010192303867827,0,0,0,-0.0945618964536157,-0.0417048694991101,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00455604572030736,-0.13808665805843,0.0764045223992142,0,0.0506430640009474,0,0,0,-0.0201884607817258,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0422842446685948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108052637916279,0,0,0,0,0,0,0,0,1.05175751670751,0,0.00191337028693606,0
X1299.HK.EQUITY,0,0,0,0,0.120800774703854,0,0,0,0,0,0,0,0.0349243963670576,0,0,0,0,0,0,0,0,0,0,-0.0906284165038791,0.0695624591212446,0,0,0.110223333400519,0,0,0.201486599546954,0.389774912963927,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0754526703714214,0,0.0476236174804344,0,0,0,0.0849349876491098
X5.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.014429642834014,0,0,-0.196547368587865,0,0,0,0,0,0.0242366372857581,-0.0197822611775939,0.22374715296969,0.483996650238373,0,0,0,0,0,0,0,0,0,-0.067111111045942,0.0601168667859729,0,0,0,0,0,0.0574484773655861,0,-0.167063611376777,0,0.063069480424842,0,0.120402400944996,0,0
X388.HK.EQUITY,0,0,0,0,0.329032689896056,0,0,0,0.0871517634835532,0,0,0,0,0,0,0,0,-0.242967661392248,0,0,0,0,0,0,0.476840774383171,0.220529426557128,0,0,0,0,0.0161919830578369,0,0,0,0,0,0,0,0,0,0,-0.161033473069544,0,0,0,0.1136664283087,0,0,-0.0754436576755504,0,0,0,0.0744719550414341
