,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.186796939531434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356971110230283,0,0,0.142115986529674,0,0,0,-0.0306513708837482,0.381014010687086,0,0,0,0,0,0,0,0,0,0,0.134860826488042,-0.127544692151705,0,0.0278616128310655,0,0,-0.0758247412451337,-0.141174318764599
X601939.CH.EQUITY,0.183645485602794,0,0,0.328607048807199,0,0,0,0,0,0,0,0.0241066178080775,0,0.232097412529232,0,0,0,-0.120677598831585,0,0,0,0.0597540916323939,0,0,0,0.229180682484739,0,0,0,0,-0.0960232379941003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552302741593889
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632068339779163,0,0,0.160275352404123,0,0,0,0,0,0.0135031938281364,0,0,0.0166186815498139,0,0,0,0,0,0,0,0.122972440152609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113426568847602,0,0,0,0,0,-0.0428061338142031,0,0,0
X601988.CH.EQUITY,0,0,0,0.390799643377933,0,0,0,0,0,0.248167926997752,0,0,0,0,0,0.320015013374921,0,0,0,0,0.158132830399939,0,0,0,0,0,0,0.051480142500018,0,0,0,0,0,0,0,0,0,0,-0.486416617155066,0,0,0,0,0.173545137323521,0,0,0,0,0,0,0,0,0.274465929910207
X600036.CH.EQUITY,0,0.205875975117916,0,0,0,0,0,0,0.154223468560975,0,0,0,0.137572319451064,0,0,0,0,0,0,0,0,0,0.0855267428325339,0,0,0,0,0,0,0,0,-0.0124403857148075,0.00382260662450011,0,0.306090752606664,0,0,0,0,0,0.0582778917492736,0,0,0,0,0,0.0189176762627344,0,0.065883803401535,-0.0209497110450514,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.382755462596577,0,0,0,0,-0.0771970076111053,0,0,0,0,0,0,0,0,0,0,0,0,0.216600948825848,0.0485656163854906,0,0,0,0,0,0,0,0.0195695978605852,0,0,0,0,0,0,0,0,0.0167846133667553,0,0,0,0,0,0,0,0,0.189971752624769,0,0.0920437282048392
X601658.CH.Equity,0,0.0718931071290419,0,0.100885962624534,0.0396009180968544,0,0,0,0,0,-0.0322253884609541,0,0,0,0,0,0,0,0,0.26733048890785,0.188585640791115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289450397905992,0,0.0959407463026149,0,-0.134107247437626,0,0,-0.0791320902930749,0,0,0,0,0,0,0,0,0
