,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807010959953057,0,0,0,0.173156214912538,0,0,0,0,0.507818183989079,0,0,0,0,0,0,0,-0.0122538092243317,0,0,6.93889390390723e-18,0,-0.158759825965002,0,0,0.514891996349907,0,0,0,0,0,0,0,0,0.0830906413444463,0,0.0254794856586381
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.511154683890871,0.0219396522330928,0,0,0,0,0.339318190472278,0,0,0,0,0,0,0,0,0,0,0.117602999833592,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.160542135735796,0,0,0,0,0,0,0,0,0,0,0,0.00961652831611089
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387681845494064,0,0.0468694662220037,0,0.975037719760721,0,0,0,0,-0.101978594658448,0,0,0,-0.307308341697097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412835642673564,0,0.174864222676714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-6.93889390390723e-18,0,0,0,0.145678698847503,0.398079239708466,0,0,0,0,0,0,6.93889390390723e-18,0,0.0838371490417346,0,0,-2.16840434497101e-19,0,0,0.0609736249190002,0,0,0,0.0062469550179583,0.0631027391240665,-0.192242371901539,0,0,0,0,0,0,0,0,0.0575367305683238,0,0,0,0.255906625803803,0,0,0,0,0,-0.160270048864796,0,0.0874966182251595,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.32348641017611,0,0,0,0.048735496740957,0,0,0,0,0,0.0721991419481585,0,0.100276462736444,0,0,-0.0642141360727836,-0.0679769813174678,0,0,0,0.198422329533356,0,0,0,0,0,-0.226514771119386,0,0.0702925766904364,0,0,0,0,0,0,0.0460975789169549,0,0,0,0,0,0,0,0,0,0.0856272102055878,-0.0609932945539227,0
X1299.HK.EQUITY,0,0,0,0,0.229418978907155,0,0,0,0,0,0,0,0,0,0,0,0.192823714722271,0,0,0,0,0,0,0,0,0.0389391177986697,0,0.0438891668641314,-0.111403507248214,0.0930235040323139,0.0422338395792724,0,0,0,0,0,0.517738057643246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138563723746062
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.423709089514604,0,0.0280493358843389,0.0281131008907823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028881527097645,0.061404516475514,0,0,0,0,0,0,0.149373483015708,0,0,0,0.23563123581224,0,-0.115344620530639,0.314525642272401,0,0,0,0,0,0,0,0,-0.0776494529947873
X601628.CH.EQUITY,0,0.00356815139297903,0,0.00136738178498935,-0.0822884822684948,0,0,0,0,0,0,0.0987789423296262,0,0,0,0,0,0.273597413054536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375368552166203,0,0,0,0,0,0.250250156957674,0.0941850990276836,0,0.0591389755025498,0,-0.00638259332531651,0,0,0,0,-0.0575433210466985
X601328.CH.EQUITY,0,0,0.148307226788814,0,-0.0850505296413967,0,0,0.406480083467747,0,0,0,-0.0141087000973844,0,0.468763884289141,0,0,0,0,0,0,0.0809654749712713,0.104812719023412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801787241341588,-0.206240201511597,0,0,0,0,0,0,-0.00872492384627157,0,0,0,0,0,0,0
