,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.111066648922304,0,0.0506210971860262,0,0,0,-0.075820788456283,0,0,0,0.482547632994834,0,0,0,-0.0723862600184448,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0567663939489503,0,0,0,0,0,0,0,0.0897182081333314,0,0,0,0,0,0.218752276134648,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0
X601939.CH.EQUITY,0.328706404149671,0,0,0.292473931144515,0,0.0892532815683114,0,-0.0475364511122325,0,0,0,0,0,0,0.136764382543601,0.0323166565682959,0,0,0,0,0,0,0,0.071908452588868,0,0,0,0,0,0,0,-0.0111840757445539,0,0,0,0,-0.108559573063442,0,0,0.333886232607265,0,0,0,0,0,0,-0.0403687775343484,0,0,0.0117989690385909,0,0,0
X601288.CH.EQUITY,0.371736144533668,0,0.124211536568452,0,0,0.235313612192007,0,0,0.111802451628195,0,0,0,0,0,0,0,0.0645861242286585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110168461895946,0,0,0,0,0,0,0,0,0.177144058136766,0,0,0,0
X5.HK.EQUITY,0,0,0.0596294594045933,0.23067225746808,0,0.126706515070088,0,-0.406855681587605,0,0,0,0,0.109769842258484,0,0,0,3.46944695195361e-18,-0.00120231693992843,0,0,0.413147264511744,0,0,0,0,0.499781320969832,0,0,0,0,0,0,0,0.100502429035523,0,0,0,0,0,0,0,0,0,0,-0.200284727775713,0,0.115312617589814,0,0,0,0,0,-0.00665680185504542
X601988.CH.EQUITY,0.230272953921981,0,0.220371415268198,-6.93889390390723e-18,0,0,0,0,0.100745226158848,0,0.081422765510124,0.0860883383012453,0,-0.294422593925748,0,0,0,0,0,0,0,0,0.0377098320809035,0.237373583966172,0,0,0,0.117219797507315,0,0,-0.0367523413443264,0,0,0,0,0,0.00891549812399163,0,0,0,0,0,0,0.0934559853951285,0,0,0,0,0,0,0,0,0.04630667386309
X600036.CH.EQUITY,0,0,0,0,0.108610813464113,-0.0512836531042592,0,0.255988389131389,0,-0.0451081765258362,0.0108250408370671,0,0.34678681060166,0,0.24480116711222,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0767236489813673,0,0,0.0831219652084894,0,0,-8.67361737988404e-19,0.123689484771017,0,0.0386141843990988,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.209216254711726,0.266321117241378,0,0,0.156305746025436,0,0,0,0,0.0271286210306653,0,0,0,0,0,0,0,0.0710707640368365,0,0,-0.17906786084135,0,0,0,0,0,0,0.265385773144113,0,0,-0.32270154152984,0,0,0,0,0,-0.0840922317952003,0,0,0.0349688226678633,0,0,0,0,0,0,0,0,0,0,0,0,0.0523892873930483
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127665647487546,0,0,0,0,0,0,0,0.303157098015617,0,0,0,0,0,0,0.0128518934578018,-0.0124147613776929,0,0,0,0,0,0,0,0,0,-0.21736302962755,0,0,0,0.0443177325750884,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.529342728633249,0,0,0,0,0,0,0,0,0.183212919860904,0,0,0,0,0,0,0,0,0,0,0.0446631548191011,0,0,0,0,0,0,0.127613707985839,0,0.0357299409041964,0,0.0783950807849048,0,0,0,0,0,-0.0316420552201695,0.0176532625351713,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134958538194,0,0,0,0,0.435998377764041,0,0,0.0120925545721888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806776579818875,0,0,-0.0395597898231768,0,0,0,0.0434993579904378,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0470212171016787,0,0.169054495564834,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234068932042328,0,-0.0551028251946037,0,-0.0119830357518757,0,0.130544435916995,0,0,0,0,-0.126331738253357,0.328981734714087,0,0,0,0,0.163975945083553,0,0,0,0,0.0942914921719495,0,0,0.0920505978387863,0.021490409887665,0,0,0,0,-6.93889390390723e-18,0,0,0.000710877388088137
X000001.CH.EQUITY,0,0.0472862716478182,0.0843807540415945,0,0,0,0.0734810389419771,0,0,0,0.16485374733673,0,0,0,0,0.0751331297110098,0,0,0.00202399223774135,0,0.136842915222309,0,0,0,0,0,0.165064926736363,0,0,0,0,0,-0.185001882841456,0,0.0863413795151829,0,-0.16137479941922,0,0.0453783846121951,0,0,0,0,0,0,0,0,0.276963185819883,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.285645024005911,0,0,0,0,0,-0.0860557943358746,0,0,0,0,0,0,0,0.0373919609291874,0,0,0,0,0,0,0,0.335081108659122,0.0304383379548283,0,0,0,0,0.228662200466272,0.21180890786475,0,-0.0767656347156385,0,0,0,0,0,0.0322372215582975,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0
X688.HK.EQUITY,0,0,0,0,0,-0.0188169427268834,0,0,0.0807363308718695,0,0,0,0,0.080889624898031,0,0,0.156470992785123,0,0.307455152293555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.292724802716695,0,0,0,0.336398087979246,0,0,0,0,0,0,0,0,-0.143672015692917,0,0,0
X388.HK.EQUITY,0,0,0.188880303781992,0.083773279477469,0,-0.0210509256034993,0,0.263559429138832,0.0137762796655781,0,0,0,0,0.0346734073790247,-0.0284267003474694,0,0,0.0837633959310861,0,0,0,0,0.0510602578824451,0,0,0,0,0.201879657784075,0,-0.0115922861105466,0,0,0.0505622174856862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06504119538293,0,0.0116169308503398,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127561372019115,0.00807217184155167,0,-0.0411150461004113,0,0,0,0,0,0,0,0.0980789480651738,0,0,0,0,1.38777878078145e-17,0,0,0,0.0939479187406569,0,0.281724564560201,0,0,0,0,0,0.210489231834676,-0.150184774689216,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0641508276314437
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.77038075626722,-0.149524130997847,0,0,0,-0.00569182735272524,0,0,0.0498333359786472,0,0,0.0381011302175881,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.135977991091202,0,0,-0.232428678844039
