,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.392098951831215,0.0107968332495863,0,0,0,0,0,0,0,0.18506275517547,0,0,0,0,0,0,0,0,0.120710430715287,0,0,0,0,0,0.100276553779864,0,0,0,0.0028400690796478,0.00342268518095312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595119058555919,0,0,-0.120626694810677,0
X601939.CH.EQUITY,0.451847478483733,0,0,0.0803465183237255,0,0,0,0,0,0,0,0,0,0.105195874229694,-0.150784758511898,0,0,0,0,0,0,0,0,0,0,0.278219474790085,0,0,0,0,0,0,0,0,0,0,0,-0.0217421536542656,0,0,0,0,0,0,0,0,0,0.140609025010887,0,0.072278610466526,-0.0727047489197262,0,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297111872041229,0.0953215656385584,0,0,0.174378120779653,0,0,0,0,0,0,0,0,0.189413825029393,0,0,0,0,0,0,0.0452637832661289,0,0,0,0,0,0,0,0,0,0,0,0,0.121970511482867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.379235775081359,0,0,0,0,0,0.333067750362443,0,0,0,0,0,0.211848970840986,0,0.137121581841223,0,0,0,0,0,0,0,0,0.068618720751496,0,0,0,0,0,0,0,0,0,0,-0.505477496667678,0,0,0,0,0,0,0,0.0115099159195663,0,0,0,0,0,0,0.310958164343136
X600036.CH.EQUITY,0,0.0272850489622128,0,0,0,0,0,0,0.0112465829052396,0,0,-0.0318536409459109,0.187643057532603,0,0,0,0,0.122782503675965,0,0.182238547150029,0,0,0,0.0750440670983315,0,0,0,0,0,0,0,0.351361688038855,0,0,0,0,0,0,0,0,0,0.0307445086679697,0,0.151287838343518,0,0,0,0,0,0,0,-0.00808254358167989,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101740652842565,0,0,0,0,0,0,0,0.370686162671722,0,0,0,0.0384757310909919,0,0,0,0,0,0,0,0.00224587405808753,0.0499750955783129,0,0,0.0908900136063515,0,0,0,0,0.203921630983592,0,0,0,0,0,0,0,0,0,0.158217398423614,0,0.0411014226678639
X601658.CH.Equity,0,0,0,0,0.136054796734902,0,0,0,0,0,0,0,0,0,0,0,0,0.268261103992424,0,0,0,0.0280055800803512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450669526801,0,0.164187173604068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334273833111181,0,0,0.300756587944106,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.115716156623895,0,0,0,0,0,0,0,0,0.0408470423782898,0,0,0,0,0.18447569248511,0.010750623326536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920808184749551,0,0,0.0642632468053741,0
