,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.521224411582698,0,0.075462735131452,0.0311454976236167,0.0922264187713249,0.0503467106050689,0,0,0,0,0,0,0,0.0257262313758608,0,0.0402546248403148,0,0.0628957970464367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072584699975611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493267251682906,0,0,0.0357182343633752,0,0,0,0,0,0.141373261897062,0,0,0,0,0,0,0,0,0,0.0131413987324605,0,0,0,0.0113447950375852,0,0,0.159087201625591,0.050577349419976,0,0,0,0,0,0,0,0,0,0,0,0,0.0547950464458609,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.46183087787601,0,0.0454894232260564,0,0,0.0304005823682555,0,0,0,0.0940263737660742,0,0,0,0,0,0,0.183480679582616,0,0,0,0,0,0,0,0,0.00861706679783033,-1.38777878078145e-17,0,0.130993546371502,0.0349473517398354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.310053843530327,0,0,0,0,0,0,0,0.321207482211494,0,0,0,0.211351950103959,-0.372250167823191,0,0,0,-0.0486865296292829,0.158917699255522,0,0.14189550904895,0,0,0,0.277428288837994,0,0,0,0,0,0,-0.06509919357747,0,0,0,0,0,0,0,0,-0.0800525001855763,0,0,0,0,-0.175266549944703,0
X601988.CH.EQUITY,0,0,0,0.215789661751894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315291302556636,0.0763740134796539,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.014537514349102,0,0,0,0.111564944366457,0,0.207653396229249,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.132002031252424,0,0,0,0,0,0,0,0.0153706283726368,0,0.244327076159676,-0.0578253343117579,0,-0.0206238399823314,0,-0.0138464734656857,0.0714832879157548,0,0,0,0,0,0.381785236780806,0,0.110866609180242,0,0,0.0936587626917476,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0480692798217244,0,0,0,0,-0.037908967096949,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0,0.0600926626792943
X601628.CH.EQUITY,0,0,0,0,0.0814790688194953,0,0,0,0,0,0,0.00891938732714935,0.24605782962269,0.0262999577875714,0,0,0,0,0,-0.0636886405526972,0,0,0,0,0,0,0.162763035165505,0,0,0,0,0.227586403249394,0,0,0,0,0,0,-0.04141463631907,0,0,0.21472614335519,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849226114325458,0,0,0,0.0365159590927287,0.0101694349471007,0,0,0,0,0.113620196288258,0,0,0,0,0,0,0.0227406552862025,0.187040164916953,4.33680868994202e-19,0,0,0.02828780601566,0,0.0620693352692602,0,0,0,0.0868537178457458,0,0,0,0,0,0,-0.00530947864070634,0,0.155178571578499,0.211330202837935,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.145530577915424,0.0707243836624296,0,0,3.46944695195361e-18,0.141240748586179,0.0124334022370031,0.120269865044354,0,0,0,0,0,0,0,0,0,0,0,0,0.282064697885708,0,0,0,0,1.73472347597681e-18,0,-0.00469815717179517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755692598134985,0.0163630637585789,0,0,-0.0154783077069129,-0.00760189978709268,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.290509122114285,0,0,0,0,0,0,0,0.0880141997676965,0,0.0297439627664443,0,0,0,0,0.0307413341399405,0,0,0,0,-0.128745447958833,0,0.0766030940566903,0,0,0.240211706046552,0,0,0.0362007199384622,0.678927337211035,0.269827420765019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176108635106988
X600000.CH.EQUITY,0,0,0,0,0,0,0.203362502276237,0.0636166606966399,0,0.16024356635248,0.0291227349163611,0,0,0,0,0,0,0,0,0,0,0.0654465356363366,0,0,0.0627717827284031,0,0,0,0,0,0,0.131260461372183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150323255795141,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646300249948824,0,0,0.0619536182951085,0,0,0.0930787913261176,0,0.165150688568111,0,0,0,0,0,0.680570580647647,0,0.0863548939844499,0,0,0.0611606411394771,0,0,0,0,0,0,0.0241037069386161,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185614559591762,0,0,0,0,0,0,0,0,0.304982811090135,0,0,0,0,0,0,0,0.0615373606372392,0,0.22520038488693,0,0,0,0,0,0.130604091036557,-0.0346350958831047,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.192569328541325,0,-0.13719933654232,0,0,0,0,0,0,0,0,0.214770896007328,-0.0529720127541984,0,0,0,0,-0.0831497201088376,0,0.0266221043938928,0,0.105559171626899,0.289922288668058,0,0,0,0,0.133275984966085,0,0.18056970680692,0,0,0,0,0,0,0.0927211637937427,0.28377872844898,0,0,-0.0236235068665606,0.0225855642745648,0,0
X601601.CH.EQUITY,0.177863744574579,0,0.1822528283055,0,0,0,0,0,0,0,0,-0.0257386726978398,0,0,0,0,0,0,0.105820681779899,0,0,0,0,0,0,0,0,0,0,0,0,0.138440218414753,0,0,0,-0.0132056422910303,0,0,0,0,0,0,0,0.00653832943570792,0,0.0110960012207225,0,0.278347228431158,0,0,0,0
