,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.114794472647693,0,0,0,0,0.0889986910272977,0,0,0,0.375188178190948,0,0,0,-0.0599971347289848,0,0,0,0,-0.101887960191042,0,0,0,0.210446452657244,0,0,0,0,0,0,0,0,0,0,0,-0.111969545347999,0,0,0,0.339345752325107,0,0,0,0,-0.0615455535143112,0,-0.12941727741094,-0.0243634495187618
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281969654624651,0.139436546655053,0.113447785626361,0,0.0484906987002143,0,0,0,0.191762552634781,0,0,0.00323531910121317,0.0215968371263844,0.0301242190572391,0,0,0.0147437431189327,0,0,0,0,0,0,0,-0.180777261478565,0,0,0,0,0,0,0,0,0,0.1977709011531,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0752618073230568,0,0,0,0,0.401735996893059,0.118474361950182,0,0.0193038671650889,0,0,0,0,0,0.121975268594226,0.0255329028510164,0,0,0,0,0,0,0,0,0,0.0346891323648538,0,0,0,0,0,0,0,0,0.0196005121700421,0,0,0,0,0.0154822208673472,0,0,0,0
X600016.CH.EQUITY,0,0,0.0692895436462355,0.172699861850342,0,0,0,0,0,0,0.14219260566673,0,0.140447912932152,0,0,0,0.223582658406059,0,0,0,0,0,0,0,0,0.0815102157123889,0,0,0,0,0,0.00924271131839473,0,0,0,0,0,0,0,0.309358858046082,0.0155257042711453,0,0,0,0,-0.104691086486819,0,-0.0994947545936946
X600036.CH.EQUITY,0,0.067617417988701,0.0631159423239218,0,0,0,0,0,0,0,0,0.0191514947356537,0,0,0,0.0844805065611903,0,0,0,0,0.177003603625772,0,0,0.00139603100185463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471087432087145,0,0.0744539693450744,0.0433918810113512,0,0,0,0,0,0.147849659662982
X600919.CH.EQUITY,0,0.0476328574948138,0.0227453633544127,0,0.0149282540260975,0,0,0,0,0.371186134339722,0,0,0,0.0802512867613008,0,0,0.392290760786325,0,0,0,0,0,0,-0.0576844394383841,0,0,0,0.0659367785483345,0,0,0,0,0,0.0974467031488479,0,0,0,-0.110553009534848,0,0,-0.189011709267671,0,0,0,0,0,0,0.127853467443904
X601009.CH.EQUITY,0.60293161093286,0,0,0,0,0,0,0,0.045231248629509,0,0,0,0,0.118680157995869,0.154102082035729,0,0,0,0,0,0,-0.201193887535991,0.105647303467739,0.0594618935914522,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0520731946216063,0,0,0,0.138121152457505,0,0,0
X601166.CH.EQUITY,0,0.273186951885607,0,0,0,0,0,0,0,-0.160052663565906,0,0,0,0,0,0.0447369492024336,0.387964515887449,0,0,0,0,0,0,0,0.0176841301751406,0,0,0.0565316993632297,0,0,0,0,0,0,0,0,0,0,0,0,0.213868461520722,0.207769621621674,0.0938716340971625,0,0,0,0,0.242445215877263
X601169.CH.EQUITY,0,0,0.169164157364342,0.565990674474922,0,0,0,0,0,0,0,0,0.213789207955883,-0.0285945331189264,0,0,0.201273824247815,0.0329302797292932,0,0,0.0378246971485129,0,0.140668091474187,0,0,0,0,0,0,0,0,0,0,-0.0376775869569205,0,0,0,0,0,0.0275158668903915,0,0,-0.157538580964038,0,0,0,0.0901111284885227,0
