,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0268780204224089,0.000995457030538062,0.206171051629961,0.0397181243477174,0.0163206221260884,0,0,0,0,0,0,0,0,0,0,0.209429666360309,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238935788789929,0,0,0,0,0.0649076713160427,0,0,0,0,0,0.112842866133465,0,-0.0413172098327121,0
X601318.CH.EQUITY,0,0,0.0183476327878175,0.0769315917288074,0,0,0,0,0.149315101378538,0,0.0488211586810507,0,0.136010595040495,0,0,0.0276490413535706,0,0.0932312409449097,0,0.222393629872248,0,0,0,0,0,0,0,0.0455560465513024,0,0,0,0.1059744502656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102411987715218
X601939.CH.EQUITY,0,0,0,0,0.122885581185922,0,0,0,0,0,0.0937475836444119,0,0,0,0,0,0,0,0,0,0.00265978823295715,0,0,0.568001337903719,0,0.165266710053532,0,0.125907789742537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059498365555879,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.11114376775276,0,0,0,0,0.232477357940512,0,0,0,0,-0.00783312078829895,0.215695997252256,0,0.168529220981149,0,0,0,0.0228385010439969,0,0,0,0.246523685208426,0.151949077142462,0,0,0,0,8.67361737988404e-19,0.0148526317115402,0,0,0,0,0,0,0,0,0,0.0731420144463097,0.0310615244740032,0,0,0,0,0.00622189707973617,0,0,0,0,-0.0714706699042979,0
X601288.CH.EQUITY,0.126600263607892,0.127314181992705,0.0564031157214417,0,0,0.103075958811601,0,0.398725381057905,0,0,0.0186091651272079,0,0,0,0,0.0105038590541677,0,0,0,0,0,0,0,0,0,0,0,0,0.0697680134677689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337216408248842,0,0,0,0,0.0548088157771523,0,0,0,-0.0873203417345447
X601628.CH.EQUITY,0,0,0,0,0.113800488803016,0,0,0,0,0,0.00597120087941715,0.0328413072361816,0,0,-0.08155110959872,0.0145046330197663,0,0,0,0,-0.0345794726471585,0.0277719997635303,0,0,0,0,0,-0.0858720430095789,0,0.0119854618587343,0,0,0,0.0589710377395785,0.624759390859289,0,0,0,0,0,0,0,0,0,0,0,0,0.167676981348502,0,0,0,0.247106852521866
X1299.HK.EQUITY,0,0,-0.0733316542806522,0.0175691182625285,0,0,0,0,0,0,0,0.120580821919262,0,0,0,0,0,0,0,0,0.179654873896,0,0,0,0,0,0.170176959853726,0,0,0,0,0,0,0,0,0,0,0.0689962122509824,0,0.168042837120528,0.010290302264266,0,0.0405204274534541,0,0.112603641301845,0.0542460138474987,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.132561441631939,0.73082032751293,0,0,0,0,0,0,0,0.029748459177725,0,0,0,0.0185991133496632,0,0,0,0.0808870949814495,0,0.199640249957226,0,0,0,3.46944695195361e-18,-0.0347065692099273,0,0,-0.134612063051052,0.125828369086013,0.0351416965483831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870047499238442
X5.HK.EQUITY,0,0,0,0,0,0.00956360804671757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130386387868553,0,0,0,0,0.0847294862417034,0,0.179550999294974,0.0154787485395131,0,0,0,0,0,0,0,0,0,0,0,0.337364111682221,0,0,1.73472347597681e-18,0,0,0.149633837050817,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0836017809892955,0.0410307776665092,0,0.0375800995435088,0,0,0,0,0.0373184103365411,0,0.123607188277316,0,0.044652891316306,0,0,0,0,0,0,0,0.157405554716455,0,0,0,0,0,0.391818107130244,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
