,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191136384421496,0,0.204926784706682,0,0,0,0,0,0,0,0,0,0,0.100700219583808,0,0,-0.150134469698426,0,0,0,0,0,-0.279451986356374,0,0,0,-0.0775131113314211,-0.1600882606664,0.880298275920088,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131590562049491,0,0,0,0.175353661843911,0,0,0,0,0.18501460417899,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00456540788910292,0,0,0,-0.233255446307242,0,0,0,0,0,0,0.379696873334367,0,0,0.109471490628456,0,0,0,0,0,0,0.0881736659844106
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.594440316977053,0.336964299919639,0.0926658222133285,0.534509916692625,0,0,0,0.167841441016359,0.264993493722953,0,0,0,0,0,0,0,0,-0.350317426505231,0,0,0,0,0,0.0297442556485101,0,-0.710475010844822,0,0,0,0,0,0,0,-0.402590154325107,0.242156393159767,0,0,0,0,0.403303724718751,0,0,0,0
X5.HK.EQUITY,-0.0641069087718004,-0.0737129869188067,0,0,0,0,0,0,0,0,0,0,0,0,0.528365993938104,0,0,0.00873239216841238,0.40650635060096,0,0,0,0,0.064576357107456,0.175595369135952,0,0,0,-0.0796414804144329,-0.112577260129344,-0.0888945340178395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006310850316,0,0,-0.105820771191885,0,0,0
X601988.CH.EQUITY,-0.37179887860834,0,0,-0.0244067596408954,0.484802768876075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768428876501004,0,0,-0.0718933926236746,0,0,0,0,-0.555352143546696,0,0,0,0,0,0,0,0,0.117591102382604,-0.0489544446046113,0,0,0.138363311312182,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109223929626927,0.0143661471258321,0,0,0.134791387158596,0,0,-0.073579013955979,-1.73472347597681e-18,0,0.0271190069355548,0.138977355873619,0,0,0.0606434074651711,0,0,0,0,0,0,0.165492439214832,0,0,-6.93889390390723e-18,0,0,0.145051711506646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0800749737381379,0.033408627040194,0,0,0,0,0,0,0.088613691864229,0,0.482428865967198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499212653103748,0,0,0,0,0.220579526213541,0.13276072051033,0,0,-0.0325085877283599,0.0339856238183344,0,1.73472347597681e-18,0,0,-0.0453870775279852,0,0,0,0,-0.177439102947805
X601328.CH.EQUITY,0,0,0,0,0,0,0.443806020973838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596494035277243,0,0.218135356044455,0.189020912958006,0,0.145663226769434,0,0,0,0,0,0,-0.201125696307993,0,0,-0.0769402852566963,0,0,0,0,0,0.11516936905534,-0.0185975970760309,8.67361737988404e-19,0,0,0,0,-0.267227830814816
X601166.CH.EQUITY,0,0,0,0.241189151399739,0,0,0,0,0,0,0,0.285187796006404,0,0,0.0304647175282627,0,0,0,0.0133260108001759,0.168430110915991,0,0,0,0,0,0,0,0,0.122903094968993,0,0.0384769341812122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.541125245805554,0,0,0,0,0,0,-0.0437737040782745,0,0,0,0,0,0,0,0,0,0,0,0.257156031475618,0,0,0.101512849459604,0,0.0489252084571165,0,0,0,0,0,0,-0.00838263774747058,0,0,0,0,0,0,-0.298468602906247,0,0,-0.123510901431699,0,0,0
X601601.CH.EQUITY,0,0.103238136465265,0,0,-0.035104152089602,-0.13143451282989,0.0239044181304869,0,0.576750024192629,0,0,0,0,0.0484045855030747,0,0,0,0,0,0,0,0,0,0.0217830115552665,0,0,0.0420234005249858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181914740700144,0,0.0169056000939504
X601319.CH.EQUITY,0,0,0,-0.0624724128434696,0,0,0,0,0,-0.0841637130867365,0,0,0.282069007792748,0,0,0,0,0,-0.105789243373963,0,0,0,0,0.13215872374052,0,0,0,0,0,0,0,-0.0594179897256618,0,0,0,0.374816093712117,0,0,0,0,0,0.152749964535085,0,0,0,0,0,0,-0.0832688719415274,0,0
X000002.CH.EQUITY,0,0,0,0,0.296840447048586,-0.0877272800930074,0,0,0,0,0,0,0.223583932562039,0,0,0,-0.365542833869109,0,0,0,0,0.30016527184379,0,0,-0.0874882350731428,0,0.321378177456191,0,0,-0.0756103987252303,0.443674006607012,0,0.0259186888687432,0,0,0,0,0,0,0.0728164874165701,0,0,0,0,0.249190452021651,0,-3.46944695195361e-18,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0263551808668881,0.0977581167157307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198423474953934,0,0,0.0218428722620674,0.145085188734666,0.16843085870546,0.324611581322466,0,0,0,-0.0714437755664226,0,0,0.305845018505655,0,0,0,0.0696749870162759,0,0.0741533052112503,0,0,0,0,0,0
X11.HK.EQUITY,0.187016998522526,0,0,0,0.405533775022478,0,0.0467007663886925,0,0,0,0,0.138960808387159,0.131281859795899,0,0,0,0,0,0.0879791223531732,0,0,0,0,0,0,0,0,0,0,0.0715543972688554,0,0,0,0,0,0,0,-0.0529285737586333,0,0.0829435614244373,0,0,0,0,0.161169223260145,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.19856889889161,0,0,0,0,0,-0.0842863367348827,0,0,0,0,0,0,0,0.213985369017175,0.0747488859268201,0,0.141890329158783,0,0.0652819768639313,0.220469711402022,2.77555756156289e-17,0,0,0.144675991778048,0,0,0.107936914815959,-0.134459328050033,0,0,0.0674815525557341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0647900758882449,0.0315443170352046,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.137730404323361,0,0.463248394803658,0.0921151334542656,0,0,0,0,0,0,0.298060997273542,0,0.159268151892096,0,0,0.13685411979005,0.0740357612213089,0,-0.0149471790045859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13684167950157,0,0,0,0,0,0,0.034168372716256,0,0.191841019395519,0,0.0598286951994414,0,0,0.228456544850353,0,0,0,0,0,0,0.139541240023155,0,0,0,0,0,0,0,0,-0.125961313879667,0,0,0,0,0,0
X600030.CH.EQUITY,0.0317316258297556,0,0,0,0,0,0,0,0,0,0,0,0,0.0261791433507631,0,0,0,0,0,0,0,0.060254507370085,0,0,0.0268551569588135,0,0,0,0,0,0,0,0,0,0.0847293851035149,0,0.448837555649593,0,0,8.67361737988404e-19,0,0.00768775876910071,0,0,0,0,0.449105166474273,0,0,0,0
