,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.470501585125407,0,0,0.398098398399929,0,0,0,0,0,0,0,0,0,-0.0567824104198837,-0.00473860810880739,0,0,-0.0758985605928532,0,0.0421951345221407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228579629343434,0,0,0,0,0,0,0,0,0,-0.0886139428081088,0,0,-0.188588567868233,0,-0.0310392042349038
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149432707891816,0,0,0,0,0,0,0,0,0.0996457435533713,0,0,0,0,0,0,0,0,0,0,0.122315518557697,0,0,0,0,0.407572732944986,0,0,0,0,0,0,0,0,0.0996053958980626,0,0,0,0.0110795479470978,0,0,0,0,0.0186223689574168,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.135119696166795,0,0,0,0,0.0441558097568111,0,0,0.0697846821318538,0.0893257195642293,0,0,0,0,0,0,0,0,0,0,0.100229890073712,0,0,0,0,0.130035067720942,0,0,0,0,0,0,0,0.0466318667351559,0,0,0,0.0784973849776996,0,0.0670152210585879,0,0,0,0.271597928504087,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0847700177155882,0,0,0,0,0,0,0,0,0.0274792874713663,0,0,0,0.255150803583608,0,0,0.15406100122591,0.206258944146172,0,0.011619826965362,0,0.436233507713672,0,0,0,-0.0422550295223017,0,-0.317447295962916,0,0,0,0,0,-0.0315159969264516,0,0,0,0,0,0,0,0,0,0,0,0,-0.141226040826898,-0.0407791245657529,0.140650511057453,0
X601988.CH.EQUITY,0,0,0,0.277071867476669,0,0,0,0,0,0.306160093879159,0.179677797985831,-0.0577475590256727,0,0,-0.129314581501081,0,0,0,0,0,0,0.0505992555412783,0,0,0,0,0,0.116763199918898,0,0,0,0,0,0.0511093118489607,0,0,0,0,0,0.051963514572909,0,0,0,0.0248061775365423,0,0,-0.0293155788013557,0.131035014878295,0,0.00872557686735602,0.11053111210239
X600036.CH.EQUITY,0,0.235649781536375,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0565446311588097,0,0.0713920020938838,0,0,0.0479692072847295,0,0,0.0279989655584551,0,0,0,0,0,0,0,-0.0870236658294363,0,0,0.0187478462407722,0.247174602517978,0,0.154585548142313,-0.161227607021974,0.0498032223674195,0,0,0,0.192910794804743,0,0,0,0,0,0,0,0,0,0.223477500955052,0
X1299.HK.EQUITY,0,0.0520724144040951,0,0,0,0,0,0,0,0,0,0,0,-0.0851574633591362,0.0104049057002646,0,0,0.303549872109391,0,0.204688954899991,0.305642184304042,0,0,0.167624557144012,0,0,0,0,0,0.0346962229948248,0,0,0,0,0,0,0,0,-0.154647063105046,0,0,0,0,0,0,0,0,0,0,0,-0.208490941523594
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289,0
X601328.CH.EQUITY,0,0.0229756621109934,0.0989706321196593,0,0,0.346463146461871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153411698230105,0,0,0.0443243237778172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416287032162601,0,0.0974683694607168,0.0385705051879087,0,0.139830197983729,0,0,0,0
