,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.108293488118515,0,0,0,0,-0.025892452407888,0,0,0,0,0,0,0,0,0,0,-0.0665585642958919,0,-0.0371095088206328,0.609379165274262,-0.236566974125032,0,0,0,0,0.390646372088388,0,0,0,-0.00247538711167846,0,0,0,0,0,0,0,0,0,0.10177765862772,0,0,0,0,0,0,0.0646153644692466,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0563861149857786,0,0,0.0923573746378634,0,0,0.166516063767325,0,0,0.0885676807177691,0.285697968720046,0,0,0,0,0,0.00080204518558826,0,0,0,0,0.125204229179439,0,0,0,0.123546114266015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713838319303259
X601939.CH.EQUITY,0,0.0598951107488012,0,0,0.773158279664246,0,0,0,0,0.0299348113598656,0.079492032338645,0,-0.0239090102482837,0,0,0.0759351993606476,0,1.73472347597681e-18,0,0,0,0.00301147815195883,0,0,0,0,0,0.0516142433594198,0,0,0,0,0,0,0.0495482297704406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.111832256722927,0,0,0,0,0,0,-0.0362369615667272,0.272694560436039,0,0.252758825692834,0,0,0,0,0,0,0.286129406758732,0,0,0,0,0,0.01002270384624,0,0,-0.124698998633521,0,0,0,0,0,0,0.167064287014002,0,0,0,0,0,0,0,0,0,0,0.125233965529475,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.992286401991657,0,0,0,0,-0.0276269315001099,0,0.0308678432674937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101421967699843,0.010484660346217,0,-0.0485733456406931,0,0,0,0.0684559316846338,0,0,0,0,-0.132617591488007,-0.050441334350972
X600036.CH.EQUITY,0,0,0,0,0.331727778884653,0,0,0,0.0752318015356129,0,0,0,0,0,0.00797428591637986,0.0586424063957567,0,0.113384900127394,0,0,0,0,0,0,0,0.151708026522272,0.127531081327363,0.0386820759977972,0,0,0,0,0,0,0,0,0.0095794982046036,0,0,0,0,0,0,0,0.0363238411707519,0,0,0,0,0.0450594738582082,0,0
X601988.CH.EQUITY,0,0,0,-0.0256322677772978,3.46944695195361e-18,0.0814322933432103,0,0,-0.0164797719821023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00463282554166688,0,0,0,0,0,0,0,-0.0458213929259444,0,0,0,0.0411762277805044,-0.0653708996487218,0,1.00259575849467,0,0,0
X1299.HK.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.331471745918074,0,0,0,0,0,0,0,0,0,0,0,0,0.282961799927715,-0.0412061997421932,0,0,0,0,0.115110176843383,0,0.0801871433521698,0,0,0,0,0,0.0791914284904375,0.00176495673487471,0,0.000388735540938816,0,0,0.0508841170382139,0.0847275385048342,0,-0.00682414448440293,0,0.210633211984753,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0488546898126614,0,0,0,0,0,0,0,0,0,0,0,0,0.0968039019309073,0,0.00899226075037226,0,0,0,0,0,0.3324226739549,0.0725023829516967,0,0,0,0,0,0,0,0,0,0.0113607385496467,0,0,0,0.185439439542787,0,0,0,-0.355281661706226,0,0,0.309424288686684,0
X388.HK.EQUITY,0,0,0,0.165423228278011,0,0,0,0,0,0,0,0,0,0,0,0,0.117032590159016,0,0,0,0.261809519918473,0,0.268670934600788,0,0.20450468482183,0,0,-0.0677928921428203,-8.67361737988404e-19,0,0,-0.000277152605421197,0,0,0,0,0.128702759607111,0,0,0,0,-0.122336700319165,0,-0.17027030417738,-0.0834001886993216,0,0,0,0,6.93889390390723e-18,-0.0315949140916511,0.318133091022765
X601658.CH.Equity,0,0.123134825082065,0.0774383833274052,0,0.24647787946565,0,0,0,0,-0.031287285948514,0,0,0,0,0,0.114725611829627,0,0.0409280172122276,0,0,0,0,0,0,0,0.0259424595509319,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0262438166537869,0.170900985235042,0,0,0,0.0262148338802986,0,0.0129608384293436,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0.0626695711438615,0,0,0,0,-0.0470151358295412,0.0863602037688265,0,0,0.320635906968718,0,0,0.0453146507938398,0.000653025090420927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.17953587105134,0,0.0808854762406542,0,-0.0305915085274736,0.133619494220136,0,0,0,0.254063439195468,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0123857724804852,0,0.64542115553545,0,0,0.0468294996924425,0,0,0,-0.0344234031328687,0,0,0,0.0335410090644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143590930521145,0,0,0,0,0.018664179006127,0,0,0,0,0,0,-0.0296850371402725,0
X601166.CH.EQUITY,0,0,0.00842534354435221,0,0.0309466916383697,0.0946558844580876,0.110392571866352,0,0,0,0,0,0,0,0,0.00819683214924269,0,0.00717610680546688,0,0,0,0.0760115154628285,0.0170014699602347,0.216349159143161,0,0.0207307985105688,0,0,0,0,0,0,0,0,0,0,0,0.126973995255177,0,0,0,0,0,0,0,0,0,0,0.370101295509218,0,0,0
X000002.CH.EQUITY,0,0,0,-0.156887044858424,0.176821483352598,0,0,0,0.246560619296604,0,0,0,0.338457426248971,0.157220856725892,0,0,0,0,0,0,0.032262385674923,0,0.01582785501894,0,0,0,0,0,0,-0.176276848200504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375470731751962,0,0,0,0,0,0.0476392323905716
X000001.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.65467688280372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155193595624325,0,0,0,0,0,0,0.139388465916591,0,0,0.0957036768928469,-0.180430525286601,0,0,0,0.0161097409252596,0,0,0,0.0847609079345752,0,0.0858582449336601,0.00755598185617847,0,0,0,0,0,0,0,0,0,-0.0688113362733978
X601328.CH.EQUITY,0.115924964137574,0,0,0,0.126918435954199,1.73472347597681e-18,0,0,0,0,0,0.0567598709679659,0,0,0,0,0,0.0863270590894639,0,0,0,0.389715093391727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218870730218425,0,0,0,0,0,0.0790697123176848,0,0,0,0.00589320170513297,0,0,0
X600000.CH.EQUITY,0,0,0.140074794868851,0,0,0.38354524838279,0,0,0,-0.0688681400351307,0,0,0,0,0,0,0,0,0,0,0.0298106975361849,0,-0.018160686577501,0,0,0,0,0.104560960465497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645814897720444,0,0,0,0,0,0,0,0.202993112333924,0,0
X601601.CH.EQUITY,0,0.0866553784231425,0,0.33745671042505,0,0,0,0,0,0,0,0,0,0,0.130384289624021,0,0,0,0,0.249228777994235,-0.0226703339118235,0,0,8.67361737988404e-19,0.108019929883747,0,0.0540751253429937,0,0,0,0,0,0,0,0.120020930849544,0,0,0,0,0,0,0,0,0,0.0260635948810137,0,0,0,0,0,-0.0526134584930105,-0.0394486760158555
X601319.CH.EQUITY,0,0,0,0,0.0705344704093923,0,0,0,0,0,0,0,0,0,0.207306970559823,0.275153627389656,0,0,0.0418637521753109,0,0,0,-0.0032851552997846,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407576001948663,-0.0694795758765998,-0.0696635886565547,0,0.0881290474970829,4.33680868994202e-19,0.243619960251645,0,0,0,-0.078085287327812,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0526482078251475,0,0,0,0,0,0,0,0,0,-0.127219033682376,0,0,0,0,0,0.0563392531537239,0,0.296764001543937,0,0,0,0,0,0,0.19029807929533,0,0,0.0530969968306042,0,0.0464137142125209,0.239352070017114,0,0,0.208017421431869,-0.0861465230731703,3.46944695195361e-18,0,0,0,0
X600016.CH.EQUITY,0,0,0.0299962302054395,0,0,0,0,0,0,0,0,0,0,0.139450874637305,0,0,0.106334019358136,0,0,0,0,0,0.0126701496276166,0,0,0.0411071757793165,0.0868413542608233,0.0124561498160236,0,0,0.0208887460365056,0.127382986752499,0,0.0450495380799376,0,0,0,0,0,0,0,0,0,-0.0344175098717344,0,0,0.130218310487188,0,0,0,0,-0.13121008390306
X1109.HK.EQUITY,0,0,-0.0918337788807119,0.125198701253585,0,0,0,0.0177224930707465,0,0.0519118224922864,0,0,0,0,0,0,0,0,0,0,0.0675001147090303,0,0,0,0,0,0,0,0,0.27795410838888,0,0,0,0,0,0,0.153605274664059,0,0.110140035073146,0,0,0,0.253156363379668,0,0,0.0326164655715794,0,0,0,-0.0563753461692489,0.327586868621819,0
X601998.CH.EQUITY,0.233024870134786,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0761181739116096,0,0,0,0,0,0,0,0,0.0770472042904499,0,0.0255554752597208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016267804211761,0.0415556389167215,0,0,0,0.185656950296887,0,0.520426562960644,0,-0.0694626413464845,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.219973795194564,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400175914421808,0,0,0,0,0,0,1.73472347597681e-18,-0.0151911930453065,0,0.322010550098995,0.0244728478739759,0.0156007177166322,0.128303081824936,0,0,0,0,0,0.0120462804135057,0,0,0,0,0.0945952938323679,0.132024676302334,0,0,-0.0021839011931096,0
X600048.CH.EQUITY,0,0.0779325249400121,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,8.67361737988404e-19,0.704815223140766,0,0.0434006592765932,0,0,0,0,0,0,0,0,0,0.0754166805935303,0,0,0,0.0400237898599758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911883024223135,0,0,0,0,-0.141571240980337,0
X002142.CH.EQUITY,0,0,0,0,0,0.517058554650245,0,-0.270898412221089,0,0.172702611030263,0,0,0,0,0,0.104859112143227,0,0,0,0,0,0.0370650945255487,0,0,0,0.353597635331022,0,0,0,0,0,0,0,0,0.174490782706004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454775558927604,0
X2388.HK.EQUITY,0,0,0,0,0,0,-1.38777878078145e-17,0,0.239058763407683,0,0.0832666842901705,0,-0.102165108553608,0.134235421260341,0,0,0,0.0395235842063816,0,0,0.12247231480828,0,-0.343513293326145,0,0,0,0,0,0,0,-0.154195295606395,0,0,0,0,0,0.279755162906316,0,0,0,0.237456577329737,0,0.136800032091528,0,0,0,0,0,0,0,0,-0.310384497323367
X11.HK.EQUITY,0,0,0,0,0,0,0,0.112477558309749,0.525701409607143,0,0,0.128756146637428,0,0,0.084209365146406,0,0,0,0,0,0.0634037598081181,0.0190328101910962,0,-0.215645141461088,0,0,0,0.208675202554158,0,0.018819466513082,0,0,0,0,0,0,0,0,0,0.00144557032941684,0,0,0,0,0,-0.0421806179177486,0,0.0675090671889976,0,0,0,0
X688.HK.EQUITY,0.290691580892138,-0.0386987267223233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316073201967361,0,0,0,0,0,0,0,0,0,0.378041497643938,0,0,-0.0687161232768934,-0.134034231993683,0,0.141519591705579,0,0,0,0,0,0,0,0,0,0,-0.0192050420279849,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.168715213981731,0,0,0,0,0,0,0,0,-0.0779579454489746,0,0,0,-0.0681354643596739,0.119833797346402,-0.18239996722051,0,0,0.0656882274550323,0,0,0,0.467255846391027,0,0,0,0,-0.0325673656626751,0,0.547224101550251,0,0,0.159875244295744,0,0,0,0,0,0,0,0,0,-0.0219501854093694,0,0.234925601427285
X601818.CH.EQUITY,0,0.166760786565973,0.0993819348128095,0,0.094293997849668,0,0.0603419831599848,0,0,0,0,0,0,0,0,0,0,0.049547000572479,0.0296355012341329,0.10124254460315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538205402406332,0,0.0836966121952763,0,0,0,0,0,0,0,0,0
