,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.169803537681712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144788907736614,0,0,0,0,0,0,0,0.0557202608905291,0,0,0,0,0.221604271165758,0,0,-0.0367278887765636,0,0,0,0,0,0,0,0,0,0,0.130431116292599,0,-0.200547111515587,0.132150107201623,0,0.00289533508706716,-0.143958499092874
X601939.CH.EQUITY,0.120552601048544,0,0,0.277875386180525,0,0,0,0,0,0,0,0.00449845841444893,0,0.304072365391032,-0.0623202009156091,0,0,-0.0679842889326676,0,0,0,0,-0.0620890210527662,0,0,0.07964928822754,0,0,-0.121814039602803,0,0,0,0,0,0,0,0,0,0,0,0,0.120769848244876,0,0,0,0,0.150295273969178,0,0.166737629821248,0,0,0.129808778389654
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453671731235946,0,0,0.0331938879191933,0,0,0,0,0,0,0,0.0144562650470441,0.152117572385048,0,0,0,0,0,0,0,0.229220527681086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147437790294915,0,0,0,0,0,0,-0.0847599122837039,0,-3.46944695195361e-18,0,0,-0.0987452759352084,0,0,-0.00548983191559455,0
X601988.CH.EQUITY,0,0,0,0.432231149169292,0,0,0,0,0,0.211520045414739,0,0,0,0,0.0511452571075629,0.294393257011339,0,0,0.164715359751446,0,0,0,0,0,-0.0227092040048309,0,0,0,0,0,0,0,0,0,0,0,0,-0.472646366609012,0,0,0,0,0.201570566340814,0,0,0,0,0,0,0,0,0.391118793742538
X600036.CH.EQUITY,0,0.161378922637256,0,0,0,0,0,0.122167938525447,0,0,0,0,0.210870728532621,0,0,0,0,0,0,0,0,0,0.106498308259817,0,0,0,0,0,0,0,0,0.308836155011977,0.0477267743682551,-0.0369891277724512,0,0,0,0,0,0,0.059290773754146,0,0,0,0,0,0,0,0,0,0.0205108779867531,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0.0192434510431593
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.0984811798043915,0,0.165589826888814,-1.73472347597681e-18,0,0,0,0,0,-0.0535698697642521,0,0,0,0,0,0,0,0.0216224799999974,0.326014449056325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958070531647847,0.193506338303747,0,0,0,-0.0324954676057835,0,0,0,0,0.0281862604665613,0,0,0,0
