,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.163334948039311,0.0728143792135355,0.0463419249101321,-0.00300648931559635,0,0.35459682017059,0,0,0,0.0765078342387354,0,0,0.0258867634109565,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0747392318447084,0.0740329394283527,0,0,0,0,0,0,0,0,0,0,0.104220900035785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.0951346726849111,0,0,-0.0363142081969308,0,0,0,0,0.0989075246117894,0,0,0.0221409252895947,0,0,0,0,0,0.0104810041833386,0,0,0,0.149656810123878,0.617039078806501,0,0,0.073295628863106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125515653549227,0
X601288.CH.EQUITY,0.229833606823637,0.0501045633010594,0.0422880323138819,0,0,0.0830867419125856,0,0.394415511933358,0,0,0,0.0514934768967724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463057972107192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908673623178429,0.04562666213913,0,0.030581068766381,-0.0906871963017699
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745485379438184,0,0.06436869958951,0,0,0,0,0,0.16480011620059,0,0,0,0,0,0,0,0,0,0.179876574923047,0,0.171210068239676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105918153458335,0,0.073502626587181,0,0.0784878959864302,0.132089499257727,0,0.0883844071881212,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631462783450162,0.202213980268771,0,0,0,0,0,0.118345600624539,0,0.0906035947347851,0,0,0,0.0732655678080711,0,0,0,0,-0.0453212455212485,0.0141716077615179,0,0,0,0,0,0,0,0.0444292327110207,0,0,0,-0.00275111339347116,0,0.0187449246918813,0,0,0,0.0889790957929436,0,0,0,0,0,0,0,0,0,-0.0644016362172693,0
X5.HK.EQUITY,0,0,0,0,0,0.00927008954658234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134109431535356,0,0,0.17424897469454,0.0841676219672183,0,0,0,0,0.0155514210448204,0,0,0,0,0,0,0,0,0,0.339340373887956,0,0,0,0,0.163019229240001,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165623312369823,0,0.220385003128933,0,-0.0284988859507531,0,0,0,0,0.0765727699820399,0.099191941205949,0,0.0605347933820815,0,0,0,0,0,0,0,0,0,0,0,0.141072965311003,0.31479207242308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137292628370767
