,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0109382014888224,0,0.481984183877152,0.0760779413131829,0.107350155830198,0,0,0,0,0,0,0,0,0,0,0,0.0501006059248285,0,0,0,-0.0513811784964818,0.0287674387890809,0,0.143229713498502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746648346479945,0,0,0,0,0.00749598978418883,0.0487066209647917,0.217372992020732,0.0203837405740237,-0.123584230266685,0.0133705868232344
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.217947826113265,0,0,0,0.283921215570962,0,0,0,0,0,-0.0238076878826793,0.164699899861185,0,0.0219434944196482,0,0,0,0.0890121416783313,0,0.124686797855447,0,0,0,0,0.134881677011211,0,0.23114397623642,-0.0300358686786313,0,0,0,0,0,0,0,0,0,0,0,-0.0643222086469536,0,0,0,0,0,0,0,0,0,0,0,0.0347030829737883
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.104082758983943,0,0.111818610948083,0,0,0.0799078340241927,0,0.38920088705328,0,0,0,0,0,-0.0107738329305729,0,0.043844410559628,0,0,0,0,0,0.00248040155668038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186047696327146,0,0,0,0,0,0.122244326273082,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0598839376092313,0,0,0.0934672249543869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310620500546134,0,0,0,0,0,0,0,0.06877295229781,0,0,0.0874189207331686,0,0.249828578546339,0.220061759035765,0.136711566206603,0,0,0,0,0,0,0.303056141890129,0,0
X601988.CH.EQUITY,0,0.118057099212789,0.0494791908502843,0.289659859705266,0.182443323643874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286499144657265,0,0,0,0,0,0,0,0,0.138486590692061,0,0,0.128409973776223,-0.0441859792056023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0207936807432195,0,0,0,-2.35233574533793e-06,0,0,0,0,0,0,0,0,0,0,0.0979990174095418,0.0108218606431503,0.101168163185146,0,0,0,0.0557303415073116,0.232620597742074,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.33131987885242,0,0,0,0,0.174200319378234,0,0,8.470329472543e-22,0.0024220797304164,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761376885003896,0.169972889757952,0,0,0,0,0,0,0,0.0960574819241993,0,0.00244259048567279,0,0,0.0600215705736826,0,0,0,0,0,0,0,0,0.183627577507091,0,0,0.367256155985465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229467311058715,0,0,0,-0.0553916201424636,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.22042861319992,0,0,0.099746442515972,0,0,0,0,0,0,0,0.279862015048439,0,0,0,0,-0.161570094322769,0,0.202777602537178,0,0,0,0,0,0.172471526443541,0,0.029423817466339,0,0.132520888009036,-0.0260599923446043,0,0,0,0,0,0,0.255297051408421,0,0,0,0,0,-3.46944695195361e-18,-0.181649883124765,0,0,0.14676027158031,0.146740618680387,0
X601658.CH.Equity,0.170714075106741,0,0,0.143416785517523,0.0668394458473459,0,0,0,0,0.393415946865891,-0.0677938331200743,0,0,0.0848094908110429,0,0,0,0,0,-0.0161106372762219,0,0,0,0,0,0,0,0,0.0939962380517348,0.0865282977881366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10976221584461,0,0,0.0765434110660038,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.656459256273571,0,0.0829522314978005,0,0,0,0,0.0898477994266157,0,0,0,0.0517768480176909,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.150169795741662,0,0.0658163538675547,0,0,-0.277848134745526,0,-0.115125887899498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389144039165575,0.0429932578636059,0,0.00512510515021681,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0113917292446728,0,0,0,0,0,0,0,0,0,0.0318225853083569,0,0,0,0,0,0,0,0,0.723071673697817,0,0,-0.0232028012292699,0,0.0567456775884156,0,0,0,0,0,-0.061939672264113,0,0,0,0,0,0,0,0,0.055712927124954,0,0.0449121480985762
X600030.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0.00421148687620369,0,0,0,0,0,0,0,0,0.462241367098824,0,0,0.219754704944447,0.0550016333492703,0,0,0,0,0,0,0,0.0102418854762186,0,0,0,0.00532461147252982,-1.73472347597681e-18,0,0.0151606041908019,0,0,0,0,0,0.178195063415942,0,1.73472347597681e-18,0.109420770923423,0,0,0,0,0,-0.0225265880768585
X601328.CH.EQUITY,0.0425413158936313,0,0,0,0,0,0.0178619490089508,0,0,0,0,0,0,0,0,0,0,0,0.443759273759885,0,0,0,0,0,0,0,0.116268684445297,0,0,0.116410040327212,0,0,0,0,0,0.0913857468550286,0.0148625223430047,0.0297245952199566,0,0,0,0,0,0,0.0832713459427181,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.325048116544953,0,0,0.163821667913044,0.143427257791423,0,0,0,0,-0.0374506177760065,0,0.0425568711264685,0,0,0,0,0,0,0,0.280334014732327,0,0,0,0,0.0692797797636802,0,0,0,0,-0.0531829891735235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111676809699638,0,0,0,0,0,0,0.114670018130661
X601066.CH.EQUITY,0,0,0.108757147989782,0,0,0,0,0,0,0,0,0,0,0,0.478288935096462,-0.0987880482392599,0,0,0,0,-0.0959304117812386,0,0,0.120243585265485,0,0,0,-0.0118277158272574,0,0,0,0,0,0.137966889104364,0,0,0,0,0,0.136730606725654,0,-0.0212221923822989,0.0951450695065603,0,0,0.0905849025117643,0.0569752179869567,0,0,0.144237586655143,0,0.0771707355381999
X600000.CH.EQUITY,8.67361737988404e-19,0.1926140106525,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0157438863653782,0,0,0,0.373290123010979,0,0,0,0,0,0,0.0162110191459289,0,0.0417968315500713,0,0,0,0,0.0513839544749849,0,0,0,0,0,0.00147024232637816,0,0,0,0,0.0484117815446274,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.116372740407725,-0.00846083522579756,0,0,0,0,0,0,-0.10349334755693,0.036405471274192,0.162283446597463,0,0,0,0,0,0,0,0.128876685525925,0,0,0,0,0,0,0,0,0.0946560292346251,0,0,0,0,0,0,0,0.38061591653778,0,0,0.12442817945848,-3.46944695195361e-18,-0.656401013587821,0,0,0,0.0247068174828601,0.051677297275441,0
