,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0193164632435084,0,0.164864465367921,0,0,0.110455033037452,0,0.246172535617639,0,0,0,0,0,0.189959181340099,0,0,0,0,0,0,0,0,0,0,0,0,0.0424142948581789,0,0.137893280869581,0,0,0,0,0,0,0.0288859473434295,0,0,0,0,0,0,0,0,0,0,0.0491146991068575,0,0.00614912898410508,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269217246565886,0,0,0,0,0,0,0,0,0,0,0,0,0.413717383137261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191909365857061,0,0,0.108130230962966,0,0,0.00678000869746234,0,0,0,0,0.00385960584247052,0,0,0,0,0
X601288.CH.EQUITY,0.352864722759294,0,0,0,0,0.499111429044592,0.00611652706761225,0,0,0,0,0.0100951673440473,0,0,0.038774805380008,0,0,0,0,0,0,-0.0328508218621437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019480252996988,0,0,0,0,0.0900634996082676,0,0,0.00901000055089772,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0532233640160043,0,0,0,0,0.23936181837992,0,0,0,0,0,0,0,0,0,0.535993249278532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104002951410469,0,0,0,0,0,0,0,0,0,0,0,-0.178437620112369,0,-0.0566843028060792
X601988.CH.EQUITY,0,0.0659433205858616,0,0,0,0,0,0,0.0804695864031159,0,0,0,0,0.0117539927556518,0,0,0,0.219501985829495,0.127647824636823,0,0,0,0,0.298484643747464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138615448708059,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138194088515432,0,0,0,0,0,0,0,0.375931956044081,0,0,-1.73472347597681e-18,0.178682298398698,0.225341987032701,0,0,0,0,0,0.0107591146830784,0,0,0.278208863080001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049776407945891,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.30350307796616,0,0,0,0,0,0.205215256691893,0,0,-0.240719120956085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600824754702053,-0.0975786662288599,0,0,0,0,0,-0.0270389822368135,0,0,0,0.749723407094834,0,0,0,0,-0.0866140163734558,0.621604039923897,0,0,0,0
