,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.082774051819145,0,0.0909209149184012,0,0,0,0,0,0,0.472576282024458,0,0,0,0,-0.222199951977988,0,0,0,0,0,0,0,0,0,0,0,0.105105842808425,0,0,0,0.0714179260218411,0.121922368784394,0,0,0,0,0,-1.73472347597681e-18,0.0153566965536623,0,0,0,0,0,0.0726461034403011,0,0,0.2196667643919,-0.0608538753201784,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0
X601939.CH.EQUITY,0.478040665498928,0,0,0.00555366912970215,0,0.179376565680988,0,0,0,0,0,0,0,0.062517596338999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370733686029218,0,-0.115925900046722,0,0.0464364664010483,0,0,-0.0455386504040714,0,0,0,0,0
X601288.CH.EQUITY,0.51416108849333,0,0.172615150351559,0,0.137723897871366,0.0115430428856414,0,0,0.0785776519580497,0,0,0,0,0,0,-0.066292021817286,0,0,-0.0142514048688955,0,0,0,0,0,0,0,0.096642410731251,0,0,0,0,0,0,0.0121133653230355,0,0.0374405818069583,0,0.0764246742046047,0.174528415340701,0,0,0,0,0,0,0.0055769172958854,0,0,0,0,-0.0635359990080862
X5.HK.EQUITY,0,-0.129769245854597,0.193759337495438,0.174937356957856,0,0,0,-0.168590827641896,0,0,0,0.240544271901197,0,0,0,0,0,0.518169311059434,0,0,-0.0659260779513045,0,0,0.182289764207622,0,0,-0.168670827632959,0,0,0,0,0,0,0,0,0.0276532818363897,0,0,0,0,0,0,0,0,0,0.122980772060607,0,0,0.117497957574326,0,0
X601988.CH.EQUITY,0.0766109635894436,0,0.173199115350201,0.121507103777008,0,0,0,0,0.124769102887185,0.0983411165816629,0.168992708637415,0,-0.288413050755807,0,0,0,0,0,0.0183537322030847,0,0,-0.0852343232048886,0.259293954881576,0,0,0,0.111031191835767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322092170728877,0,0,0,0,0.0174701166779113,0.000927653839820775
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.228204086856417,0,0,0,0,-0.0698445735574837,0,-0.0757286489579736,0,0,0.267039607979473,0.259555209481506,0.14188799729931,0,0,0,0,0,0,0,0.121347136881995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162873916085686,0,0,0,0,0
X601628.CH.EQUITY,0.223327537238994,0.14614718774109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094359672899175,0,0,0,0,0,0,0,0,0,0.204623814503894,0,0,0,-0.00569285030178326,0,0.0400262856443376,0,0,0,0,0,0,0,0,0,0,0,0.0462148656026679,0,-0.016370418310185,0,0.340140711861369,0.0478830208339407
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
