,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.121462813589847,0.00816449047684602,0,0,0,0,0,-0.169470781297259,0,0,0,0,0,0,0,0,0,0,-0.109289601046959,0.0778729163660109,0,0.410170634307813,-0.125485525235752,0.562816376280004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.195031097180607,0,0,0,-0.0669959546930107,0,-1.38777878078145e-17,0,0.138700028337918,0,0,0,0.0284925285923006,0,0,0.0173316814128696,0,0,0,0,0,0,0,0,0.0146560135790243,0.156665888673165,0,0,0,0,0.243817739043625,0,0.125640724106782,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0818956613028982,0,0.802214080647619,0,0,0.00154934643526408,0,0,0.043835598724393,0,0,-0.0103356449514983,0.0144698660052224,0,0,0,0.0800879994453072,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0256979125762377,0,0,0,0,0,0,0,0,0,0,0.0686880001074373,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.916608339999212,0,-0.0575748474743486,0,0,0,0,0,0,0,0,0,0,0.0101196463569533,0,0,0.146887819850928,0,0,0,0,0,0,0,0.0287860447593945,0,0,0,0,0,0,0,0,0.00887980561308495,0,0,0,-0.080019949027969,-0.092911543961789,0,0,0,0,0.0289250006680559,0,0,0,0,-0.0405694886432725
X601628.CH.EQUITY,0.00453997752374571,0,0,0,0,0,0,0,0,0.247653119596272,0,0.219473226009057,0,0,0,0,0,0,0,0.158210784523138,0,0,0.0090506455607976,0,0,0,-0.144293626304971,0,0,0,0,0,0,0,0,0,0,0.390787157745571,0,0,0,0,0,0,0,0.113832969913527,0,0.194189323309047,0,0,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0
X601988.CH.EQUITY,0,0,0,0.0770250803034951,-0.020997626168395,0,0,0,-0.0381151607879731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467701215151326,0,0,0,0,0,0,0,-0.0133176513166965,0,0,0,0,0,0,0,0,0,0,0,-0.127059698994987,0,0.999292709352683,0,0
X1299.HK.EQUITY,0,0,0,0,0.0995104566081998,0,0,0,0,0.179110173303817,0,0,0,0,0,0,0,0,0,0,0,0.299001594795501,0,-0.0257373130726324,0,0,0,0,0.124932132826768,0,0,0,0,0.147735639422341,0,0,0.0798218105969608,0,0.0666718857271461,0,0,0,0.0821655842267394,0,0,0,0,0.127072686808372,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0321528007634463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146808366780635,0,0,0.0254460515394058,0,0,0,0,0.116301782914222,0,0.455472561584149,-0.0184649188627472,0,0,0,0,0,0,0,-0.118208805122908,0.145390383994528,0,0,0,0,0,0.082468600068023,0,0,-0.15339357155217,0,0.0806517031055147,0.169454282086629
X388.HK.EQUITY,0,0,0,0,0.29880045655868,0,0,0,0.158387981099733,0,0,0,0,0,0.00832787743420945,0.0580190039741357,0,-0.337619584351506,0,0,0.003055102367875,0.322832595922361,0,0,0.235173538471583,0,-0.0276802057193766,0.0491188268616535,0,0,0,0,0,0.114749869614562,0,0,0,0,0,0,0,0,0.141119685237524,0,0,0,0,0,0,-0.254734046559243,0
