,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0173278317772203,0,0,0,0,0,0,0,0,0,0,0,0,-0.113986312876329,0.484462660024654,0.721959969517504,0.0222631831271994,0,0,0,0,0.194890224559586,-0.218185235860023,0,0,-0.302500138399015,0,0,0,0,0,-0.0262905101091699,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.127779910225425,0,0,0,0,0,0,0,0,0.0118589703405891,0,0,0,0,0.217927131247214,0,0,0,0,0,0,0,0,0.117845302599005,0.0830559659758006,0,0,0,0,0,0,0.390112394246216,0,0,0,0,0,0,0,0,0.0554751801550531,0,0,0,0,-0.0167660150443589
X601939.CH.EQUITY,0,0,0,0.820324423650822,0,0,0.0330620257187714,0,0,0.0235557927540082,0,0,-0.0638090078423341,0,0,0.0597179346877672,0,0.0721288366542496,0,0,0,0.000865172312798621,0,0,0,0,0,0.0602915638007471,0,0,0.0216764890274764,0,0,0,0,0,0,0,0,0,0,0,0.0218406527825862,0,0,0,0,0,0,0.0305453221430311,0
X601288.CH.EQUITY,0.0068028444711839,0,0.890418875658284,0,-0.0814190940204461,0,0,0,0,0,0,0,0,0,0.0175623388830524,0,0.035719575602424,0.105145942167689,0,0,0,0,0,0,0,0,0,0.0458990076660077,0,0,0,0,0,0,0,0,0,0,0,0,-0.145905161353179,0,0,0,0,0,0,0,0,0,-0.0392135236476208
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.190020202760862,0,0.484724778893356,0,0,0,0,0,0,0,0,0,0.00358994738953939,0,-0.0154460803266188,0,0,0,0,0,0,0,-0.0785067342853843,0,0,-0.0609892706082908,0,0.464253951862635,0,0,0,0,0,0.234367866232449,0,0,0,0.041735454272141,0,0,0,0.136444609863319
X600036.CH.EQUITY,0,0,0.363996064822426,0,0,0,0,0,0.0309228758875064,-0.0226022078378015,0,0,0,0,0,0.138804745532559,0,0,0,0.0183935541280702,0,0,0,0,0,0,0,0.135247979848746,0.0751424430474892,0,0.213734040410031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711059363217559
X601988.CH.EQUITY,0,0,0,0,-0.0296100071819972,0,0,0,-0.0397544452132851,0,0,0,0,0.893498778325651,0,-0.0080744558017765,0,-0.268094327273924,0,0,0,0,0,0,0.321381577037406,0,0,0,0,0,-0.0283252417413648,0,-0.00165770002922779,0,0,0,0,0,0,0,0,0,0,0.0877765777894127,0,0,0,0,0.00982162875621152,0,0.0840140902429564
X1299.HK.EQUITY,0,0.0641823402400662,0,0,0.149659836014275,0,0,0,0,0.255780685380055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214579485838165,0,1.73472347597681e-18,0.341353439634707,0.225320451017873,0.12850268581925,0,0.122642133385374,0,0,0,0,0.0367394028853728,0,0,0,0,0.12910289904719,0,0,-0.0947818864141334,0,0,0,0,0,0.105944326919311
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136831159663928,0,-0.0345937526400766,0,0,0,0,0.127751324808112,0,0,0.51751666566691,0,0,0,0,0,0,0,0,0,0,0.215235657191365,-0.292027547617713,0,0,0,-0.091938428156293,0.00416864145027387,0,0,0,0,0,0,0.156611469319848
X388.HK.EQUITY,0,0,0,0,0.327617515889797,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213469699192819,0,0,0,0,0,0,0.465324789360576,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.00446167898357349,0,-0.0818682906994698,0,0,0.263601212241349,-0.114227843506772,-0.0767910839408048,0,0.0219065121773472,0,0,0,-0.141488323081433
