,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0193165982696513,0,0.164868783755944,0,0,0.110452770576788,0,0.246171271397727,0,0,0,0,0,0.189956206237065,0,0,0,0,0,0,0,0,0,0,0,0,0.0424196020521628,0,0.137892097182036,0,0,0,0,0,0,0.0288735250482537,0,0,0,0,0,0,0,0,0,0,0.0491265345536346,0,0.00615184228342518,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0
X601939.CH.EQUITY,0.269218571741545,0,0,0,0,0,0,0,0,0,0,0,0,0.413712569990889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19190762810376,0,0,0.108131377718926,0,0,0.00678149824382749,0,0,0,0,0.0038628125814991,0,0,0,0
X601288.CH.EQUITY,0.352845881957094,0,0,0,0,0.499095947861563,0.00604285007509788,0,0,0,0,0.0101327531868822,0,0,0.0387896797748856,0,0,0,0,0,0,-0.0328360885342396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194905875591768,0,0,0,0,0.0900911337427613,0,0,0.00900853289517536,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0733701180447847,0,0,0,0,0.428694223166223,0,0.186953489656,0,0,0,0,0,0,0,0.59675664950135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338340415057446,0,-0.206910730997177,0,0,0,0,0,0,0,0,0,-0.232660635654794,0.107037579613328
X601988.CH.EQUITY,0,0.0659447394422627,0,0,0,0,0,0,0.0804563805555322,0,0,0,0,0.0117271804132626,0,0,0,0.219552339177535,0.127636022883192,0,0,0,0,0.298522658599011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138573822513929,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138195084703665,0,0,0,0,0,0,0,0.375929520617874,0,0,1.73472347597681e-18,0.178681817051993,0.225340174937959,0,0,0,0,0,0.0107646153074031,0,0,0.278210623870581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497752281562952,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303492500043054,0,0,0,0,0,0.205216852295301,0,0,-0.240714807893263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600791030714034,-0.0975847053286701,0,0,0,0,0,-0.0270384477135762,0,0,0,0.749721238130466,0,0,0,0,-0.0866193891165599,0.621603722687731,0,0,0
