,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0985377002304817,0,0,0,0,0,0.0912362436868654,0,0,0,0,0,0,0,0,0,0,0,0,0.145878540930649,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.260669836734449,0,0,0,0,0,0,0,0,0,0,0,0.111980563638324,-0.156905716201826,0,0.153711998722066,0,0
X601939.CH.EQUITY,0.178847202733871,0,0,0.252658324570451,0,0,0,0,0,0,0,0,0,0.332936027822989,0,0,0,-0.101824256927605,0,0,0,0.0257331760471664,0,0,0,0.256408890170633,0,0,0,0,-0.10112952734745,0,0,0,0,0,0,0,-0.030152704523882,0,0,0,0,-0.0113796286114847,0,0,0,0,0.0367088311477057,0,0
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0
X601288.CH.EQUITY,0,0.573801354191617,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.11142498495207,0,0,0,0,0,-2.16840434497101e-19,0,0.170305631762685,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0576645177981554,0,0,0,0,0,0,0,-0.0557864387902694,0.0300635306463067,0,0,0,0,0,0
X601988.CH.EQUITY,0.13715797863123,0.177608434260132,0,0.171829238804265,0,0,0,0,0,0.298324693093317,0,0,0,0,0,0.23300667195795,0,0.121428532541984,0,0,0.0487296778516622,0,-0.0418266981739116,0,0,0,0.162039870442224,0,0,0,0,0,0,0,0,0,0,0,-0.583440009713938,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.161242629124949,0,0,0,0,0,0.145754800177934,0,0,0,0,0.229840092594623,0,0,0,0,0,0,0,0,0,0.0889128067883584,0,0,0,0,0,0,0,0,0,0.00925415631857039,0.296459819209709,0,0,0,0,0,0,0,0.0610954570550764,0,0,0,0,0,0,0.00494978095899446,0,0.0217061305097325
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.350173324817558,0,0,0,0,-0.129365560059667,0,0,0,0,0,0,0,0,0,0,0,0.00250566394808165,0,0.101547112874439,0,0,0,0.0701362007984834,0,0,0,0,0,0,0,0,0,0,0.122902333987754,0,0.13515287759406,0.107970226266509,0,0,0,0,0,0.0162160704836039,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0
X601658.CH.Equity,0,0.0995463394901102,0,0.128331925858996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370760522351218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169132838673252,0.0966419473626332,0,0,0,0,-0.0441755792859028,0,0,0,0,0,0,0
