,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138341877801906,0,0,0,0,0,0,0,0,0,0,-0.0966309041123549,0,0.431997066430776,0.688345884127545,0,0.039380880927582,0,-0.127766926399474,0,0,-0.0832267285805006,0,0.107788106633457,0,0,0,0,-0.133941989307923,0,0,-0.338796032644157,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.806385940014605,0.026773171180092,0.0571429698053511,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0296932419205572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431772531325758,0,0,0,0.0434898451954071,0,0,0,0,0,0,0.0467041527477508,0,0,0,0,0.00130223346211467,0,0
X601288.CH.EQUITY,0.0259008846447463,0,0.908651008362402,0,0,0,-0.0680696494634628,0,0,0,0,0,0.00281507691517622,0,0,0,0.0333614068170427,0.107172882682531,0,0,0,0,0,0,0,-0.0630360072709155,0.0502124051114771,0,0,0,0,0,0,0,0,0,0,-0.109270739730764,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0335630924144429
X601988.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.12022142509786,0,0,0,-0.142855704727587,0,-0.160386802256899,0,0,0,0.10423040459329,0,0,0,0,0,-0.0625956704842374,0,0,-0.221316995420212,0,0,0,0,0.0612518371659442,0,0,0,0,0,0,0.0128544368147479,0,0.138147513945449,0,0,0,0.0996022469657292
X600036.CH.EQUITY,0,0,0.385232801644083,-1.73472347597681e-18,0,0,0,0,0.00825907407981175,-4.33680868994202e-19,0,0,0,0,0,0.132297944391416,0,0,0,0,0,0,0,0,0,0,0.189584366866522,0,0.0163772936277765,0,0,0,0.180822226705107,0,0,0,0,0,0,0,0,0,0,0,0.0211773387706497,0,0,0,0,0.0101986863018761,0.00723340470837004
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.913197720820263,0,0,0,0,0,0,0,0,0,0.101059443275863,0,0,0,0,0,0,0,0,-0.114306181344052,0,0,0,0,0,0.0798038254499178,0,0,0,-0.0830537199035038,0,-0.0587210850745105,2.71050543121376e-20,0,0.0164912786735846,0,0,0.0379507626574876,0,0.057646382412242
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0107163850461927,0,0,0,0,0,0,0,0.340939587976423,0,0,-0.241732562753771,0,0.0434583195993827,0,0,0.174157606302639,0,0.255752697560444,0,0,0.0588040068774807,0,0,0,0.0322328990177703,0,0,0,0,0,0,0,0.332766986453202,0,0,0.0121579568922098,0.0406920451778632,0.139339537781329
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733081735370268,0,0,0.274047401457728,0,0,0,0,0,0.285446435676862,0,0.277129028175571,0.030352504046313,0.109228802500654,0,0,0,0,0.0293115915983737,0,0,0,0,0,0,-0.160309803784447,0,0,0,0.100143349058759,-0.101013217941349,0.0280900508223081,0,0,0,0,0,0.223154078661387
X388.HK.EQUITY,0,0,0,0,0,0,0.17715825326063,0,0,0,0,0,0,0,0,0,0,0,-0.156574795698875,0,0,0,0,0,0,0.397742405179579,0,0.090466354356689,0,0.108409076015309,0,0,0,0,0,0,0,0,0,0,-0.0806177651638412,0,0,0.185063307980427,0,0,0,0,0,-0.196240540700466,0
