,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0,0.313807641725903,0,0.000445306966126557,0,0,0.354261902238152,0,0,0,0,0,0,0,0.0209575074379283,0,0,0,0,0,0,0,0,0.173995505853226,0,0.0226131509120465,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.105799511881252,0,0,0,0,0,0,0,0,0,0,0,-0.0308064947783109
X601318.CH.EQUITY,0,0,0.123529880293712,0,0.0219130301127684,0,0.162856226779848,0,0.177833280235505,0,0,-3.46944695195361e-18,0.0871981123636409,0,0.128816707989407,0,0,0.0381429524815191,0,0,0.218649467643349,0,0,0,0,0,0,0,0.104858246957872,0,0.104706564874155,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0423057835777265,-0.120891196577698,0,0,0,0,0.0572676885474709,0,-0.0273178535434119
X601939.CH.EQUITY,0.506760910266811,0.256992152074286,0,0,0,0,0,0.124522063206595,0,0,0,0,0,0,0,0,0.056724271432122,0,0,0,0,-0.106543820448491,0,0,0,0,0,0,0.204215825785729,-0.0326302938410041,0,0,0.127924084383511,0,0,0,0,0,0,-0.172869314368969,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00346654485903517,0,0.527807440441288,0,0,-0.0785350639284459,0.0631224054955207,0,0,0,0,0,0,0,0,0,0,0.0666054961418311,0,0.152132674065858,0,0,0,0.0993783978930495,0,0,0,0.0419443574999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452797437622989,0,0.0166881089543179
X600036.CH.EQUITY,0,0,0,0,0,0.10370574260732,0.132863288437596,1.73472347597681e-18,0.0258150999615271,0,-0.104515773140618,-0.201243630596923,0.238979086758153,0,0,0.22892402683023,0,0.191887710843717,0,0,0,0,0,0.318634192025431,0.0774336176020896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598133666289813,0,0
X601628.CH.EQUITY,0.0939231444027432,0,0,0,0,0,0,0,0,0,0.00793379562343555,0,-0.0396049411255884,0,0,-0.238690432939345,0,0,1.73472347597681e-18,0,-0.0325871951556352,0.184930932300751,0,0.0177667641543777,0,0,-0.120344764404422,0,0,-0.00890494780015051,0,0,0,0,0.630845287110773,0,0,0,0,0,0,0,-0.0148229279881496,0,0,0.080732780915529,0,0,0,0.0622062880335888
X1299.HK.EQUITY,0,0,-0.0198620285660336,0,0,0,0,-0.115187755248868,0,0,0.12277792397548,-0.0356217613294872,0,0,0.039673456651529,0,0,0,0,0,0,0,0.12552937172965,0,0,0,0,0,0,0,0,0,0.090328303182758,0,0,0.0102819274422362,0,0.103844977222332,0,0.105721721528464,0.156368094502322,0.0595905413677042,0.120505068181383,0,0,0,0,0,0,0.294977436076738
X601988.CH.EQUITY,0.17187273705243,0,0.0906757545759483,0.378673982601934,0,0,0,0,0,0,0,0,0.244377141179736,0,0,0,0.0704691112406794,0,0,0,0,0,0.0325136563415013,0,1.73472347597681e-18,0,0,0,0,0,0.119002925695264,0,0,0,0,0,0.017097526118242,0,0,0,0,0,0.0181010628504636,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107840085366112,0,0,0,0,0,0,0,0,0,0,0,-0.122133587498277,0,0,0,0,0,0,0.228556003013313,0,0.183813657798135,0,0,0.134678482474327,0,0,0,0,-0.00978586047933297,0,0.0800475023162927,0,0,0,0,0,-0.0406217686062865,0.0733608178562742,0.221435814669172,-6.93889390390723e-18,0.251977146851358,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0608788286709241,0,0.0526988605608265,0.0331557584470808,0,0,0,0,0,0.0380563409733538,0.301480612231396,0,0,0.104778534131582,0,0,0,0,0,0,0,0,0,0,0.0850722567739524,0,0.323108197099214,0.10894981837059,0,0,0,0,0.0563389923642656,0,0.0346749685225767,0,0,0.0176767135582045,0,0,0,0,0,1.73472347597681e-18,-0.0238795735317609,0,-0.117093008522309,0
X388.HK.EQUITY,0,0,0,0,-0.26087242343583,0,0.272956563167487,0,0,0,0,0,0,0,-0.0882675579162251,-3.46944695195361e-18,0,0,0,-0.218896262417106,0,0.221509232007576,0,0,0,0,0,0.0878747130659328,0,0,0,0,-0.114605778087411,0,0,0,0,0,0.404488096615322,0.0833983576121834,0,0,0,0,0,-0.0365409409028002,0.0423250086910539,0,0,0.235290776368402
X601658.CH.Equity,0,0,0,0.4150636097456,-0.391750863135725,0.0554188787348426,0,0.0562275100551858,0,0.286813222125566,0,0,0.070376360237845,0,0,0.0764961781255892,0.337579846351711,0,0,0.0152917934012212,0,0.257330634610844,0,0,0,0,0,0,0,0,0,-0.280882677153211,-0.0160003966896592,0,0,0,0,0,0,0,0,0,0.0743727183255085,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744104,0.0487965350778727,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359084,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0289451830443201,0.0413959581724189,0,0,0,0,0,0,0,0.26379831585983,0,0,0,0,0,0,0,0,0,0,0,0,0.0320517944616334,0,0.033647326493406,0.036991848110206,0.258149534410711,0.182463688576571,0.0058055399130273,0,0,0,0,0,0.199634109666857,8.67361737988404e-19,0.0529792981699065,0,0,0.0662804654018043,0
