,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138347288830121,0,0,0,0,0,0,0,0,0,0,-0.0966349031939718,0,0.431992561876978,0.688338025609465,0,0.0393787483957405,0,-0.127766368255706,0,0,-0.0832244248915714,0,0.10779480487503,0,0,0,0,-0.133941488297311,0,6.93889390390723e-18,-0.338794078136627,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.806388774661585,0.0267748558080465,0.0571408503883629,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0296885475698458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431775689417176,0,0,0,0.0434882994996074,0,0,0,0,0,0,0.0467056437386213,0,0,0,0,0.00130480308413571,0
X601288.CH.EQUITY,0,0,0.877612951159914,0,0.08061019159612,0,-0.0903436333617425,0,0,0,0,0,0.0153984668760572,0,0,0,0.0531879571181683,0.118290112562528,0,0,0,0,0,0,0,-0.092041357700109,0.0108960690362313,0,0,0,0.00807358137755435,0,0,0,0,0,0,-0.1410682545255,0,0,-0.00545611562412321,0,0,0,0,0,0,0,0,-0.00364686666161261
X601988.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.884423966620898,0,0,0,-0.292812687218976,0,0,0,0,0,0.391373675303248,0,0,0,0,0,0,0,0,-0.247501790060022,0,0,-0.0257158717595818,0,0.0427787571503993,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0897456327235702,0,0,0.0217173806734289
X600036.CH.EQUITY,0,0,0.389902434457611,-1.73472347597681e-18,0,0,0,0,0.0100730980823484,-4.33680868994202e-19,0,0,0,0,0,0.128980519815436,0,0,0,0,0,0,0,0,0,0,0.191849883884767,0,0.00939998592376348,0,0,0,0.169169941710762,0,0,0,0,0,0,0,0,0,0,0,0.0207733587359192,0,0,0,0.006339670140209,0.00526731271936511
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0742375480112074,0.785260942234541,0,0,0,0,0,0,0,0,0,0.115090618087719,0,0,0,0,0,0,0.0155441344250531,0,-0.0674922151969484,0,0,0,0,0.0263163848062672,0.255674095550892,0,0,0,-0.0751106315460716,0,0,0.211999280949113,-0.128745349768185,0.02006643224806,0,0,0.0915847664257084,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0106194643419509,0,0,0,-0.0764597681000061,0,0.0148129408803382,0,0,0,0,0,0,0,0.191697568156206,0,0,-0.256756655810746,0,0,0,0,0.22099110960687,0,0.314449538877181,0,0,0.0507175700159518,0,0,0,0,0,0,0,0.110857523570071,0,0,0,0.383761717547741,0.0653480663338542,0,0.0308307894145107,0.0640973098323136
X5.HK.EQUITY,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.36630973492876,0,0,0.380276615764315,0,0,0,0,0,0.0767491818526329,0,0.313368037914652,0.0437040026562281,0.276612700011339,0,0,0.107657462477623,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.221525067993272,0,0,0,0.0731969726663017,-0.168090305846105,0.0200028275761122,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.214693792886328,0,0,0,0,0,0,0,0,0,0,0,-0.21362644062983,0,0,0,0,0,0,0.352401277576256,0,0.0655183826135093,0,0.123064970429207,0.0237226735085793,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.164376107547197,0,0.04174976794306,0,0,0.0609360998849141,-0.26261930545915
