,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.142246062662035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365268874121133,0,0.426340974998387,0.295079964614197,0.0146009251733071,0,0,0,-0.0775369251998732,0,0,0.234244396832449,0,0,0,-0.272279440148192,0,0,0,0,0,0,0.0472072379974146,0,0,0,0,0,-0.293517509497873,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713
X601939.CH.EQUITY,0,0.0567308717553427,0,0.809717212446398,0,0,0,0,0,0,0,0,-0.0311865568268971,0,0,0.0153418570320523,0.119304001848297,0,0.0219896442573132,0,0,0,0,0,0,0,0.0317245403481806,0,0,0,0,0.0276708091759197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167107776308685,0
X601288.CH.EQUITY,0,0,0.878380005708555,0,-0.0682177334327612,0,0,0,0,-0.00621382230498509,0,0,0,0,0,0.0831334645123884,0.051211085338088,0,0.123125521193348,0,0,0,0,0,-0.0678107002429438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014806142800887,-0.112010652886768,0,0,0,0,0,0,0,0,-0.0484653909588056,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.10763234939267,0,0.402136704322534,0.0838471517084703,0,0,0,0,0,0,0,0,0.0462383280938847,-0.0782518331285036,0,0,0,0,0.0336027747606255,0,0,0,0,0,0,0.106151348114468,-0.2012535231955,0,0.319699043701464,0,0,0,0,0,0,0.145232400988858,0.267431215234788,0,0,0,0
X600036.CH.EQUITY,0,0,0.38756970302016,0,0,0,0,0,0.00873220526815972,0,0,0,0,0,0,0,0.122234379569775,0,0,0.00563909383267591,0.0203087211347829,0,0,0,0,0,0.191206635642187,0,0,0,0,0.168400197954022,0,0,0,0,0,0,0,0,0,0,0,0.0250187576545952,0,-0.00890247187758202,0,0,0,0
X601988.CH.EQUITY,0,-0.000409635565162242,0,0,-0.0402917649838895,0.137381289316411,0,0,0,0,-0.0752738276299237,-0.0885766805961726,0,0,0,0,0,0,0,0,-0.0172940110032046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122155496929861,0,0,0,0.0284955395563919,0,0,0,0,-0.0494481898247411,1.08067687556331
X1299.HK.EQUITY,0,0,0,0,0.257021398185422,0,0,0,0,0.182062886475011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236489069137209,0.0735460997939254,0,0.395170741304058,0.187893119486994,0,0.110342481044771,0.182148520824645,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973032241889013,0.105573570272543,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200222064223217,0,-0.259586753202172,0,0,0,0,0.0913825903194223,0,0.0710654395331475,0.390576100030557,0.17747921845003,0,0,0.00678213605511023,0,0,0,0,-0.207461568115607,0,0,0,0.0639001611823369,0,0,0,0.0349646885487271,0.0303026191425653,0,-0.14396505881997,0,0,0.195696083520912,0
X388.HK.EQUITY,0,0,0,0,0.358027449114107,0,0,0,0.139385025843442,0,0,0,0,0,0,0,0,-0.426184216675866,0,0,0,-0.0167956730079584,0.2014688670132,0,0.211630142747559,0,0,0,0.074681419275492,0,0,0.0939266085811878,0,0,0,0,0,0,0.0373641551317943,0,0,0,-0.251457290115757,0,0.103920556546686,0.117379289423406,0,0,0,0
X601658.CH.Equity,0,0,3.46944695195361e-18,0.235945935232758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275291037446777,0.0141382997443095,-0.0894798686227076,0,0,0,-0.0668123178591761,0,0,0,0,0,0.0703951504499082,0,0,0,0,0,0,0,-0.0437051191129004,0,0.331110530209165,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0293681728726281,0,0,-0.0228726707492122,-0.0164949887472298,0.0865563295318855,0,0,0.233462954196459,0,0,0.00841449682301988,0,0,0,0,1.73472347597681e-18,0,0,0,0,4.33680868994202e-19,-0.0331731705761061,0,0,0,0,0,0,0.0609925872823,0.21433032717316,0,0,0,0,0,0,0.0697562241984026,0.125227662220266,0,0,0.0518321740922586,0.275184134326834,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.550686033456599,0,0,0,0,0,0,0,0,0,0,0,0,-0.102015531483022,0,0,0,0.280696751233967,0,0,0.0401178750824099,0,0.0366768337288378,8.67361737988404e-19,0,0,0,0.0985515738425247,0,0,0,0.0233087055594741,0,0,0,0,0.0362125010045252,-0.0373296014253927,0
X601166.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.0701306589683158,0.479280107121096,0,0,0,0.0534368687348754,0,0,0,0,0,0.0561529476706054,0,0,0,0,0.0737617341543873,0,0,0,0,0,0,0,0.00939823027624797,0,0,0.0887120276196038,0,0,0.0158262277867225,0,0.0405898665696099,0.0290065591084865,0,0,0,0,0,0,-0.0384599822196722,0,0,0,0.137056322882453
