,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.383037234207071,0,0,0.0957885718153913,0,0,0,0,0,0,0,0,0.018344067758793,0,0,0,0,0,0,0.026561078638204,0,0,0,0,0,0,0,0,-0.045413729168506,0,0,0,0.141392477594168,0,0,0.0995962821592811,0,0,0,0,0,0,0,0,0.11137092962037,0.0123412224400227,0.0886353834628666
X601318.CH.EQUITY,0,0,0,0,0.0854547194324354,0,0,0.0837007165689832,0.10260133424291,0,0.0243424288453009,0,0.150971542597755,0,0,0,0,0.00947606842918178,0.0480194861796708,0,0.39110582412187,0,0,0,0,0,0,-0.0811851030853015,0,0.1434541718571,0,0,0,0,0,0,0,0.0483354820812727,0,0,0,0,0,0.11063958805559,0,0,0,0,0.0941198973196433,0
X601939.CH.EQUITY,0,0,0,0.253696962569007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540767372191099,0,0.736785053119706,0,0.032046817672998,-0.248129211185049,0,-0.209551636018065,0.00918676935269649,0,0.159603752564428,0,0,0,0,0,0,0,0,0,0,-0.0666205492964874,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.313877556951116,0,0,0,0,0,0.272721279423886,0,0,0,0.0390801944989739,0,0,0,0,0.16950026995945,0,0,0,0,0,0.0189864351305459,0,0,0.0286523725470534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176816917228935,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.144572926157807,0,0,0,0.0962384545713173,0.0829201265247802,0.0664720673054476,0,0,0,0,0.25574632238532,0,0,0,0,0,0,0,0,0,0.291965583036343,0,0,0,0,0.00585909632604563,0,0,0,0.0503713038500314,0,0,0,0,0,0,0.0838278726447707,0,0,0,0,0,0,0,0.0537661558419608,0,0,0
X601628.CH.EQUITY,0.0694133307939154,0,0,0,0,0,0,0,0,0.0527354842006585,0,0,0,0,0,0,0,0.162767382252929,0,0,0,0,-0.125722402257491,0,0.19497114948535,0,-0.0328604375522442,0,0,0,0.0216901039957561,0,0.222699909823457,0,0,0.502061055194445,0,0,0,0,0.0535343650790367,-0.0455250567135866,0,0,0,0,0,0,0.0410717510997752,0
X601988.CH.EQUITY,0.186534784964289,0,0,0.123297749029597,0.0719007058127333,0,0,0,0,0,0,0,0.185293539727883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017758170882582,0,0.260846656174656,0,0.104905607465625,0,0,0,0,0,0,0,0,-0.01900471659493,0,-0.0815451943217481,0,0,0,0,0,0,0.345852515625503
X1299.HK.EQUITY,0,0,0,-0.033265502769212,0,0,0,0,0,0.15365376544606,-0.0373984205209115,-0.0300293285870828,-0.125271984442821,0,0,0,0,0,0,0,0,0,0,0,0,0.248081536443062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932351220159241,0.0539464427818077,0.132976070229829,0.016910091185168,0.0386105212802995,0,0.0343642956359716,0.178945893054795,0,0.105254577590166,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659431360660213,0,0,0,0,0,0,0,0,0,0.0373610542730266,0.104432608785346,0.60926895153486,0,0,0,0.0544618013188282,0.106417560681519,0,0,0,0,0,0,0,0,0.207204538901639,-0.0973086908766181,0.099290419139392,0,0,0,0.130190635481504,0,0.17361288187636,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0604608856780598,0,0,0,0,0.0259737299019483,0,0,0,-0.0296180549201285,0,0,-0.16042267183736,0,0,0,0,0.446729589832161,0,0.246794803847614,0,0,0,0,0.217369505739636,0.314333458119535,0,0,0,0,0.186067442360158,0,0,0.0303132887125063,0,0,0,-0.487067862728397,0,0.106383524083633,0,0,0
