,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0,0.124036980593512,0,0,0,0,0,-0.0230392969205721,0,0,0,0,0,0,0,0,0,0,-0.0699170284402816,0,-0.052579485310197,0.561588826832005,-0.216271210333814,0,0,0.405163186580436,0,0,0,0,0,0,-0.0773889324038425,0,0,0,0,0,0,0,0,0.0944418732425269,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0701045141178401,0,1.38777878078145e-17,0,0.064667738599268,0,0.142039964691892,0,0,0,0.282468436234699,0,0,-0.0121369787464051,0,0.059380895346185,0,0,0,0,0.0560973210546218,0.177398137782676,0,0,0,0,0.0142943932041444,0.169910653289014,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0713370553007824,0,0.782758435270656,0,0,0,0,0,0.0395350202569774,0.0583730582545638,0,0.0070336998888134,-0.0451580160623499,0,0.0712299193789319,0,0,0,0,0,0.00278047928940135,0,0,0,0,0,0,0.0425661142427915,0,0,0,0,0,0,0,0.0729125154674553,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.891024742365765,0,-0.0339447178034796,0,0,-0.0764859075127852,0,0,0,0,0,0,0,0,0.0189002815048287,0,0,0,0.00396280904231941,0,0,0.18208188006052,0,0.0374027019355906,0,0,0.0619868906425837,0,0,0,0,0,0,0,0,0,0,-0.0610751347271688,-0.134481924451155,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0186649195438934,0.307771302737066,0,0.253912342323594,0,0,0,0,0,0,0.453611573468768,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.066756431568868,0,0,0,0,0,0,0.0108473897286758,0,0,0,0,0,0,0,0,0,0.125322090323924,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.337974433157092,0,0,0,0,0.0683285953673178,0,0,0,0,0,0.0400854488660208,0,0,0.163226066359404,0.0109319889748789,0,0,0,0,0,0,0.186570843403672,0,0,0,0.0449702305892827,0,0,0,0.0391042039341375,0,0,0,0,0,0,0,0,0,0,0.0480539635357011,0,0,0.0423021266541428,0,0
X601988.CH.EQUITY,0,0,0,0.0626898136762742,0,0.0132666644955566,0,0,-0.0578303095684113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731628307659601,0,0,0,0,0,-0.025726653188531,0,0,0,0,0,0,0,0,0,0,0.000471473467256423,-0.134325544002607,0,0.999768353241201,1.73472347597681e-18
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.333358916691314,0,0,0,0,0,0,0,0,0,0,0,0,0.283464198424064,-0.0399797022716859,0,0,0.117994824343339,0,0,0,0.0800081168781135,0,0,0.0795896549936008,0,0,0,0,0.00144987736531009,0,0,0.0509292766134835,0,0.0843703631827572,0,-0.00702926170083117,0,0,0,0.206436294280764
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159995292065732,0,0.0666580409258358,0,0,0,0,0,0.318890065166354,0.137423075205547,0,0,0,0,0,0,0,0,0,0,0.0101897891165259,0,0,0,0,0.0765021547835436,0.0827644955046392,0,0,0.161003597419182,0,-0.335433031769947
X388.HK.EQUITY,0,0,0,0,0.252402392556314,0,0,0.0329012351667807,0,0,0,0,0,0,0,-0.0855017038649221,0.185540629033558,0,0,0,0.230708507441398,0,0.272026187058497,0,0.332375189685568,0,0,0,-0.0967021205450194,0,0,0,0,0.117580700080981,0,0,0,0,0,0,-0.0412179989769626,0.165668288308874,-0.0686315352047657,-0.120998000811484,-0.260235699233536,0,0,-0.0824206271388822,0,0
X601658.CH.Equity,0,0.0320361659411792,0.32936293996837,0,0,0,0,0,0,0,0,0,0,0,0,0.01828882664901,0,0.0287850969392207,0.159555941304997,0,0,0,0,0,0,0,0,0,0.00464792564109145,0.0941212900804985,0,0,0,0,0.0138774406592231,0,0.0332963534261613,0.0348305156415035,-0.0882419475407204,0,0,0,0.0876370776995462,0,0.058692485730206,0.039258572378124,0,0.054602432749447,0,0
X600030.CH.EQUITY,0,0,0,0,0.00784765196093425,0,0,0,-0.0305706868655389,0.0865157979149663,0,0,0,0.324949400783688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708410107405494,0,0,0,0,0,0,0.227236552896623,0,-0.0360717695214224,0.0494628888364893,0.0814747812281475,0,0,0,0,0,0.238453853903712
X601166.CH.EQUITY,0,0,0.00693186053409091,0.0330834133007533,0,0.0946853889359915,0.10979372405004,0,0,0,0,0,0,0,0,0.00788051281378217,0,0.00735516762109667,0,0,0,0.0768622714207432,0.0168356063536956,0.217645790361476,0,0,0,0,0,0.0208363865608951,0,0,0,0,0,0,0,0.126605082432922,0,0,0,0,0,0,0,0,0,0,0.376252238804879,0
X601066.CH.EQUITY,0,0,0,0,-0.00622664007757638,0,0,0,0,0,0,0.721355897504159,0,0,0.0360344399075201,0,0,0,-0.0414966709372777,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981136986086514,0,0,0.0451700884722905,0,0,0,0,0.0510650814540469,0,0.0734257479791166,0,0.0105971739016046,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.171602168050655,-0.213575318589696,0,0,0,0.252936098405001,0,0,0,0.139941386477093,0.408506546702161,0,0,0,0,0,0,0,0,0.0356532678868431,0,0,0,0,-0.117074212086675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284289763940874,0,0,0.0174100665467746,0.0287607065199965
X000001.CH.EQUITY,0,0,0,0,0,0.385686682995827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119605354723928,0.0218820515307935,0,0,0,0,0.193324561059517,0,0,0,0,-0.20780156466104,0,0,0,0,0,0,0,0,0.315810717355407,0.0419881412871151,0,0,0,0.0533023615839421,0,0,0,0,0
X601328.CH.EQUITY,0.115859551879855,0,-6.93889390390723e-18,0.126652264097263,0,0,0,0,0,0,0,0.0566060466797511,0,0,0,0,0,0.0864492337998181,0,0,0,0.389225557152687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219746217522238,0,0,0,0,0.0786866175797173,0,0,0,0.00588498577558621,0
X600000.CH.EQUITY,0,0,0.0943520213053917,0.0183289012210117,0,0.329931064697999,0,0,0,-0.0555814112252759,0,0,0,0,0,0,0,0,0,0.121321359148584,0,0,-0.0395204402350105,0,0,0,0,0,0.126790697026241,0,0,0,0,0,0.019201657797737,0,0,0,0,0,0.623681001466731,0,0,0,0,0,0,0.179870175136359,0,0
X601601.CH.EQUITY,0,0,0,0,0.310625000115167,0,0,-0.0228947801814623,0,0,0,0,0,0,0.159331012252504,0,0,0,0,0.137364984142353,0,0,0,0.281811244247803,0.126086652480006,0.0434489367266184,0,0,0,0,0,0.00584826636503191,0,0,0,0,0.185205365105358,0,0,0,0,0,0,0,0,0,0,0,0,0
