,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0977466483283618,0,0.156541907086554,0,0,0,0,0,0.12354682138134,0,0.170954166040799,0,0,0,0,0,0,0,-0.0438746980915345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157095391470096,0,0,0,0.19348359392645,0,0,0,0,0,0,0,0.0212176237372742,0.166069506393094,0,0
X601318.CH.EQUITY,0,0,-0.0909223646879176,0,0,0.0582097328697637,0,0,0.184223832688925,0,0.057608952481572,0,0.1448051639211,-0.0170664618223711,0,0.250780402912903,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124432,0,0,-0.178212776324698,0,0,0,0.274397959019226,0,0,0,0.0763036731823198,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0
X601939.CH.EQUITY,0.410663123078397,0,0,0,0.0257636120851556,0,0,0,0,0,0,0.0937246227618808,0.0150206520386803,0,0.091475141596071,-0.107584530670242,0,0,0,0,0,0,0,0.0936179669116637,0,0.0879823567715692,0,0,0,0,0,0,0,0,0,0,0,0.0881904638154673,0,0,0.428277434341598,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.172088361132327,0,0.155528623420644,0,0,0.384150082633866,0,0,0,0,0,0,0,0,0,0,0.0852482444252858,0,0,0.0196162285601229,-0.0701106616593802,0.0389973854834757,0,0,0,-0.081648581543938,0,0,0,0,0,0,0,0,-0.0806327174806669,0,0,0,0,0,0.217029902961771,0,0,0,0,0,0,0.118147696250632,0,0
X5.HK.EQUITY,0,-0.125433021863471,0.0478019719687401,0.195460494582779,0,0,0,-0.0609470929419753,0,0,0,0,0.286290128620445,0,0,0,0,0,0,0,0,0.504364351387081,0,0,0,0,0,0,0,6.93889390390723e-18,0.181501186874505,0,0,0,0,0,0,0,0,0,0.100253917223449,0,0,0,0,0,0,0,-0.136035463230606,0
X601988.CH.EQUITY,0.223854377216593,0.0857198435512113,0.0961039048350516,0,0,0,0,0,0.21670648701598,0,0,0.266290630479239,0,-0.0700423324675971,0,0,0,0,0,0,0,0.0289399145716464,0,0,0,0.0489379153877878,0,0,0,0,0,0,0,0.181371271689377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186717,0,0.225360301131342,0,-0.0657409040713357,0.0263326605388201,0,0.301753043490523,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852723,0,0,0,0,0,0,0,0.0346345256309321,0,0.0489998365651282,0.038865909595755,0,0.0892638881037319,0,0,0,0,0,0,0.0768498105478114,0,0,0,0,-8.67361737988404e-19,0,0.0592354307787808,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0830064747586495,0,0,0,0.11766903088183,0,0,-0.120415751374241,0,0.0325761551283201,0.238249564816279,0,0,0,0,0.017015755907181,0,0,0.0662747924970148,0.0609108653875452,0.0951145407665338,0,0,0,0,0,0.0196533961640799,0.207822339273119,0,0.0283374819427361,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0743286793036969,0.306356599583059,0,0,0.0987621107298029,0,0,0,0,0.00807477682687827,0,-0.0189765709282817,0,0,0,0,0,0,0,0.0564187511498806,0,-0.155629246550089,0,0,0,0,0.219060317896935,0,0,0.0454539982284964,-0.300306955291205,0.0288204267906577,0,0,0,0,0,0,-0.0488419343804521,0,0,0,0,0,0,0,0.0622606844493347,0.118261991230646,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.289380543942999,-0.407771445551353,0,0,0,0,-0.120534239690643,0,0,0,0.329439209699949,0,0.617876995348862,0,0,-0.0207129827875217,0,0,-0.194442090085584,0,0,0.0619302384452151,0,0,0,0,0,0,0,-0.409675285389923,0,0,0,0,0,0.758865341934348,0.0643031415117156,-0.130485233390433,0,-0.449475008131539
X601166.CH.EQUITY,0,0,0.0288155684577535,0,0,0,0.4264922532557,0.0498611245757535,0,0,0,0,0,0,0,0,0.00674321459452394,0,0,0,-0.00195148526322943,0,0,0,0,0.0852560425754071,0,0,0.389781942161562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.138002603897819,0.0609014527189272,0,0,0,0,0,0.419491865670795,0,0,0,0,0,0,0,0,0,0,0.155921316211619,0,-0.0747850003403009,0,0,0.101111851464799,0,0,0,0,0.0337931368020456,0,0,0,0,0,0,0.0799206652696478,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.135670958961795,0,0,0,0,0.189787356945719,-0.0340591535886773,0,0,0,0.476980458034571,0,0,0.101215147859751,-0.120272309626824,0,0,0,0,0,-0.0102551564865681,0,0,0,-0.126304394525517,0,0,0.0845573408952236,0,0,0,0,0,0,0,0,0,0,0,0,0.0848256313062283,0,0.0412659099642928,0,0.0550483212219939,0.176864443823173,0,0,0
X000002.CH.EQUITY,0.0263486951166576,0.0859695735105072,0,0,0,0,-0.106968798287274,0,0,0,0,0,0,0,0,0.142571584870077,0.0133168370814642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593688721662501,0,0,0,0,0,0.0572434737886145,0,0,0,-0.0996988616640721,0,0,0,0.0356017956081703,0,-0.0940820224158376,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.257297481924824,0,0,0,0,0,0.127276714436414,0,0,0,0.0404938991393639,0,0.0973344183653837,0,0,0,0,0.109954241484888,0,0,0,0.163395791611804,0.219707440308298,0,0,0,0,-0.126899309416021,0.300691782530784,0,0,0,-0.243275373309609,0,0.037922159187281,0,0,0,0,0,0.12816975290157,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.136154490444156,0.250965389100244,0,0.272336908753436,0,0,0,0.0182264233170633,0,0,0,0,0,0,0,0,0,0,0.0970895253196887,0.0781409739284418,0.0997618356112426,0,0,0,-0.0257861836900402,0,0,0,0.0521576649831348,0.107645262828735,0,0,0,0.14314948897237,0.00378248208711511,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.128280214184325,0.0754923031609847,0,0,0,0.102314004150072,0.0512061493495494,0,0,0,0,0,0,0,0,0,-0.0623758721051559,0.0491273461412248,0,0.12454500710107,0,0,0.25285620703275,0,0.112660393038856,0,0,0,0,0,0,0,-0.0353139044693686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.188099598307441,0,0,0,0,0,-0.111393185412628,-0.0532611323985458,0,0,0,0,0,0,0,0,0.0504392190953527,0,0,0,0,0.392814376772547,0,0,0,0,0,0,0.171095662275022,0,0.192585738206208,-0.0382376085451336,0,0,0,0,0,0,0,0.0148338820532057,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047024591640621,0.241633632466517,0,-0.0019797123315554,-0.0118795773917949,0,-0.10226520794122,0,0,0,0,0,0,0,0,-0.175497563194567,0,0,0,0.073938764070386,-0.0500128482460343,-0.114607534713817,0.0600372272568282,0.170397873059175,0,0,0.462300573644106,0,0,0,0,6.93889390390723e-18,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.32487517814949,0,-0.328513456159661,0,0,0.0849547334670761,0,0,0,0,0.195339718486624,0,0,0,0.137603533298627,0,0,0,0,0,0,0,0,0.479581029081236,0,0,0.105585357235837,0,0,0,0,0,0,0,0,-0.142708993190937,0,0,0.273419611537961,0,-0.155232222541875,0,0,0,3.46944695195361e-18,0,0
X600030.CH.EQUITY,0,0.020954258319973,0,0,0,0,0.00384282910468759,0,0,0,0,0,0,0,0,0.0310311523124666,0,0,0,0,0,0.0695377542676928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554183611618526,0,0,0,0.0146573473426824,0,0,0,0,0,0,0,0,0.00955430840358552,0.409942207623993
X11.HK.EQUITY,0,0,0,0,0.0711499034310835,0,0,0,0,0,0,0,0,0,0,0,0.0530924854661867,0,0,0,0.120058050267676,0,0,0,0.468186031872517,0,0,0,0,0,0,0.0331885398535199,0,0,0,0,0,0,0.075508448436033,0,-0.0311312077852042,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0277980690912846,0,0.0883707979561042,0,0,0.326975259173494,0.149402403664417,0,0,0,-0.106426821689923,0,0,0,-0.0124220108049017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.117815507181425,0,0.0294859419925944,0,0,0,0,0.412250223139522,0.254882831846568,0,0,0
X601998.CH.EQUITY,0,0,0,-0.00337089519564781,0,-1.0842021724855e-19,0,0,0,0,0,0,0.129107809296033,0,0,0,0,0,0,-0.0471461392229909,0,0,0.449343958570376,0,0,-0.0409532900740121,-0.0686875806569211,0,0,0,0.0056932001038586,0,0,0,0,0,0.0935755214732655,0,0,0.109802548077738,0,0,-0.112906540663329,0,0,0.232673861129991,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0848180151047133,0,0,0,0,0,0,0,0,0.0752726433834688,0.0496997050439356,0,0.00922551001764559,0,0.380719151736636,0,0,0,0,0,0,0,0,0.00724303618056216,0.291769443237475,0,0,0,0,0,0,0,0,0,0.12823678978602,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.0888389468670729,0,0.212943401338136,0,0,0,0,0,0,0,0,0,0.089642434219346,0,0,0,0,0,0,0.190040940457724,0,0,0.222497318160316,0,0.20378581158836,0,0.0583746870774757,0,0,0.0239896175599336,0,0,0,0,0,0,0,0,0,0,0.0877465025047917,0,-0.0242548688737338,0,0,0.0401611403512806,0,0
X2007.HK.EQUITY,0,0,0,0.0181840805634463,0.0896878780719234,0.124804586699876,0,0.141796042735151,0,0,0,0,0,0,0,0,0,0,0,0.0727570655064864,0,2.16840434497101e-19,0,-0.0357002982942193,0.0337973300384872,0.131331559981533,0,0.488148748764423,0,0,0,4.33680868994202e-19,0.0519766635020451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,-0.178147839416605,0,0,0,0,0,0,0,0,-0.247946631807143,0,0,0,0,0.264203888799579,0.170935373108412,0,0,0,0,0,-0.103471731911144,0,0,-0.112963840118527,0,0.721398242206431,0,0,0,0,0,-0.313757220745852,0,0,0,0,0,0,0,0,0,0,0,0,-0.00697358372803237,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.132893637328064,0,0.00139548678044502,0,0,0,0.458005362203008,0,-0.0231882271064242,-0.102328064080636,0,0,0,0,0,0.0725397019464381,0,0,0,0,0,0,0.0923419580257951,0,0,-0.0819548178584957,0,0,0.0570687890645737,0,0,0,0,-0.128414741267357,0,0,0,0.470217955610106,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-0.00735017686492583,0,0,0.102551452660973,-0.0496753138412521,0,0,0,0,0,0,0,0,0,0,0.239105222862178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278199471873857,0,0,0,0,0,0,0,0,0,0.436942000999614,0.201725768815868
X600048.CH.EQUITY,0,0,0,0,0.201884502224061,0,0,-0.117633379613153,0,0,0,0,0.273706189120348,0.113035637666367,0,0,0,0,0,0.187231368115097,0,0,0,0.216312025663226,0,0,-0.018530589295162,0,0.0509128531114802,-0.00807717533431405,0,0,0,0,0,0,0.197447570044198,0,0,0,0.0420134459449508,-0.0856705149647902,0,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0.0243560934396233,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189517252961868,0,-0.233163717620088,0.0960581758357742,0.537378041427464,0,0,0,0,0.137008510071056,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.0633269319402283,0,-0.125237749078773,0,0,0,0,0,0,0,-0.199809638627185,0,0,0,0.487850858879447,0.222614350583136,0,-0.498405973915512,0,0,0,0,0,0.0731013749022743,0,0,0,0.0195798811478998,0,0.150078142039107,0.124434343803302,0,0,0,0,0,-0.0104436102855889,0,0,0,0,0,0,0.202269177536022
X12.HK.EQUITY,0,0,0.0831473244153327,0,0,0,0,0.254437140384653,0,0,0,0,0,0,0,0,0,0.362337631952104,0,0,0,0,0,0,0,0.0882592308837191,0,0,0,0,0,0,0,0,0,0,0,0.0618732385151399,0.205728980794073,0,0.177380039870828,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.197270437735053,0,0,0,0,0.215367674513308,0,0,0,0.0786831733380346,0,0,0,0.403610466535313,0,0,0,0,0,0,0,0,0,0,0,-0.0815227259632586,0,0,0,0,0.00636384523993038,0,0,0,0,-0.19677548447406,0,0.0397081014433723,0.323701099071383,0,-0.140113148601584,0,0,0,-0.0679230990763061,-0.168966387750543,0,0.107387568361456,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.212648796030331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138001907765214,0,0,0,0,0.00438832377175036,0,0,0.0432896177318812,0,0,0.0790532540553854,0.133214451862241,0,0.269907000814548,0,0.180778874313979,0
X001979.CH.EQUITY,0,0,0,0,-0.0304520137618795,0,0,0,0,0.0562621320391918,0,0,0,0.238191132377678,0,0,0,0,0.0394812232819845,0,0,0,0,0.267909094414105,0,0,0.0561177333853904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0185812686039537,0.212335585579594,0,0,0.1623895237631
