,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0,0.253188263133475,0.0647642490493152,-2.16840434497101e-19,0,0,0.342212398928644,0,0,0,0.130566399162176,0,0,0,0.0262859552045042,0,0,0,0,0,0,0,0.119842976179238,0,0.00358893747767655,-0.0118862368303464,0,0,0,0.0349439649390759,0,0,0,0,0,0,0.118744055316512,0,0,0,0,0,0,0,0,0,0,0,-0.0094648788549196
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0
X601939.CH.EQUITY,0.390486627279225,0.165936125048045,0,0,0,0,0,0.141398289052777,0,0,0,4.33680868994202e-19,0,0,0,0.127776940500992,0.0648361809780437,0,0,-0.131847555634806,0,0,0.094525994668422,0,0,0,0,0,0.209290744345012,-0.0571701074468608,0,0,0.241412912324601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.145255581451403,0.077554433422469,0,0.0984600131950034,0,0,-0.146133847378703,0.144280904922279,0,0,0.0668886611118111,0,0.279904817623694,0,0,0,0,0.341438780236591,0.0473460010357338,0,0,0.0525901420127262,0,0.0069314370221407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0.0165020730961125,0.495203452276924,0,-0.0831710312422279,0,0.0934611558851282,0,0,0,0,0,0.0217053564231425,0,0,0,0,0,0.122883646141364,0.0638297895865881,0,0,0,0.0881699327113639,0,0,0,0.040720356468397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481432296012206,0,0.0117338220574369
X1299.HK.EQUITY,0,0,-0.047613923754388,0,0,0,0,0,0,0.110360734021392,0,0,0,0,0,0,0,0,0,0,0,0.0368875779159674,0,0,0.133124308606599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13648776447337,0,0.0792128732907358,0.232286860580907,0,0.155194720034928,0,0,0,0,0.238603765061563
X601628.CH.EQUITY,0.143303965170038,0,0,0,0,0,0,0,0,0,0,0,-0.0118444311693561,0,0,-0.160985695108548,0,0,0,0.206903636770207,-0.0189104740311961,0,0,0,0,-0.140358767630465,0,0,0,0,0,0,0,0,0.590500940607353,-0.026648644366895,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0527529491640456,0,0.52225154172432,0,0,0,0,0.0529858058535394,0,0,0.167672163008982,0,0,0,0.0581840633312555,0,0.0728056163626838,0,0,0,0,0,0.107193441431311,0,0,0.0305058648745743,0,0.047343258908542,0,0,0,0,0,0,0.0599654703609641,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.192350889767981,0.118786610051078,0,0,0,0,0,0,-0.0571153336934803,0,0,0,0,0,0,0,0,0,-0.0490064830565658,0,0,-0.0371618577602318,0,0.409710025382284,0,0.140406912738242,0,0,0,0,0,0.0039193481374948,0,0,0,0,0,0,0,0,0.100656141682201,0,0,0,0,0,0.182622521132978,0,0
X388.HK.EQUITY,0,0,0,-0.364791554449225,0,0.270273667738288,0,0,0,0,0.062547912832115,0,0,0,-0.0197116069301703,0,0,0,0.22565910768995,0.345910590124664,0,-0.000898611856521859,0,0,0,0,0,0,0,0,0,0,-0.0810130590778497,0,0,0,0,0,0.173564103587792,0,0,0,0,0,0,0.0752518953352497,-0.0186760754710742,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0683249717864495,0.228602369058255,0,0,0.0858167142306934,0,0,0,0,0,0,0,0,0,0.158845568416298,0.0339621324934035,0,0.363081934350313,0,5.42101086242752e-20,0,0,0,0.00575889569009847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
