,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.0193193345152366,0,0.164860016330359,0,0,0.110454435399757,0,0.24616987263409,0,0,0,0,0,0.189960331640373,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.042418290120194,0,0.137896835393675,0,0,0,0,0,0,0.0288756571662324,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.04912524483826,0,0.00614715583232932
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518
X601939.CH.EQUITY,0.26921538916095,0,0,0,0,0,0,0,0,0,0,0,0,0.41371400880916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191906334044395,0,0,0.108131610381549,0,0,0.00678497907074911,0,0,0,0,0.0038610875922411,0,0,0
X601288.CH.EQUITY,0.352880649054279,0,0,0,0,0.499101585522561,0.00610403251985713,0,0,0,0,0.0100953727733503,0,0,0.0387664422769667,0,0,0,0,0,0,-0.0328487224332235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194885788235967,0,0,0,0,0.0900600038903355,0,0,0.00901636906769105
X5.HK.EQUITY,0,0,0,0,0,0,0,0.168788841216888,0,0,0,0,0.344697955460452,0,0.00788392497202822,0,0,0,0,0,0,0,0.66388616652732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209956936064818,0,0,0,0,0,0,0,0,0,0,0,-0.206981497655058
X601988.CH.EQUITY,0,0.0659447766773785,0,0,0,0,0,0,0.0804645603583722,0,0,0,0,0.0117669105568263,0,0,0,0.219488824377083,0.127637697532756,0,0,0,0,0.298463925473934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138645903789694,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443
X1299.HK.EQUITY,0,0,0,0,0,0,0.138195560941277,0,0,0,0,0,0,0,0.375930472504003,0,0,-1.73472347597681e-18,0.178683156685475,0.225343461874265,0,0,0,0,0,0.0107572708378353,0,0,0.278209254901837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497784320385811,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303501648260301,0,0,0,0,0,0.205215818215815,0,0,-0.240715629904298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600814906745827,-0.0975803374793218,0,0,0,0,0,-0.0270380130758416,0,0,0,0.749721354101616,0,0,0,0,-0.0866167747638968,0.621600424137594,0,0
