,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.123186417979069,0,0,0,0,0,0,-0.0968048743245668,0,0,0,0,0,0,0,0,0,0,-0.147382479450118,0.0765391341091785,0,0.549536175539904,-0.173896953145478,0.521689417381339,0,0,0,-0.0813123508014295,0,0,0,0.0105326978009397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.196784903352214,0,0,0,-0.0641896579150703,0,0,0,0.153980261578403,0,0,0,0,0,0,0.0147709959596789,0,0,0,0,0,0,0,0,0,0.150755486898618,0,0,0,0,0.240843215417196,0,0.160490071006344,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0477467222577829,0,0.795752769880959,0,0,0,0,0,0.0469479890116967,0.0303001519927358,0,-0.0276087071556069,0.0207893633550483,0,0,0,0.0833870106474605,0,0,0,0,0.0010831315982447,0,0,0,0.0218897330138883,0,0,0,0.0221527898471028,0,0,0,0,0,0,0.0799679850775418,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.887943379286868,0,-0.0875672561412735,0,0,0,0,0,0,0,0,0,0.0538924967307507,0.0115937368572279,0,0,0.134005103346598,0,0,-0.0428426853128075,0,0,0,0,0.0548777425013078,0,0,0,0,0,0,0,0,0.0232584805422561,0,0,0,-0.056254421594838,0,-0.108716458517896,0,0,0,0,0,0.00886750670737128,0,0
X601628.CH.EQUITY,0.0108843864771722,0,0,-3.46944695195361e-18,0,0,0,0,0,0.249153421147648,0,0.180304503886248,0,0,0,0,0,0,0,0.208150055421888,0,0,0,0,-2.77555756156289e-17,0,-0.0978648107355141,0,0,0,0,0,0,0,0,0,0,0.350042190927968,0,0,0,0,0,0,0,0.0255686289107019,0,0.271437996296616,0,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0
X601988.CH.EQUITY,0,0,0,0.0626422051057345,-0.0157040518087946,0,0,0,-0.0379122436975445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716092492325395,0,0,0.0439367411962142,0,0,0,0,0,0,0,-0.021711764015223,0,0,0,0,0,0,-0.0108820103363456,0,0,1.73472347597681e-18,3.46944695195361e-18,-0.134260955190037,0,0,0.961975059756459
X1299.HK.EQUITY,0,0,0,0,0.0910356038180375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277569367165449,0,-0.0675858982752249,0,0,0,0.0790562514391147,0,0.053481175929503,0,0,0.00152437191666604,0.34752385072572,0,0.131191905871661,0,0,0.00611370693960797,0,0,0,0,2.16840434497101e-19,0,0,0,0.0738424450848119,0.00540433665712101,0
X5.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00986553635553257,0,0,0,0,-0.00625978164526157,-0.177468014348667,0,0,0,0,0,0,0,0.132916037199922,0.533308983380205,0,0,0,0,0,0,0,0,0,-0.160396851487902,0.118850592952384,0,0,-0.0675112441223771,0,0.0269616147752287,0.170145482872027,0,0,-0.17010312323375,0.0374508536842801,0
X388.HK.EQUITY,0,0,0,0,0.317165613996724,0,0,0.0249234324143127,0.117844235410209,0,0,0,0,0,0.0319537084260928,0.0307499857191283,0,-0.317745535122419,0,0,0,0.326429438635248,0,0,0.197951503944325,0,0,4.33680868994202e-19,0.0393656539631909,0,0,0,0,0.1014987121165,0,0,0,0,0,0,0,0,0.136505547551581,0,0,0,0,0,-0.239371566518228,0
X601658.CH.Equity,0,0.152400917894067,0.0803347416352221,0.17620717090358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061785696041476,-0.0132264962728648,0,0,0,0,0,0,0,0.16079169436283,0,0,0,0,0,0,0,0,-0.141570796757591,0,0,0,0.715969976555506,-0.0575323901751875,0,-0.226967718710285,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0317350734585968,0,0,-0.0216965542880907,-0.0711383981589907,0.0907753576424713,0.0450438576260203,0,0.337698768738962,0,0.0453328255498364,0,0,0.0327765187752477,0,0,-0.0170614101677609,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0558309888607502,0,0,0,0,0,0,0.224885069114006,0.111812704257154,0,0,0.0910336358052827,0,0,0,0.160068619891976,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0539884937237572,0,0,0.0390300269269007,0,0,0,0.734160803351442,0,0,0.00761138432668002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689467018651514,0.00428394131113833,0.151480681122839,0,0,0.0394586639461546,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.112181920692718,0.361401782102348,0.00137681647961314,0,0,0.0475709453100794,0,0,0,0,0,0.0453186087525652,0,0,0,0,0,0.0745329788396742,0,0,0,0,0,0,0,0,0.0879467578112115,0,0,0.0136925411059936,0,0,0.0383949695865748,0.0271704961466685,0,0,0,0,0,0,0,0,-0.0434639291545754,0,0.256896143285713
X000002.CH.EQUITY,0,0,0.0512416728469307,0.170736717126431,-0.0576883952946984,0,0,0,0,0.00272356867588437,0,0,0.17847729048068,0.104856527673266,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0622270662352207,-0.0400349386720667,0,0,0,0,0,-0.127933170032191,0.12519866684241,0,0,0,0,0,0,0,0.263484354780184,0,0,0,0,0,0
