,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.117168885694422,0,0.051438115861153,0,0,0,-0.116706920153467,0,0,0,0.512936326310945,0,0,0,-0.0166247155720959,0,0,0,0,0,0,0,0,0,0,0,0,0.0184300516663415,0,0,0,0,0,0,0,0.0825591049394361,0,0,0,0,0,0.225250162960228,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00570726795282046,0,0,0.12285138351724,0,0.2609695456169,0,0,-0.0329485017171001,0.240361960981785,0,0,0,0,0,0,-0.148685298577951,0,0,0,0,0,0,0,0,0,0,0,0,0.162782820952877,0,0,0,0,-0.283432868087242,0,0.319982061570659,0.267963395326702,0.263141899074853,0,0,0,0,0,0
X601939.CH.EQUITY,0.328675833139741,0,0,0.330424072078639,0,0.103673070584,0,-0.0624536584866647,0,0,0,0,0,0,0.110024774678624,0.0665583481395615,0,0,0,0,0,0.0049140546441934,0,0,0,0,0,0,0,0,0,-0.00901276706728164,0,0,0,0,-0.130900783205055,0,0,0.338099549959953,0,0,0,0.0177718143119548,0,0,-0.0424967952362903,0,0,0
X601288.CH.EQUITY,0.368285729388532,0,0.118040260534052,0,0,0.227205344719108,0,0,0.110920841205299,0,0,0,0,0,0,0,0.0512266789851426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864489373419954,0,0,0,0,0,0,0,0,0.17344046159374,0.0566153247102991
X5.HK.EQUITY,0,0,0.0550790496862675,0.230766650890395,0,0.137071981186233,0,-0.402163675726864,0,0,0,0,0.0978794116552737,0,0,0,3.46944695195361e-18,0,0,0,0.415380710625335,0,0,0,0,0.488803698686185,0,0,0,0,0,0,0,0.0975702151330493,0,0,0,0,0,0,0,0,0,0,-0.179322407058161,0,0.122553597136931,0,-0.00909500056965314,0
X601988.CH.EQUITY,0.281506862876425,0.0693505533714829,0.318559250985464,0,0,0,0,0,0.137908474890741,0,0,0.00628724232598607,0,-0.17508572541384,0,0,0,0,0,0,0,0,0.152545241278019,0,0,0,0,0.0239282786603692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801880614201676,0,0.154328883711411,0,0,0,0,-0.0183217740499609,0
X600036.CH.EQUITY,0,0,0,0,0.0971357734791839,0,0,0.245846749667109,-0.00772107747920913,-0.0377778037534123,0.0157044749977687,0,0.280609211249548,0,0.258280483041724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921809233565898,0,0,0.0897228531229586,0,0,0,0.134739215008149,0,0.0105204703715985,0,0,0,0,0,0,3.46944695195361e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.036813450963091,0,0,0,0.209815173626289,0,0,0,-0.179220799727018,0,0,0,0,0.366600899853282,0.177561493481928,-0.0502044082506852,0,0,0,0.10476654698802,0,0.0721102801863501,0,0,0,0,0,0,0,0,0,0.00101349026911888,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.315957944365052,0.208680255183056,0,0,0.102961948143003,0,0,0,0,0.0313221930725421,0,0,0,0,0,0,0,0.0845339694915061,0,0,-0.081477630881426,0,0.0250640396525571,0,0,0,0,0.211808367906273,0.0755577738205271,0,-0.316462827038275,0,0,0,0,0,-0.203142518859725,0,0,0,0,0,0.0210745402330604,0,-0.0593278740173281,0,0.00398447822141186,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0425375682180543,0,0,0,0,-0.202032010944901,-0.0215077700911355,0.029808851530762,0,0,0,0,0,0,0.239803226170841,0,0,0,0,0,0.0556658120014752,0,0,0,0,0,0,0.297683473736021,0,0,0,-0.182339066735312,0,0,0,0,0,0,0,-0.179202196243423
