,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0386752943809501,0,0.0249226086801239,0,0,0,0.0362559951077751,0.0575411340880426,0,0.377832839381353,0,0,0,0,0,0,0,0,-0.143633664985407,0,0,0,0.175701077317563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412755920197961,0,0,0,0,-0.0775656035222843,0,0,-0.139095937235158,-0.159418521413497
X002142.CH.EQUITY,0.226912078616995,0,0,0,0,0,0,0.0351677556461324,0.122879102052636,0,0.0181594903607163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301398440320236,0,0,0,0,0,0,0,0,-0.00874716260623412,0,0.270656151053042,0,0,0.011787495527416,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.281962223585319,0.139437337191685,0.113446989350936,0,0.0484868124649762,0,0,0,0.191774377080315,0,0,0.0032413152240072,0.0215962665004009,0.0301211371715819,0,0,0.0147402600117653,-1.73472347597681e-18,0,0,0,0,0,0,-0.180770917972316,0,0,0,0,0,0,0,0,0,0.19776657178623,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X600015.CH.EQUITY,0,0,0,0,0.0752608428640725,0,0,0,0,0.401735888376682,0.118474950826302,0,0.0193080958979925,0,0,0,0,0,0.121976868673269,0.0255323172888106,0,0,0,0,0,0,0,0,0,0.0346861650940777,0,0,0,0,0,0,0,0,0.019601206986119,0,0,0,0,0.0154804553144612,0,0,0,0,0
X600016.CH.EQUITY,0,0.0456196448574463,0.0584766265193639,0.366256816390548,0,0,0,0,0,0,0.0982500113370713,0,6.93889390390723e-18,0,0,0,0.220168740083414,0,0,0,0,0,0,0,0,0.0872643073508938,0,0,0,0,0,0.0497118174828347,0,0,0,0,0,0,0,0.0820997253419023,0.0941198132992905,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0767723965053917,0.157574934459944,0,0,0,0.0437788800163873,0,0,0,0,0,0,0,0,0,0,0,0,0.0915826686818367,0,0,0.00157200473979509,0,0,0,0,0,0,0,0,0,0,-0.130011733277055,0,0.0143378564974823,0,0.0604809631755689,0.448458856121328,0,0.175243816174019,0,0,0,0,0,0,0.0502287573019958,0.123375644192263
X600919.CH.EQUITY,0,0,0,0,0.0688769783060913,0,0,0,0,0.287709825414404,0,0,0,0.126134134286076,0,0,0.383096546254165,0,-0.0737276208038503,0,0,0.0387004743607076,0,0,0,0,0,0.110516951278783,0,0,0,0,0,0,0,0,0,-0.0153199942428264,0,0,-0.16664520874453,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.602930805014095,3.46944695195361e-18,0,0,0,0,0,0,0.0452303159605898,0,0,0,0,0.118680489645809,0.154103231621436,0,0,0,0,0,0,-0.201193023727061,0.105646523061545,0.059462013893678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520734131233901,0,0,0,0.138120525233339,0,0,0,0
X601166.CH.EQUITY,0,0.442795184813762,0,0,0,0,0,0,0,-0.0537404676325003,0,0,0,0,0,0,0.261848041860636,0,0,0,0,0,0,0,0.0506432294363193,0,-0.166916099594966,0,0,0,0,0,0,0.378841666828343,0,0,0,0,0,0,0,0.320682415399227,0.0216754840212579,0,-0.0428992247609839,-0.113760231960132,0,0,0
X601169.CH.EQUITY,0,0,0.128308792112379,0.607143827453432,0,0,0,0,0,0,0,0,0.261458930144287,-0.0692852842687668,0,0,0.0908660644759086,0.0150228579588511,0,0,0.0123469172239488,0,0.124850860175195,0,0,0,0,0,0,0,0,0,0,-0.0346183626158242,0,0,0,0,0,0.0572179726737197,0,0,-0.0806638694476971,0,0,0,0.102790728829023,0.06604296240835,0
X601229.CH.EQUITY,0.208875952068397,0.0472200752714321,0,0.0721147908177522,0.089264332965894,0,0.183300440838464,0,0,0,0,0,0,0,0,0.311131631841846,0,0,0,0,-0.0757646376552304,0,0,0,0,0,0,0,0.0077801988961129,0,0,0,0,0.11620341224892,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749169148701619,0,1.0842021724855e-19
X601288.CH.EQUITY,0,0.0117636130547357,0,0,0,0,0,0,0,0.27462522464361,0,0,0.0857422910854342,0.0815220297931305,0.138466465325642,0,0.109691380284221,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0538704491657525,0,0,0,0.0789448120711365,0,0.0678841675563688,0,0,0,0.0920286493780998,0,0
X601328.CH.EQUITY,0,0,0.0978152615532104,0,0.0386125415116058,0,0,0,0,0,0,0,0,0.100316255796338,0,0.0302395371762384,0.427296471264998,0,0,0,0.0924423190600247,0,0,0.0573498381238962,0,0,0,0,0,0,0,0,0.107664786542278,0,0,0,0,0,0.0155226372266765,0.109749008011244,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0.173181941613727,0,0,0,0,-1.0842021724855e-19,0,0,0,0.352299774897088,0.368159826774494,0,0,0,0,0,0,0,0,0,0,-0.191451353040271,0,0,0,0,0,-0.00801131360883902,0,0.190903904844262,0,0,0,0,0,0,0,0,-0.119702880986305,0,0,0,0
X601818.CH.EQUITY,0,0,0,6.93889390390723e-18,0.161922457843831,0,0,0,0,0,0.150652273694466,0,0.000749014876877535,0,0,0,0,0.189153082099616,-0.0270890130867837,0,0,0,0,0,0,0,0,-0.0613971272477643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0185269036333348,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0145734694157421,0,0.173295771643459,0,0.491702483145892,0,0,0,0,0,0.0477999003939106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503009356180345,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601988.CH.EQUITY,0,0.128465051515995,0,0,0.187460117471177,0,-0.0663171131785205,0,0.183966542944557,0.205532152003335,0,0.169537164155161,0.033326535562,0.0567365205853675,0,0,0,0,0,0,0,0,-0.0943492861556025,-0.095768894899036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060666160814123,0,0,0,0.101844960135549,0,0,0.062129343054372,0
X601998.CH.EQUITY,0,0,0.00148895141415651,0,0.192795842493208,0,0,0,0,0,0.130330295358189,0,0.146869269632866,0,0,0,0,0,0,0.132860904453858,0.0331138542838847,-0.248218008266412,0,0,0.0064778212586628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251993744685178,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.130868612228209,0,0,0.164344895505332,0,0,0,0,0,0.360544484799674,0.138398609784732,0,0,-0.11632631308838,0,0,0,0,0,0,0,0,0.123692083102923,0,0,0,0,0,0,0,0,0,0,0.257221106139712,0,-0.0110907443467906,0,-0.155458324307746,-0.132734439278305
X2388.HK.EQUITY,0,0,0,0,0,0,0.21908611383722,0,0,0,0,0,0,0,0,0.0594426533527332,0.0196630332111606,0,0.537066412758103,0,0.0299441627666737,0,0.218682551480748,0,0,0,0,0.240093983639307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10124374892188,-0.060598922545965,0,-0.0525543518847615,0,0
X5.HK.EQUITY,0,0,0,0,0,0.112605269375597,0,-0.054825514646402,0,0,0,0,0.19093234227931,0,0,0,0,0.212124599539482,0.331238991108988,0.334964707496453,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0751813423482609,0,0,0,0,-0.12752508175649,0,0,0,-0.0526139878410462,-0.282416386185997,0,0,0,0,-0.204990971201009,0,0.162561780006794,0,0.343041430212147,0
X2884.TT.EQUITY,0,0.130377154898544,0.0339583818231314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875120949789606,0,0,0,0.159268117179822,0,0,0,0,0.102252702528736,0,0,0,0,0.0214127730734849,0,0,0.209034506544695,0,0,0.183395630720777,0,0,-0.184988109371385,0,0,0.0119957246366374,0.0508261981454417,0,0,0.138059080473494
X2886.TT.EQUITY,-0.217656369028333,0,0,0,0,0,0.0921089040696806,0,0.152335799041653,0,0,0,0,-0.0687990403113916,0,0,0,0,0,0,0,0,0,-0.0290007981330282,0.871992136648825,-0.119456093617814,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0498588000416579,-0.0312229622340102,0,0,0,0,0,0,0.0729733982533984,0.106310415428393,0,-0.120098706705747
X2891.TT.EQUITY,0,0,0,0,0,0,0,0.181766439788153,0,0.0552430136455306,0.294783457816201,0,0,0,0,0.107275971325772,0,0,0,0,0,0.0620289019744194,0,0,0.388961878313688,0,0,0,0,0,0,0,0,-0.0539585383252351,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.074973802736157,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143677672843337,0,0.078843527100088,0.691565708709875,0,0,0,0,0,0,0,0,0,0,-0.0588873988011704,0,0,0,0,0,0.202182613565772,0,0,0,0,-8.67361737988404e-19,0.178503796101279,0.0775572946696876,0,-0.0864995999821431
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505854624402647,0,0.0440648633472865,0,0,0,0,0,0,-0.0353562373345472,0,0,0,0.252012627858396,0.205193905341639,0.0747739213877448,0,0,0.301837138699853,0.117823080040213,0,0,0,0,0,0,0,0.0483612706453269,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885477049623347,0,0,0,0,0,0,0,0,0.140779267412968,0,0,0,0,0.118813850273172,0,0,0,0,0.420189710481243,0,0.00423413853435545,0.0453195804507955,0.0935127697081322,0.0556546834095325,0,0,0,0,0,0,0.0209382642793898,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.117954149072754,0.221160596170404,0.208444542660904,0,0,-0.182236906543839,0,0,0,0,0.0333845177838658,0,0,0,0,0,0,0.119389979204712,0,0,0,0,0,0,0.29023031959903,0.305317785456319,0,0,0.0929647993455138,0,0,0,0,0,0,-0.000367651736549339,0,0,-0.0133378846762584,0.0583832086192557,0,0.0741183097832868
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0348568098984214,0,0,0,0,0,0,0.0955308586476323,0,0,0,0,0,0,0,0,0,0,0,0,0.241687913887853,0,0,0.0518639523559796,0,0,0.242941705559032,0,0,0,0,-0.0260858300874213,0,0.161277303378476,0,0,0.0062532589981689,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0749205014322964,0.149086896735224,0,0,0,0,0.00587084174062681,0,0,0,0.0850529036117543,0,0,0.00814363468628608,0,0,0,0,0,0,0,0.100219761668104,0,0,0,0,0.219898776316688,0,0.226705392991488,0.0217147547325001,0.27254886062467,0,0.056536357371363,0,0,0,0,0,0,0,0.0285167890052355,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615487284604011,-0.126952811651468,0,0.0318626349045383,0,0.0467511970118058,0.388533730294709,0,0,0.215771430176781,0.0424245315690728,0,0.00970311208152811,0,0.198690474251307,0,0,0,0,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0.0273371322802215,0,0,0,0,0,0.109206147647992,0,0,0,0,0,0,0,0,0,0,0,0.0726770088399055,0,0,0,0,-0.0498925353903022,-0.00549757477846773,0.286403146536206,0,0,0,0,0.140850616054761,0,0.0074013181570675,0,0.0689190425477106,0.282538783143362,0.124376468966053,0,0,0,0,0,0,0,0,0,0,0,-0.0926831592409237
X600999.CH.EQUITY,0,-0.00229092607258109,-4.33680868994202e-19,0.184976957047291,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.121874680445417,0,0,0,0,0,0,0.0846134340792413,0,0,0,0.0140157152177386,0,0,0.0837369192663387,0,0,0,0.484506944722999,0,0.093931410342089,0.0418737795479362,0,0,0,0.174940661714563,0,0,0,0,0,0,0
X601066.CH.EQUITY,0.045684187308428,0,0,0,0,0,0,0,0,0,0.114477700295619,0,0,0,0,0,0,0,0,-0.0381101584909481,0,0,0,0,0.107460536974672,0,0,0.148756921471351,0.246794680373304,0,0,0,0,0,0,0,0.175850430037706,0,0,0,0,0,0,0,0,-0.126463094526842,0,0,0
X601211.CH.EQUITY,-0.0452935305488291,0,0,0,0,0,0,0,-0.046579270936168,0,0,0,0,-0.0465601914761518,0,0,-0.0207681689444247,0,0,0,0,0,0.039481186940223,-0.0467620933854745,0,0,0,0,0.15951809070748,0.181696298167873,0.074521783522954,0.198055045736769,0.355780564201656,0,0,0,0.0680566414803577,0,0,0,0,0,0,0,0,0.00312928471454188,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0.0917628848260207,0,0,0.150273385396672,-0.052991653870516,0,0,0,0,-0.0754782074786001,0,0,-0.33464932064631,0,0,0,0.125453167544996,0,-0.101424099803192,0,0.0408572722823748,0.801360635188448,0,0,0,0,0,0,0,0,0,0.358849278571638,0,0,0,0,0,-0.352133508523203,0,-0.00231853537209793,0,0,0,-0.0632710215416543
X601881.CH.EQUITY,0,-0.0697183343779541,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0533570060540416,0,0,0,0,0,0,0.050363858643522,0,0,0,0,0,0,-0.0136182736629971,0,0,0,0.290859158392761,0.456435871701473,0,0,0,0.000839012637392192,0.00206962027931053,0.0733682602906329,0,0,0,0.0979052604495001,0,0,0,0,0,0,0.201040276289015,-0.0155598605344104,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864732833676358,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.329300211764694,0,0.473640609100752,-0.0344215550011995,0,0,0,0,0,0,0,0,0,0.54646228240101,0,0,0,-0.0829259009349844,0
X601318.CH.EQUITY,0,1.73472347597681e-18,0.101654930056554,0,0,3.46944695195361e-18,0,0.0218769842520769,0,0.0405095897076594,0,0,0,0,0,0,0,0,-0.0119602085097603,0,0,0,0,0.0882909851024613,-0.0501896122256267,0,0,-0.0176357068691291,0,0,0,0,0,0,0,0,0,0,0,0,0.414521872132366,0.270500498598686,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.173589920802997,0,0.0230532012274962,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0465248975073138,0,0,0,0,0,0,0,0,0,0.11363373566059,0,0,0,0.307716844144499,0.159408228472944,0,0,0,0,0.223084456330155,0.0227225174016159,0.0729643550790403,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0869531172283269,0,0.0968120504482861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435194105358446,0,0,0,0,0,0.0596581026109451,-1.38777878078145e-17,0.036040820905809,0,0,0,0,0,0,0,0,0,0,0.239920248163369,0.118829638055665,0,0,0
X601601.CH.EQUITY,0.289641573585934,0.166484468416421,0,0,0,0.115323535099143,-0.156822107121701,0,0,0,0,0,0,-0.0597570777812072,0.229550074770819,0,-0.162360320655101,-8.67361737988404e-19,0,0,1.38777878078145e-17,-0.0866975391645843,0,0.174089270131715,0,0,0,-0.0812858400220087,0,0,0,0,0,0.0915859889822099,0,0,0,0,0,0,0,0,0.274606887497632,0,-0.0160043598504278,-0.0841483347375823,0,0,0
