,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0178441025980689,0,0.00611561970883287,0,0,0,0,0,0,0,0.46647933294227,0,0,0,-0.0967690670791219,0,0,0,0,0,0,0,0,0,0,0,0,0.0503995792898813,0,0,0,0,0,0.0621725796996263,0,0,0.0893610554030725,0,0,0,0,0.209523332628613,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0
X601939.CH.EQUITY,0.111990636493563,0,0,0.290647830437061,0,0.225592393417871,0,-0.0426578961197412,0,0,0.0460749828425828,-1.38777878078145e-17,0,0,0.113572056072885,0,0,0,0,0,0,0,0.080359327568046,0,0,-0.00606693258190394,0,0,0,0,0,0,0,0,0,0,0,-0.11647742793286,0,0.384082312769371,0,-0.0510782848190508,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.322219397967127,0,0.251013885825728,0,0.121245133925812,0.26422926535292,0,0,0,-0.190565377087772,0,0,0,0,0,0,0,0,0,0.0585733089139748,0,0,0,-0.179568780203095,0,0,0,0,0,0,0,0,0.00155366064175967,0,-0.0838333087219786,0,0,0,0,0.136857102926521,-0.0070094537481159,0,0,0,0,0,0,0,0,0,-0.0196138392164578
X5.HK.EQUITY,0,0,0.037975770673015,0.207093914410987,0,0.145183482889707,0,-0.35951570328893,0,0,0,0,0.0653240478511748,0,0,0,0,0,0,0,0,0.388106467434755,0,0,0,0.45310443211105,0,0,0,0,0,0,0.071031226644034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186295007341656,-0.0894882828140459,0,0
X601988.CH.EQUITY,0.22359784489414,0.084947875696147,0.327266712926449,0,0,0,0,0,0.116284787865831,0,0,0.14549178683014,0,-0.225195523578825,0,0,0,-0.11087541827366,0,0,0,0,0,0.143274597354259,0.0805861381406927,0,0,0.133249200426183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323475201933745,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718745525046797,0,0,-0.0225450605568863,0,0.0286317742961975,0,0,0,0.312756361895029,0,0.126976971576413,0,0,0,0,0,0.151993523578182,0,0,0,0,0,0,0,0,0,0.0419343720792201,0,0,0,0,0.101674034224534,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0741768036539612,0.225185806862647,0,0,0.142547496543454,0.00283257685010144,0,0,0,0,0.0700021363579346,0,0,0,0,0,0,0.0298942507166322,0,0,0,-0.156957876453745,0,0,0,0,0,0.154089109592689,0,0,-0.117342323221832,0,0,0,0,0,0,-0.113804063742416,0,0,0,0,0.145373557827241,0,0,0,0,6.93889390390723e-18,0,0,0.12061039494056
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107305858382533,-0.0263034015407759,0,0,0,0,0,0,0,0.233441810450919,0,0,0,0,0,0.066394950269645,-0.0338838822576348,0,0,0,0,0.218429810981458,0,0,0,-0.184759447220301,0,0,0,0,0,0,0,0,-0.08318031395542,0
