,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.127211207005353,0,1.73472347597681e-18,0,0.119512979807488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441156638589365,0,0,0.0759207857527224,0,0,0,-0.079403702880399,0.239134757826577,0,0,0,0,0,0,0,0,0,0,0.126021317875162,-0.184388878946637,0,0.139407317652145,0,-0.149285723436034
X601939.CH.EQUITY,0.183643509483671,0,0,0.328614261790262,0,0,0,0,0,0,0,0.0241094675987409,0,0.23209174890841,0,0,0,-0.120679745890065,0,0,0,0.0597519547722218,0,0,0,0.229180429263173,0,0,0,0,-0.0960232049629914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00551953693884208
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0
X601288.CH.EQUITY,0,0.632051572643332,0,0,0.160299993695614,0,0,0,0,0,0.0134748825127862,0,0,0.0166297595967662,0,0,0,0,0,0,0,0.122971233364371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113491225459461,0,0,0,0,0,-0.0428077331368566,0
X601988.CH.EQUITY,0,0,0,0.390794840740775,0,0,0,0,0,0.248153286135564,0,0,0,0,0,0.320014977480551,0,0,0,0,0.158167137620565,0,0,0,0,0,0,0.0514499548397147,0,0,0,0,0,0,0,0,0,0,-0.486403780606382,0,0,0,0,0.1735596135909,0,0,0,0,0,0,0.274496204586638
X600036.CH.EQUITY,0,0.205872974436863,0,0,0,0,0,0,0.154207142560688,0,0,0,0.137594795121542,0,0,0,0,0,0,0,0,0,0.0855179845278831,0,0,0,0,0,0,0,0,-0.0124511655711665,0.00382961616553764,0,0.306071996356749,0,0,0,0,0,0.058270673758018,0,0,0,0,0,0.0189371435089906,0,0.0658855216543914,-0.0209541566860167,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.181649965242877,0,0,0,0,-0.193259449694468,0,0,0,0,0,0.0158666268068475,0,0,0,0,0,0,0.332021911535268,0,0,0,0,0,0,0,0,0,0,0.0161209060606849,0.120510328657335,0,0,0,0,0,0.0324761187639779,0,0,0,0,0,0.119698079635514,0.229929863620521,0,0.0265830386777761
X601658.CH.Equity,0,0.0718846765803726,0,0.100878701183008,0.0396089983262879,0,0,0,0,0,-0.0322178020101561,0,0,0,0,0,0,0,0,0.267323320143313,0.188589456564349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289463969022842,0,0.0959405511930837,0,-0.134117693802535,0,0,-0.0791443496656397,0,0,0,0,0,0,0
