,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0674968949233037,0,0,0,0,0,0,0.0524994434774353,0,0,0,0,0,0,0,0.145424147945125,0,0,0,0,0,-0.0271462860109313,0,0,0,0,0.01816369370386,0,0,0,0,0,0,0,0.270986783185988,0,0,0,0.156689163540166,0,0.0467022470131364,0,0.0384698778476994,0.0298849602195513,0,0,0,0,0
X002142.CH.EQUITY,0.256426065892972,0,0,0,0,0.265563626551709,0,0,0,0,0,-0.0635738327016521,0,0,0,0.237655512432812,0.149103232073868,0,0,-0.0144529778376876,-0.0835324777698586,-0.209390741995483,0.0730228280949212,0,-0.136095868756205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103414289153502,0,0.150160313278143,0,0,0,0.0576029319635569,-0.0151805388706029,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.161829532200973,0,0,0.534792051992497,0,0,0,0.138087641037081,0,0,0,0,0.102725708962063,0,0,0,0.0582883826342748,0.186246285006359,0,0.054371155659336,0,0,0,0,0,0,0,-0.193646872845722,0,-0.00705489288290146,6.93889390390723e-18,0,-0.125574933166084,0,0,0,0,0,0,0,0,-0.0104424306721806,0,0,-0.00662853358231497
X600015.CH.EQUITY,0.0265397940973759,0,0.109497709642571,0,0,0,0,0,0.0397764281979028,0.444525932241163,0,0,0,0,0.158331015653033,0.0276076043007229,0,0.0370335055781883,0.0410967872111174,0,0,0,0,0,0,0,0,0,0,0,0.202075471422131,0,0,0.0740360733647201,0.0695951723934916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.154140086217229,0,0,0,0,0,0,0,0,0,0,0.224076254514437,0.318087618413194,0,0,0.0970579650374558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248930674432789,0,0,0.0985473577712749,0,0,0,0,0.0275756551294878,0,0,0.0212508135927819,0,0,0.0912646243026049,0
X600036.CH.EQUITY,0,0,0.333067801772142,0,0,0,0.309359906951891,0,0,0,0,0,0.183017822254457,0,0.136484952049727,0,0,0,0.12332870085132,0,0,0,0,0,0,0.0915021878755382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159930337304676,0.148375791050116,0.00332212433770824,0,0,0,0,0,0
X600919.CH.EQUITY,0,-0.161418621176188,-0.154022830389589,0,0,1.05321912651858,0,0,0,0,0,0,-0.162453533691031,-0.168085666962292,0,0,0,0,0,0.0770850342874584,0,0,-0.120056830605272,0.0556589834861135,0,0.0540867894485409,0.259349421829337,0,0,0,0,0,0,0,0.261596136043978,0,0,0,0,0,0,0,0,-0.665391382145537,0,0,0,0.0711437066825433,0,0.219313083990097
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0.513037408019438,0,-0.214113220281846,0,0,0,0,0.0179774144682464,0,0,0.254516631847251,0.388102618008337,0,-0.342022686218136,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.3016886297931,-0.0524082104263247,0,0,0,0,0,0,0.0121717116433177,0,0,0,0,0.0989351073980143,0,0
X601166.CH.EQUITY,0,0,0.267925154437275,0,0,0,0,0.239553407144697,0,0,0.0141288108697308,0.244039491575989,0,0,0,0,0,0.00800459495585553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146045047554561,0,0,0,0,0,-0.0759701886750429,-0.0235972019073463
X601169.CH.EQUITY,0,-0.0722363875256086,8.67361737988404e-19,1.39227216079261,0,-0.0487575165298433,0,-0.204116694946853,-0.171580913458047,0,0,0,0,0,0,0,0,0,0.0456470651999923,0,0,-0.124500941760739,0,0.0775050058408192,0,0,0,0,-0.0277745536315199,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293851931559784,0,0,0,0,0,0,0
