,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.149418493124772,0,0,0,0,0.00182280905692393,0.071777264983599,0.288031674426336,0,0,0,0,0,0,0,0,0,0,0,0.00894397993846716,0,0,-8.67361737988404e-19,0.110215826210621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3222723715012,0,0.0714375436197746,0,0,0,0,0,0.125813906208632,0,-0.0977596618109824,0,0,-0.138209795638169
X002142.CH.EQUITY,0.216222302316322,0,0,0,0,0.082422996886063,0.0534262730594574,0,0,0,0,0,0,0,0,0,0,0,-0.0404049953181189,0,0,0,1.38777878078145e-17,0,0,0,0,0.146093797572925,0.0867193830426204,0.0946305206833825,0,0.116015002038345,0,0,0,0,0,-0.00634960454632788,0,0,0,0,0,0,0,0,0,0,0,-0.0601727921385382,-0.129878615667874,-0.228776893938336
X600000.CH.EQUITY,0.0458034663581925,0,0,0,0.0404472514742462,0.144562040712024,0,0,0,0,0.457224169092981,0,0,0,0,0,0,0,0,0,0.155734864725643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018647866455729,0,0,0,0,0.0485079792286265,0,0,0,0,0,0,0,0,0,0,0,0.113880522469255
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.18024976394939,0,0,0,0,0.342306801238427,0,0,0.0624536958734103,0.00141389729312324,0,4.33680868994202e-19,0,0,0,0.0200430950993653,0.118167971957946,0.0176675833535165,0,0,0,0,0,0,0.11760692899877,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00695712199171357,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0833612167641408,0,0,0,0,0.105231137927963,0,0.408084657728047,0,0,0,0,0,0,0,0,0,0,0.0898215510553619,0.0224604499945546,0,0.279546616906164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799351617192624,0
X600036.CH.EQUITY,0.101471747100611,0.197646514458765,0.157360528296148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106287663488223,0,0,0,0,0.111108278426365,0,0.0358155882382661,0.248142204626826,0,0,0,0.0393343044610355,0,0,0,0,0,0,0,0,0,0,0,0,0.0457510991352987,0,0
X601166.CH.EQUITY,0.0940975597524644,-6.93889390390723e-18,0,0,0,0.313615496700394,0,0,0,0,0,0.128708686504858,0.0118628463129453,0,0.0988796171223129,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0065189130223754,0,0,0,0,0,3.46944695195361e-18,0.424604888451165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0888755186796032,0.196971239412766,0.40907385506244,0,0,0,0,0,0,0.199158068650005,0,0.0704222432161445,0,0.0142662667191779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143437533267703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728401496468095,0,0,0,0,0
X601229.CH.EQUITY,0,0,-0.0203119398151971,0.158398510653395,0,0,0,0,0,0.386875195950253,0,0,0,0.0945661660507632,0,0,0,0,0,0.171993735057377,-0.0260623280454587,0,-1.38777878078145e-17,0,0,0.377759925528565,0,0,0,-1.73472347597681e-18,0,0,0.146819338847923,0,0,-0.0379965729416482,0,0,0.103454270666457,0.0650456421420701,-0.042611843618981,0,0,0,0,-0.12050278460155,0,0,0,-0.100475127464761,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.23412781513215,0,0,0.545523211335136,0,0.107148236571625,0.0647550360622919,0,0,0,0,0.0339896239207396,0,0,0,0.0980627079014681,0,0,0,0.0146919124153697,0,0,0,0,0,0,0,0.0364318866405141,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0557032383566482,0.0288526291855897,-0.0185121670426777,0,0,0,0,0.0559623686990058
X601328.CH.EQUITY,0,0.00370932196195693,0.27693946311504,0,0.0567934115689591,0,0.0202831688017079,0.238197925351979,0,0,0,0.0460993626823568,0,0,0.0053729747302415,0.185078078980102,0,0,0,0.0720347137441666,0,0,0.0885272166981135,0,0,0,0,0,0,6.93889390390723e-18,0,0.090747150398349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145757071571449,0.0551359153301451,0,0,0,0
