,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.208988389447966,0,0.202984427054884,0,0,-0.0695160889222219,0,0,0,0,0,0,0,0,0.113926096057807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233092034811794,0.0638840346261773,0,0,0,0.040011836265324,0,0,0,0,0,0,0,0,0.277641129759773,0,0,-0.0686815842701033,0
X601318.CH.EQUITY,0,0,0,0,0,0.103697445215193,0,0.0317065010230015,0.0763782833175697,0,0.0672607733842118,0,0,0.10055523419144,0,0,0.0497672190040237,0,0,0.457571067540004,0,0,0,0,0,0,0,0,0.0815927960304847,0,0.0986162346631889,0,0,0,0,0,0.0556087270951361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179953359648963
X601939.CH.EQUITY,0,0,0,0,0.28791670346509,0,0.209915664297667,0,0,0,0.135982217536819,0,-0.145380829714042,0,0.0206636486115641,0,0,0,0,0,0.0996927561715637,0,0.487171591790803,0,0,0,0,-0.0662867125768686,0,0,0,0,0,0,0,0,-0.0440350913417086,0,0,0,-0.012984123452945,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0762323258517333,0,0,0,0,0,0,0,0,0,0,0.196947931658811,0,0,0,0,0,0,0,0.132421157827255,0,0,-0.176001613778744,0.122283204034583,0,0,0,0,0.352474757317293,0.262995382300681,0,0,0,0,0,0,0,0,0,0,0.0726524601116693,0,0,0,0,0,-0.116948556925355
X601288.CH.EQUITY,0.0888693263621599,0,0.0385381385154615,0,0,0,0,0,0,0.037959608478591,0,0,0,0,0,0.550310533439373,0,0,0,0,0.0749116226200575,0,0.157611094708183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108430140281901,0,0,0,0,0,-0.0440913340999907,0,0.0416072754804315,0,0,-0.0111491225714689,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.200234219868287,0,0,0.208592997576232,0.311910278853346,0,0,0,0,0,0,0,0,0,0.163426640105641,0,0,0,0,0.175063665667297,0,0,-0.0296053484254278,0,0,0,0,0,0,0.0851882668630793,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.153345329413377,0,0,0,0,0,0,-0.035160081049155,0
X1299.HK.EQUITY,0,0,0,0,-0.164604164665864,0.0347013897096636,0,0,0,0.376784135687802,0,0,0,0,0,0,0,0.111048452001135,0,0,-0.0482480713270114,0,0,0.147987427745138,0,0,0.338974675693606,0,0.0689288848440613,0,0,0,0,0,0,0,0.0239809782132942,0.0212887057477916,0,0,0,0.0782302700919349,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623460548370082,0,0,0,0,0,0,-0.153061804910195,0,0,0.0274002540841477,0,0.0161745052153424,0,0,0,0,0.124447352192021,0.448641531879748,0,0,0,0.134091653380584,0,0,0,-3.46944695195361e-18,0,0,0,-0.175573108283051,0,0.257696483296607,0,0.23253765792836,0,0,0,0,0.174224355573154,0,0,0
X388.HK.EQUITY,0,0.0474819286103767,0,0,0,0,0,0,0,0,0,0,0,0.133661288721762,0,0,0,0,0,0,0,0,0,0.0485755909760247,0,0,0,0,0,0,0,0.369362130620942,0,0.0938845539678945,0,0,0.104843463992254,0,0.235006113838682,0,0,0.0321270375158315,-0.248497958477967,0,0,0.332575549590932,0,0,0,0,0.0200857190644326,0
