,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.13760106968183,0,0,0,0,0,0,0,0,0,0,-0.0977139029949448,0.434727642947181,0,0.68827477335769,0,0.0393177422538089,0,-0.127707891735509,0,0,-0.0822693550159317,0,0.103756183621725,0,0,0,0,-0.135507445020601,0,-0.339560852315345,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.113159715463555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307966576571845,0,0,0,0,0,0,0,0,0,0.114201108257151,0,0,0,0,0,0,0.472241469097796,0,0,0,0,0,0,0,0,0,0.0916500297893055,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.794838736783555,0.0150430332046907,0.0319208365955262,0.00944760268813928,0,0,0,0,0,0,0,0,0,0,0,0.0387070936379596,0,0,0,0,0,0,0,0,0,0,0,0,0.0864101492721094,0.0325516890825046,0,0,0,0,0,0,0,0,-0.00496987876006654,0,0,0.0441260453225319,0,0,0.0402027959716932,0,0,0,0
X601288.CH.EQUITY,0,0,0.920373422950099,0,0,0,-0.0677988577555075,0,0,0,0,0,0,0,0,0,0,0.116118087767973,0,0,0,0,0,0,0,-0.0147961044532783,0.0589204273675415,0,0,0,0,0,0,0,0,0,0,-0.10399417034092,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.048402111854376,0
X601988.CH.EQUITY,0.0537817024046369,0,0,0,0,0,0,0,0,0,0,0,1.25368242097475,0,0,0,0,0,0,-0.220662821639336,-1.38777878078145e-17,0,0,0,0,0,0.0642989988083951,0,-0.119843543173755,0,0,0,-0.130216223306867,0,0,-0.200140134455708,0,0,0,0,0,0.0090420639801125,0,0.023205015129976,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915294656638593,0,0,0,0,0,0,0,0,0,0,0.101120563996224,0,0,0,0,0,0,0,-0.113478276478467,0,0,0,0,0,0.0798176239815427,0,0,-0.0832855788040544,0,-0.0584782699744272,0,0,-2.71050543121376e-20,0.0165209104440945,0,0.0366589618938946,0,0,0.059146105207309,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.385383015497372,0.0891937467333139,0,0.0206686264582588,0,0,0,0,0,0,0,0,0.0136052703705019,0,0,-0.210921281967571,0,0,0,0,0.0195159912421583,0,0.20607022430066,0,0,0.153456828355519,0,0,0,0,0,0,0,0,0,0,0,0.419800382538596,0,0.0183661507290764,0,0.0345728784138891,0.138510862418674,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115991352979367,0,0,0,0,0,0,0,0.195032898779713,0,0,0,0,0,0,0.203970013340293,0,0,0.204406616669059,0,0.184715855477719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173428100366826,0,-6.93889390390723e-18,0,0,0,0,0,0,0.123872781634015,0.25908370585296
X388.HK.EQUITY,0,0,0,0,0,0,0.242518720879328,0.0250282984760607,0,0,0,0,0,0,0,0,0,0,-0.256084298168081,0,0,0,0,0,0,0.410474129226438,0,0.0189137791400129,0,0.0605696481092907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224247569233634,0.0120315775105049,0,0.0776224823944673,0,-0.230035189970976,-0.0588115939432432,0
