,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0323984541114517,0,0,0,0.395014322561753,0,0,0,0,0,0,0,0,0,0,-0.115197554165612,0,0,0,0,0,0,0,0,0,0.231354273491639,0,0,0.160307260837456,0,0,0,-0.0518067052151479,0.270134981336802,0,0,0,0,0,0,0,0,0,0,0.0972730534668308,-0.165433025467591,0,0,0.0521972197574042,0,0
X601939.CH.EQUITY,0.19078787109343,0,0,0.344755325544963,0,0,0,0,0,0,0,0.0345544765361911,0,0.213480576742234,0,0,0,-0.120214041203343,0,0,0,0.0587995839164411,0,0,0,0.222438852165377,0,0,0,0,-0.105767768287625,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389533008863473,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632065858118822,0,0,0.16027523306032,0,0,0,0,0,0.013494133665847,0,0,0.0166272816506782,0,0,0,0,0,0,0,0.122962584646822,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113418670701667,0,0,0,0,0,-0.042809203530687,0,0
X601988.CH.EQUITY,0.0191563998070961,0,0,0.329773605491108,0,0,0,0,0,0.350713665376371,0,0,0,0,0,0.0437966225453969,0,0.232119840756853,0,0,0.105811910927509,0,0,0,0,0,0,0.0752954174644898,0,0,0,0,0,0,0,0,0,0,-0.524099896128225,0,0,0,0,0.0382784251348728,0,0,0,0,0,0,0,-0.259815517514185
X600036.CH.EQUITY,0,0.205880417615111,0,0,0,0,0,0,0.154247422231683,0,0,0,0.137565157807824,0,0,0,0,0,0,0,0,0,0.0855037469453,0,0,0,0,0,0,0,0,-0.0124502788535045,0.00384767563958544,0,0.306047989447363,0,0,0,0,0,0.0582580252413527,0,0,0,0,0,0.0189357048940531,0,0.0659016378876746,-0.0209628098617354,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.344578147759265,0,0,0,0,-0.0942869874030303,0,0,0,0,0,0,0,0,0,0,0,0,0.373068713006141,0,0,0,0,0.0565380380881642,0,0,0,0,0,0,0,0,0,0,0,0.0243363377451258,0.00463834347349216,0,0,0,0,0,0,0,0,0.170881550350813,-0.0781971119149445
X601658.CH.Equity,0,0.0718931761578822,0,0.10089075069915,0.0395980946058263,0,0,0,0,0,-0.0322265808398772,0,0,0,0,0,0,0,0,0.267332219863657,0.188586933810238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289449335194811,0,0.0959389367950824,0,-0.134107507033067,0,0,-0.079132348250364,0,0,0,0,0,0,0,0
