,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.535383626669716,0,0.0440785846317952,0.0310865804530951,0.00035129820239384,0.0344218501699717,0,0,0,0,0,0,0.0370162972836129,0,0,0,0.024873572036597,0.074010211336939,0,0,0,0,0,0.11422288752314,0,0,0,0,0,0,0.0143238471540972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.468094623272341,0,0,0.181988266374366,0,0.112016714330808,0,0,0,0.0167213876705537,0.135161627885791,0,0,0,0,0,0,0,0,0,0,0.00112835027598296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507616297873122,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0
X601288.CH.EQUITY,0.325171071415217,0.123302745690311,0,0,0,0,0,-0.0125925631393895,0,0.0779851065893374,0,0,0,0,0,0,0,0.173442989342737,0,0,0.1170438991833,0,0,0,0,0.0209851527682214,0,0.111065819751451,0,0,0.048245685788772,0.00815154723532512,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0782278391687992
X5.HK.EQUITY,0,0,0,0,0,0.177115001509856,0,0.17484734712592,0,0,0,0,0,0,0,0,0.408619775426755,-0.208630965478349,0,0,0,0,0,0,0,0.195351704634675,0,0,0,0,0,0,-0.00519233048641069,0,0,0,0,0.0807190882651139,0,0,0,0,0,0,0,-0.683875129108264,0,0,0,0.26052321511058,0
X601988.CH.EQUITY,0,0.290080849449577,0,0,0,0,0,0,0.0256350537703359,0,0,0,0,0.071228433111633,0,0,0,0.0484667326178303,0,0,0,0,0,0.465669631299844,0,0,0,0,0,0,0,0,0,0,0.101094391420464,0,0,0,0,0.0287165270014081,0,0.0376408466994268,0,0,0,0,0,0,0,0.0464147887555015,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0788905630554269,0,-0.0210443412212047,0,0.125846928591435,0,0,0,0.0289491191121593,0,0,0,0,0,0.365171963329852,0,0.222925494599178,0,0,0,0.0957967654873952,0,0,0,0.0244958724101843,0,0,0,0,0,0,0,0,0.0423376168236799,0,0,0,0,0,0,-0.0369920924800992
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.101782922565697,0,-0.0647336455512443,0,0,0.250185374651766,0,0,0,0.0841258997778057,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.329581626354525,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0247309381589373,0,0,0,0,0,0.195778045164704,0,0,0,0,0.00480128992046715,0.00168627753948479,0,0,0,0,0,0,0,0,0,0.0425571215533846,0,0,0,0,0,0,0,0.225660944709839,0,0,0,0,0,0.171957767730222,0,0.157832493425105,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144231774338144,0,0,0,0,0,0,0,0,0,0,0,0.115331491131533,0,0,0,0,0.0382028483773497,0.105935482238448,0.0187093001250916,0,0,0,0,0.06670277788813,0,0,0,0,0.119664939112871,0,0,0,0,-0.0217304590727192,0.0110172748193221,0,0.16193173981401,0.256798836368594,0,0,0,0,0,0,0,0,0,0.00317621294007853
X601166.CH.EQUITY,0,0.0552379084709559,0.109516909209644,0,0,0.166563203625143,0.140023729311372,0,0,0,0,0,0,0,0,0.0277706933038945,0,0,0,0,0,0,0,0.149856188076913,0.0794952332008899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107210756948401,0,0,0,0,0.0576544841025194,-0.0220285405546573
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.306756576529954,0,0,0,0,0.0498564618542513,0,0,0,0,0,0,0,0,0,0.290001985832221,0,0,0,0.16564401266458,0,-0.280017537695723,0.595801586744138,0.136667397806303,0,-6.93889390390723e-18,0,0.0356059321685993,0,0.129358725588185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0961568523217681,0,0,0,0,0,0,0,0,0,0,0.121908352022638,-0.132637894928255,0,0,0,0,0,0,0,0.0663632702334793,-0.0745527854009854,0.118229745063125,0.217253483404308,0.112857884976181,0,0,0,0.221209310042952,0,0,0,0,0,0,0,0,0.262851102401807,0,-0.00791476002917166,0,0.0318925145906901,0
X11.HK.EQUITY,0,0,0,0,0.0337014399903605,0,0,0,0,0,0,0,0,0,0,-0.0217778181959749,0.374992226810072,0,0.378493115966964,0.122808637775626,-0.211002486663901,0,0,0,0,0,-0.279108634036085,0,0.0432396535850701,0,0,0,0.11650485934927,0,0,0,0.11062364482155,0,0.136764028925546,0,-0.0161240534304412,0,0,0.183091381919038,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0273140946332016,0,0.0220505205758628,0.0443388610941395,0.227299732656058,0.061658717910144,0,0.00522644634620442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109022252662361,0,0,0,0,0,0,0,0,0,0,0.102901092064616,0,0,0,0,0.0696546119365548,0.0709826820956074,0,0,0,0,0,0,0.138698091660259,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056046534699903,0,0,-0.0484817403791208,0,0,0.0597198835334982,0,0,0.116742572851825,0,0,0.114739579720805,0,0,0,0.0536410971925369,0,0,0,0,0.740318774408069,0.087157744742097,0,0,0,0,0,0,0,0,0,0,0.0541678214481757,0
X2388.HK.EQUITY,0,0,0,0,0.0740465609195909,0,0,0.00672423086425029,0,0,0,0,0,0.0509512417622196,0,0,0,0,0.0679068172410202,0,0,0,0,0,0,0.18991012581702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380012112498151,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.17134814988703,0,0.200173622910238,0,0,0,0.0206147359896302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402251006482611,0,0,0,0,0.101299702301555,0,0,0,0,0,0,0,0,0,0,0,0.210528087101142,0,0,0.0478683490901261,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.485577556597423,0,0,-0.0968825445452651,0,0.116605082596348,0,0,0.0201437066525125,0,0,0.0373444593555614,0,0,0,0,0,0.101384415132555,0,0.195365834917388,0,0,0.0679682362240313,-0.0331257199458601,0.0466315843417923,0,0,0,-0.033292067899767,0,0,0,0.0259043428189106,0,0,0,0,0.0966133573450986,0,0,0,0,0
X267.HK.EQUITY,0,-0.401565185024226,0,0,0,0,0.188193519571832,-0.226022944287722,0,0,0,0,0.14240370990888,0.214187387731697,0,0,0.278822488956228,0,0,0,0,0.476960977817776,0,0,0.337730476271021,0,0,0,-3.46944695195361e-18,0.121422230836567,0.387972235694642,-0.553728855678784,0,0,0,0,0,0,0,0,0,0,0,0.0339120178360505,0,0,0,0.00843136533428565,0.223586624298099,0,0
X601998.CH.EQUITY,0,0,0,0.0419768405749777,0,0.131962804245694,0,0,0,0.244857769059883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849504212164972,0,0.133334920559234,0,-0.031352292930347,0,0,0,0.0852757346125753,0,0.128391910406153,0,0,0,0,0,0,0,0
