,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0178353247180935,0,0.00610942895472298,0,0,0,0,0,0,0,0.466490486461829,0,0,0,-0.0967708671293835,0,0,0,0,0,0,0,0,0,0,0,0,0.0504033985890911,0,0,0,0,0,0.0621821299133496,0,0,0.089345628647637,0,0,0,0,0.209537368117807,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111969834649872,0,0,0.290661761474794,0,0.225579741452838,0,-0.0426617999037567,0,0,0.0460662149484711,0,0,0,0.11356954257146,0,0,0,0,0,0,0,0.0803830952659375,0,0,-0.00606898380634372,0,0,0,0,0,0,0,0,0,0,0,-0.116470034946614,0,0.384086494324218,0,-0.0510727080915597,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265252802462363,0,0.227912378335623,0,0.129883303036658,0.283195269851966,0,0,0,-0.163826540069711,0,0,0,0,0,0,0,0,0,0.0857123215230656,0,0,0,-0.177069398654629,0,0,-0.020566675883065,0,0,0,0,0,0,0,0,0,0,0,0,0.154038413092223,0,0,0,0,0,0,0,0,0,0,0,-0.00157732837480585
X5.HK.EQUITY,0,0,0.0379749883985008,0.207097336229026,0,0.145182948877364,0,-0.359511233323209,0,0,0,0,0.0653277072336211,0,0,0,0,0,0,0,0,0.388109621407436,0,0,0,0.453102201018213,0,0,0,0,0,0,0.0710307269988704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186293451799335,-0.089491048370299,0,0,0
X601988.CH.EQUITY,0.223597679725727,0.0849457602064973,0.327267294324998,0,0,0,0,0,0.116273493948661,0,0,0.145512655825069,0,-0.225194246011206,0,0,0,-0.110886904856491,0,0,0,0,0,0.143272200129139,0.080579673172339,0,0,0.13324849912597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323390661950181,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718775015549555,0,0,-0.0225474504705774,0,0.0286314807817569,0,0,0,0.312753490646579,0,0.126974984877676,0,0,0,0,0,0.151994046588358,0,0,0,0,0,0,0,0,0,0.0419375678822714,0,0,0,0,0.101676210325104,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.322380297920404,0,0,0,0,0,0,0,0.0316468295528339,0,0,0,0,0,0,0,0.0733740769361015,0,0,0,-0.0649456666229882,0,0,0,0,0,0.0671269868456193,0,0.00987257187977165,-0.0321820023641239,0,0,0,0,-0.0281559347420457,0,-0.188881331634095,0,-0.0345368344007367,0,0,0.234025793405328,0,0,0,0,0.160062738151764,0,0,0,0.12703930393117
X601658.CH.Equity,0,0,0,0,0,0,-0.271732798371841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571814887381008,0,0,0.254199800470656,0,0,0,0,0,0,0.0823732165235656,-0.346440926146277,0.237585224414945,0,0,0,0,0,0,0,0,0,0,-0.028602703347814,0,-0.180118627790784,0,-0.512368615545276
X601166.CH.EQUITY,0,0,0.201580150668036,0,0,0,0.43097486543744,0,0,0,0,0,0,0,0.0780389493567041,1.0842021724855e-19,0,0,0,0.0662075876785536,-0.044873381182027,0,0,0,0,0,0,0,0.00454135968051451,0,0,0,0,0,0,0,0,0,0,0,0,0.0800483880611192,0,0,0,0.15082570739403,0,0,0,0,0,0.0535512752644387
X601328.CH.EQUITY,0,0,0,0,0,0.0366904165442523,0,0,0,0,0,0,0.571204351897408,0,0,0,0,0,0,0,0,0,0.216844103031239,0,0,0,0,0,0.0200936195640086,0,0,0,0,0.0260711411960283,0,0,0,0,0,0.114035014621829,0,0,0,0,0.0108599412959604,0,0,0,0,0,0,0.00864958756957234
X600000.CH.EQUITY,0,0.0473700703463195,0,0,0,0,0.29115436769781,-0.0425090131689525,0.0230586897073961,0,0,0.303511618504148,0,0,0.12616527549195,0,0,0,0,0,0,0,0,-0.115608758883027,0,0,0,0,0.000686667362681529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134787579360386,0.070196356526878,0.0587590515412293,0,0,0,0,0.0323162177766245
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463010227124074,0,0,0,0,0,0,0,0,0,0,0,0,0.498701320794119,0,0,0,0,0.0893834944225738,0,0,0,0,0.0189573081585637,0.035982434919675,0.0648280844410952,0,0.00102190768107132,0,0,0,0,0.115169020960071,0,-0.115983731304985
X000001.CH.EQUITY,0,0.0461173857714361,0.0480881826605185,0,0,0,0.172758849074611,0,0,0,0.172477195855827,0,0,0,0,0,0,0,0,0.131832022602589,0,0.00339321915272749,0,0.0686792002691008,0,0,0.155155568361437,0,0,0,0,0,0,-0.141704460950343,0,0,0,-0.187590408421316,0,0,0,0,0,0,0,0,0.21855928143838,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.292076259019175,-0.012144550212606,0.270594043790769,0,0,0,0,0,0,0.0169747168146054,0,0,0,0,0,0.231309681416872,0,0,0.00393278363896902,0.174523122007102,0,0.251745919373056,0,0,0,0,0,0,0,0,0,0.0919088878929889,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.226822215653385,0,0,0,0,0,-0.0359746168252172,0,0,0,0,0,0,0,0.0947283321436127,0,0,0,0,0,0,0,0.297915280635976,0.0341866921959011,0,0,0,0,0.233685152492367,0,0.336363926011363,-0.0217639589177293,0,0,0,0,0,0,0.0331467969548805,0,0,0,0,0,0,0,0,0,0.108876643336854
X688.HK.EQUITY,0,0,0,0.261285542660872,0,-0.277306379747391,0,0,0.0704178388900301,0,0,0,0,0.236393760125508,0,0,0.239394151358237,0,0,0.101223207880108,0,0,0,0,0,0,0,0.180956261952987,0,0,0,0,0,0,0,0,0,-0.287170320341008,0,0,0,0.40477973393469,0,0,0,0,0,0,0,0,0,0.121238073076512
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719364242549506,0.0336867090364905,0,-0.215876880133237,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0108196621008141,0,0,0,0,0,0,0,-0.0949183669178705,0.276629772016438,0,0,0,0,0.261716798957967,0,0,0.0694884109804238,0,0,0,0,0,0.216435830984334,0,0
X388.HK.EQUITY,0,0,0.126391119033178,0.170404576112171,0,0,0,0.277905493722384,0,0,0,0,0,0,0,0.0314693231058783,0,0.0422673960505754,0,0,0,0,0,0,0,0,0,0.219716431259449,0,0,0,0,0,0,0,0.0336172216357085,0,0,0,0,0,0,0,0,0,0,0,0.0582117556922081,0,0,0,-0.0152222168983868
