,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.128424421550456,-4.33680868994202e-19,0,0,0,0,0,-0.150946677281976,0,0,0,0,0,0,0,0,0,0,-0.122024013964633,0.0764150036360332,0,0.442738624256785,-0.137866341505466,0.56384861185484,0,0,0,-0.0189306390535673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.196784903352214,0,0,0,-0.0641896579150703,0,0,0,0.153980261578403,0,0,0,0,0,0,0.0147709959596789,0,0,0,0,0,0,0,0,0,0.150755486898618,0,0,0,0,0.240843215417196,0,0.160490071006344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0477461543147487,0,0.79575289682676,0,0,0,0,0,0.0469496242790244,0.0303016224277199,0,-0.0276134565007063,0.0207889784089459,0,0,0,0.0833869373101801,0,0,0,0,0.00108249094639478,0,0,0,0.0218907097569802,0,0,0,0.0221547262220612,0,0,0,0,0,0,0.079969067010613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911501098158169,0,-0.0481192643767473,0,0,0,0,0,0,0,0,0,0,0.017959754278651,0,0,0.137043434946946,0,0,0,0,0,0,0,0.0299395110318558,0.0049776050320129,0,0,0,0,0,0,0,0.0114630505853984,0,0,0,-0.0886580715145195,0,-0.107365308832156,0,0,0,0.0259812284117887,0,0,0,0,-0.0365314910429896,0
X601628.CH.EQUITY,0.0108843864771722,0,0,-3.46944695195361e-18,0,0,0,0,0,0.249153421147648,0,0.180304503886248,0,0,0,0,0,0,0,0.208150055421888,0,0,0,0,-2.77555756156289e-17,0,-0.0978648107355141,0,0,0,0,0,0,0,0,0,0,0.350042190927968,0,0,0,0,0,0,0,0.0255686289107019,0,0.271437996296616,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626383522527952,-0.0156971380704904,0,0,0,-0.0379156959203211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071612332317462,0,0,0.0439440389903785,0,0,0,0,0,0,0,-0.0217062234733722,0,0,0,0,0,0,-0.010888140504468,0,0,0,0,-0.134264706502033,0,0,0.961974257402792,0,0
X1299.HK.EQUITY,0,0,0,0,0.120079749542115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268588536620561,0,-0.0832782038127494,0,0,0,0,0,0.0253034013512388,0,0,0.144356499410171,0.359002250063259,0,0.0206730148742572,0,0,0.0566876869281616,0,0,0,0.0528327112372489,0,0,0,0,0,0.00709556109776091,0,0,-0.0982187526033099
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206367568552304,0,0,0,0,0.254599202063411,0.468420415241893,0,-0.0755951977330563,0,0,0,0,0,0,0,-0.148954003677934,0.0956330005333308,0,0,0,0,0,0.0538647898818977,0,0,-0.1802799078346,0.0148053535531851,0,0.186370281652572,0.0553305555189958
X388.HK.EQUITY,0,0,0,0,0.310250265612501,0,0,0.0447706483068496,0.101344684389382,0,0,0,0,0,0.0198649444986692,0,0,-0.237486187288644,0,0,0.127549463324383,0.279457787281569,0,0,0.156611875171524,0,0,0,0.0452040211420418,0,0,0,0,0.154659394626451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224193354653053,0,0,0
