,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.136038610089494,0,0.0731923444330167,0,0.170569322419582,0,0,0,0,0,0,0,0,0,0,-0.121581372539181,0,0.150741674764521,0,0,0,0,0,0,0,0.0896541487963376,0.145796296313145,0,0,0,0.244395298121793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126255624307932,0,-0.13501722179366,0,0,0,0
X601939.CH.EQUITY,0.0602623711531673,0,0,0.140259710474958,0,0,0,0,0,0,0,0.122017146592732,0,0.421947451319873,0,0,0,-0.0664435515079886,0,0,0,0,0,0,0,0.0480515815713952,0,0,-0.0848834924096238,0,0,0,0,0,0,0,0,-0.0358599307478669,0,0,0,0.0681604530750956,0,0,0,0,0.115529876123292,0,0.0490412196180483,0,0,-0.0946832561408875
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453719616755474,0,0,0.0331526921974847,0,0,0,0,0,0,0,0.0144199748216591,0.152125070066909,0,0,0,0,0,0,0,0.229240326005108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147430443340643,0,0,0,0,0,0,-0.0847620608620651,0,3.46944695195361e-18,0,0,-0.0987542117487771,0,0,-0.00548226117183249,0
X601988.CH.EQUITY,0.105515730611723,0,0,0.339159469708027,0,0,0,0,0,0.335501423815238,0,0,0,0,0,0,0,0.284283121580374,0.0767685827137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519062863144268,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244448752965091
X600036.CH.EQUITY,0,0.161335499778724,0,0,0,0,0,0.122207856134593,0,0,0,0,0.210948653317637,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.106392933027146,0,0,0,0,0,0,0,0,0.3087828740583,0.0477208547716395,-0.0369573461608576,0,0,0,0,0,0,0.0592903704337336,0,0,0,0,0,0,0,0,0,0.0205457029592199,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.346244541139542,0.0433359492601687,0,0,0,-0.119111709656945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798364342715363,-0.0268858815222892,0,0,0.0353612989011715,0,0,0,0.0812515455762694,0,0,0,0,0,0,0,0.091003678462123,0.132626426393622,0,0.0876295798554655,0,0,0,0,1.73472347597681e-18,0,0,-0.00913113347725699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.0984794280561807,0,0.165591889771632,0,0,0,0,0,0,-0.0535705178685522,0,0,0,0,0,0,0,0.021625427667784,0.32601321119166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095809039951065,0.193504486459414,0,0,0,-0.0324943223638582,0,0,0,8.67361737988404e-19,0.0281847890371767,0,0,0,0
