,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117233807010006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727811817278855,0,0.425823633952284,0.370065905973061,0.0625176516585446,-0.248585888309261,0,0,0.165463063674258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533100637120869,0,0,0,0,0,0,0,-0.0207190619094561
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232228313185,0,0,0,0,0,0.0163981465390407,0,0,-0.0558584956870915,0,0,0,0.0383691640385207,0.12940266739272,4.33680868994202e-19,0,0,0.00265755037635536,0,0,0,0,0.0312093357699282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716310192223516,0,0,0.00658215855596472,0,0
X601288.CH.EQUITY,0,0,0.90850965927909,0,-0.0890192612987406,0,0,0,0,0,0,0,0,0,0,0.0313222322748447,0,0,0.121932316535254,0,0,0,0,0,0,0,0.0451447930786105,0.0298764280962824,0,0,0,0,0,0,0,0.0184839649970473,0,0,0,-0.0254564898859758,-0.0780099280995214,0,0,0,0,0.00666872562681245,0,0,0,0,-0.0535012190576078,0
X601628.CH.EQUITY,0.0183509069037433,0,0,3.46944695195361e-18,0,0,0,0,0,0.245883561600492,0,0.253524933627393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111636902768674,0,0,0,0,0,0,0,0,0,0,0.556083810273741,0,0,0,0,0,0,0,0,0.286672767762797,0,0,0,0,-0.0241145368892505
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00284497987176174,-0.136626917057044,0.0795861678094077,0,0.0507683103421199,0,0,0,-0.0218352617129215,0,0,0,-0.000935481426050846,0,0,0,0,-0.0422786962457248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108786642401434,0,0,0,0,0,0,0,0,1.05214411241041,0,0
X1299.HK.EQUITY,0,0,0,0,0.102992689154573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750056428777746,0.20309961015671,0,0,0.0110284453807032,0,0,0.253764353722774,0.248098286881519,0,0,0,0,0,0,0,0,0,0,0.212582704818405,0,-0.0841655923649262,0,0.0895332949404393,0,0.0395845368282063,0,0,-0.0709148801074595
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168584464479634,0,0,0,0,0,0.0238314778587944,-0.00850849390053737,0.228119643890324,0.48169124170086,0,0,0,0,0,0,0,0,0,-0.0921713119141648,0.0701928806764755,0,0,0,0,0,0.0522612172008252,0,-0.177327244824371,0,0.051693693758178,0,0.129428751494605,0.0162048558100039
X388.HK.EQUITY,0,0,0,0,0.254572807409204,0,0,0.0283929114694156,0.0496493046883937,0,0,0,0,0,0,0,0,-0.252519139291752,0,0,0.166156234968528,0,0,0,0.447257800789457,0.197790003570752,0,0,0,0,0.116745256134972,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0413922230323781,0,0,0,0,0,0,-0.147313054071184,0,0,0
