,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125977645279004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398479577527313,0.311150373380047,0.00942957994264826,0,0,0,-0.0860057539638213,0,0,0.273940964379618,0,0,0,-0.272270047198279,0,0,0,0,0,0,0.0183069210196254,0,0,0,0,0,-0.26830001872093,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0,0
X601939.CH.EQUITY,0,0.0567280586492172,0,0.809717973457986,0,0,0,0,0,0,0,0,-0.0311917992023243,0,0,0.0153401222631608,0.119307971376855,0,0.0219915450896784,0,0,0,0,0,0,0,0.0317275552134133,0,0,0,0,0.027670682411857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167113000364069,0,0,0
X601288.CH.EQUITY,0.0158979648908569,0,0.92141442401362,0,-0.0949037137644738,0,0,0,0,0,0,0,0,0,0,0.0391759833438359,0,0,0.134673471040297,0,0,0,0,0,0,0,0.0243603609273242,0,0,0,0,0,0,0,0,0,0,0,0,-0.046929882439416,0,0,0,0,0,0,0,0,-0.0356127514381918,0,-0.0508501241756517,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.10763234939267,0,0.402136704322534,0.0838471517084705,0,0,0,0,0,0,0,0,0.0462383280938845,-0.0782518331285036,0,0,0,0,0.0336027747606255,0,0,0,0,0,0,0.106151348114468,-0.2012535231955,0,0.319699043701464,0,0,0,0,0,0,0.145232400988858,0.267431215234788,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,-3.46944695195361e-18,-0.0593214423568091,0.145632083034542,0,0,0,0,-0.0522833570107836,-0.0760173962722443,0,0,0,0,0,0,0,0,-0.00415688392732934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109082211293479,0,0,0,0,0,0,0,0,-0.0482317900869707,1.06775735431125,0.0150672405857482,0
X1299.HK.EQUITY,0,0,0,0,0.172029871753446,0,0,0,0,0.239247339665859,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217689548662261,0.031305921324656,0,0.383351005375458,0.217283413453238,0,0.11857763259648,0.143089069593624,0,0,0,0,0,0,0.0713814335117398,-1.38777878078145e-17,0,0.0824885081439066,0,0,-0.100466804301418,0,0,0,0,0,0,0.102538769461428,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042493913530959,0,0,0,0,0,0,0,0,0,0.371183352712748,0.337596535541325,0,0,0,0,0,0,0,-0.151329116860135,0,0,0,0.010153308431011,0,0,0,0,0.0113925663728105,0,-0.0877127454580265,0,0,0.257914234161227,0,0.15520925168095,0
X388.HK.EQUITY,0,0,0,0,0.310519403125473,0,0,0,0,0,0,0,0,0,0,0,0,-0.236634475543344,0,0,0,0,0,0,0.461611108059745,0,0,0,0,0,0.00507113145332493,0,0,0,0,-0.0204572168957411,0,0,0,0,0,-0.0743959619301217,-0.119397730689683,-0.0256053900220322,0.0267215810614595,0.263543557610186,0,0,0,0,-0.126154006917742,0
