,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182762268862611,0,0,0,0,0.498901143347783,0,0,0,0,0,0,0,0,0,0,0,0,-0.156548245538219,0,0,0.501584470652298,0,0,0,0,0,0,0,-0.0163445663979892,0.0912358831903059,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.553251630373543,0.02054645298276,0,0,0,0,0.32783651978386,0,0,0,0,0,0,0,0,0,0,0.107585855933651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00615249640496056,0,0.143070534023848,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0,-0.207419028261269,0,0.0339563519582744,0,0.670030375871586,0,0,0,0,0,0,0,0,-0.0897613649533223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121657285189453,0,0,0,0,0,0,0,0,0,0,0,0,0.0251217040027455,0,0,-0.161779513430115
X5.HK.EQUITY,0,0,0,0,0,0.145680962050979,0.398076087371928,0,0,0,0,0,0,0,0,0.0838393044709026,0,0,-2.16840434497101e-19,0,0,0.0609637253388084,0,0,0,0.00624703067933588,0.0631036160481688,-0.192241043914221,0,0,0,0,0,0,0,0,0.057538787991366,0,0,0,0.255915051102263,0,0,0,0,0,-0.160269820507667,0,0.0875006367364615,0,0
X601988.CH.EQUITY,0,0,0,0,0.312185128656493,0,0,0,0.0235190833364087,0,0,0,0,0,0.083435771169755,0,0.123084598668649,0,0,-0.0656426122912306,-0.0554848097357662,0,0,0,0.20328059714201,0,0,0,0,0,-0.237105823034074,0,0.0472280469342936,0,0,0,0,0,0,0.0462772259254128,0,0,0,0,0,0,0,0,0,0.145968532702514,0
X1299.HK.EQUITY,0,0,0,0,0.228012940381807,0,0,0,0,0,0,0,0,0,0,0,0.192821131997135,0,0,0,0,0,0,0,0,0.0353332191972108,0,0.0349374435790509,-0.116873415422238,0.0876819574756962,0.0539410693592028,0,8.67361737988404e-19,0,0,0,0.535543730811167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.456920834218518,0,0.236863277605595,0.120137356775044,0,0,0.0158653536969252,0,0,0,0,0,0,0,0,0,0,0,0.109316245875602,0.0198674195284297,0,0,0,0,0,0,0.0926171674862725,0,0,0,0.209633232668904,0,-0.119617724877936,0.298079312517918,0,0,0,0,0,0,0,0.0855593276367591
X601628.CH.EQUITY,0,0.100397876215618,0,0.0102260524016521,-0.0939860913027508,0,0,0,0,0,0,0.0340649676917736,0,0,0,0,0,0.192749689218049,0,0,0,0,0,0,0,0,0,0.0240140422990126,0,0,0,0,0,0,0,0.433130854784431,0,0,0,0,0,0.20169980452835,0.08438993262812,0,0.0731888260437403,0,-0.0238611246157651,0,0,0,0
X601328.CH.EQUITY,0,0,0.189997110101821,0,-0.0101127213796002,0,0,0.460193308802123,0,0,0,0,0,0.417402825438036,0,0,0,0,0,0,0.0477951038680891,0.107343546928692,0,0.00351059772168618,0,0,0,0,0,0,0,0,-0.146490224824403,0,0,0,0,-0.136531068378575,0,0,0,0,0,0,0,0,0,0,0,0,-0.138559186096957
X601166.CH.EQUITY,0.0207906346941887,0,0.0830215941460004,0.22401094425351,0,0,0,0,0.0513470603722801,0.0445573263482565,0,0,0,0.298646009394145,0,0,0,0,0.0335310310823718,0,0,0,0,0,0.0808292108165849,0,0,0,0,0,0,0,0,0.0980493822044961,0,0,0,-0.168980681216983,0,0.00078811204173275,0,0,0,0,0,0,0,0,0,0.00665766835675546,-0.0547847643758445
X601319.CH.EQUITY,0,0.0456212401962693,0,0,-0.226221779348669,0,0,0,0,0,0,0,0,0,0,0.019980429242548,0,0,-0.0193240997736712,0.00801137853517285,0,0,0.165301586465422,0,0,0,-0.0748598450275246,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00339470262164313,-0.0735911440237293,0,0,0,0,0.444928156580287,0.00670873805907948,0.0241499826550674,0,0,0,0,-0.178001119635422
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0466243273569063,0,0,0,0,-0.0420796256233888,0.0807116690672935,0,-0.306592895510755,0,0,0,0,0,0,0,0,0,0,0,0.215621813023428,0.107838239659229,0,-0.0779455641337189,0.164707662154938,0,0,0.543064905619166,0,0,0,0,0,0,0,0,0.335112048230147,0,-0.104909429471474,-0.0858335501220382,0,0
X600000.CH.EQUITY,0.041748934021526,0,0.206040425011011,0,0.025061606843385,0,0,0,0,0.165004428018975,0.310407416466479,0,0,0,0,0,0,0,0,0.0425757014833678,0.0491916739764135,0,0,0,0,0,0.235047415977617,0,0,0,0,-0.117772179077253,0,0,-0.0987718066213773,0,0,0,-0.14094999979193,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191034671347221,0,0,0,0,0.0568777100933844,0,0,0.00803557489259285,0,0,0.585905229759012,0,0,0.0717070339087435,0,0,0,-0.0707861374278781,0,0.0140384559906265,0,0.0499866413473762,0,0,0,0,0.10036917637887,0
X11.HK.EQUITY,0,0,0.226216380539753,0,0,0.187854119234847,0,0,0,0,0,0.0490494690601387,0,0,0,0,0,0,0.0996062357798265,0,0,0,0,0,0,0,0,0,0,0,0.469963444176979,0,0,0,0,0,0,-0.0624784787471979,0,0.0242858716668789,0.060320990675622,0,0,0.300877258633627,0,0.0539101740945229,-0.101957807201875,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.117998231916007,0.00630872726539205,0,0,6.93889390390723e-18,0,0,0,0,0,0,-4.33680868994202e-19,0,0.276360149270971,0.579112080086268,0.114474409336997,0,0,0,0,0,0,0,0,0,0,0,-0.0907658907307782,0.0071044275551198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0509327952553728,0.205372511128498,0,3.46944695195361e-18,0,0,0.0281620549161317,0,0,4.33680868994202e-19,0,0.0415186030979231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149408505535582,0,0,0.294866729639703,0,0,0,0.0174720412753178,0,0,0,0,0,0,0,0,0.000608763163307255,0,0
X2388.HK.EQUITY,0,0.615696038212803,0,-0.033864678271819,0.384645492811509,-0.473744930586073,0,0,0,0,0,-0.0690201309656749,0,0,0,0,0.69953379294821,0,0,0,0,0,0,0,0,0.123895564708784,0,-0.145744124182988,0,0,-0.0908868286589817,0,-0.313184068058982,0,0,0,-0.203792459443729,-0.0229860667376769,0,0.109038448288822,0,0,0,0,-0.137261498963345,0,0,0,-0.151590214277039,0.0175969625311134,0
X267.HK.EQUITY,0,0,0,0,0,-0.296093637938797,0,0,0,0,0,0,0.00765901655802284,0,0,-0.286577875016043,0.132752017517126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430600817113867,0,0,0,0,-0.037346535520232,0,0,0,-3.46944695195361e-18,0.493037203348826,0,0,0,0,0.526650456378757,-0.00430808072162469,0,-0.256013610393671,0,0
X688.HK.EQUITY,0,0,0.0445564297940844,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0261244894782425,0,0,0,0,0,0.139589790365161,0,0,0,0,0,0,0.187507731402756,0.110862135698717,0,0,0,0,0,0.15889301130791,0,0,0,0,0,0.24911330220017,0,0.0132897084773056,-0.195640661274046,0,-0.226274488195953,0,0.140393028815023,0,0,0,-0.0943699817887596
