,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.370540691305552,0.0672177714628473,0,0.0636651830809785,0,0,0,0,0,0.28117586890229,0,0,0,0,0,0,0,0,0.0275292511868119,0,0,-0.0052998362174972,-0.0226641408435836,0,0.0164928854347488,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0142786262817705,0,0,0,0,0,0,0.021602797295704,0,0,0,0,0,0,0.160635173515403,0
X601939.CH.EQUITY,0.415464681851485,0,0,0.124773614234284,0,0,0,0,0,0,0,0,0,0.0435983810916934,-0.160323361062083,0,0,0,0,0,0,0,0,0,0,0.312973859877597,0,0,0,0,-0.0154166176217474,0,0,0,0,0,0,-0.0184496463652627,0,0,0,0,0,0,0,0,0,0.180847473447473,0,0.0696582045860241,-0.0693662498424719,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297092023130026,0.0953124230784514,0,0,0.174381420617759,0,0,0,0,0,0,0,0,0.189425268232208,0,0,0,0,0,0,0.045307785690508,0,0,0,0,0,0,0,0,0,0,0,0,0.121985910152122,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0965385776388938,0.456385061945576,0,0,0,0,0,0.318618917161197,0,0,0,0,0,0.159005925713979,0,0.0843950033351393,0,0,0,0,0.0967385335936358,0,0,0,0.0927049739777092,0,0,0,0,0,0,0,0,0,0,-0.628984705432254,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218366669059993
X600036.CH.EQUITY,0,0.0319331843036187,0,0,0,0,0,0,0.0103254902819487,0,0,-0.0293366909863283,0.203899291552473,0,-0.00935275870544906,0,0,0.102392619808618,0,0.212063827490492,0,0,0,0.0744634891458811,0,0,0,0,0,0,0,0.335236392199831,0,0,0,0,0,0,0,0,0,0.0267196199819686,0,0.147307021259297,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117158025012154,0,0,0,0,0.0188491235803579,0,0,0.352193301562291,0,0,0,0.0480769130999036,0,0,0,0,0.0206928615177368,0,0,0,0.0416475731608858,0,0,0.0641026730994731,0,0,0,0,0.233976272295568,0,0,0,0,0,0,0,0,0,0.146142148961514,-0.0297152090803393
X601658.CH.Equity,0,0,0,0,0.136051207932423,0,0,0,0,0,0,0,0,0,0,0,0,0.268245258098103,0,0,0,0.0280166876867322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450624815398,0,0.164189037098414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
