,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.1284256375011,0,0,0,0,0,0,-0.150948367214752,0,0,0,0,0,0,0,0,0,0,-0.122021971434278,0.0764136332990101,0,0.442733888006611,-0.137867696650103,0.563849783003129,0,0,0,-0.0189279570844822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.196784903352214,0,0,0,-0.0641896579150703,0,0,0,0.153980261578403,0,0,0,0,0,0,0.0147709959596789,0,0,0,0,0,0,0,0,0,0.150755486898618,0,0,0,0,0.240843215417196,0,0.160490071006344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0477452082737142,0,0.795753476258736,0,0,0,0,0,0.0469476166436521,0.0303010223267279,0,-0.027616220849716,0.0207876883489346,0,0,0,0.0833902213894923,0,0,0,0,0.00108233906901089,0,0,0,0.0218913632572744,0,0,0,0.0221534705527492,0,0,0,0,0,0,0.0799706722478524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911492363467181,0,-0.048115860850124,0,0,0,0,0,0,0,0,0,0,0.0179645737711747,0,0,0.137046112454461,0,0,0,0,0,0,0,0.029937961126667,0.00498200434816409,0,0,0,0,0,0,0,0.0114655431194358,0,0,0,-0.0886673865857805,0,-0.107376411810233,0,0,0,0.0259741755122035,0,0,0,0,-0.036527822824061,0
X601628.CH.EQUITY,0.0108843864771722,0,0,-3.46944695195361e-18,0,0,0,0,0,0.249153421147648,0,0.180304503886248,0,0,0,0,0,0,0,0.208150055421888,0,0,0,0,-2.77555756156289e-17,0,-0.0978648107355141,0,0,0,0,0,0,0,0,0,0,0.350042190927968,0,0,0,0,0,0,0,0.0255686289107019,0,0.271437996296616,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626392900544378,-0.0157064254924373,0,0,0,-0.0379112359356957,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0716201424923155,0,0,0.0439356212460014,0,0,0,0,0,0,0,-0.0217089799600485,0,0,0,0,0,0,-0.0108836075352351,0,0,-1.73472347597681e-18,0,-0.134262459334533,0,0,0.961970642413011,0,0
X1299.HK.EQUITY,0,0,0,0,0.120076507869976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26858698648317,0,-0.0832790410013398,0,0,0,0,0,0.0253093438180966,0,0,0.144366179927687,0.359004366724523,0,0.0206609245514122,0,0,0.0566930015485883,0,0,0,0.0528270111586378,0,0,0,0,0,0.00709829029853295,0,0,-0.0982228412524772
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206224041975083,0,0,0,0,0.254568460124816,0.468406519385886,0,-0.0755938556279125,0,0,0,0,0,0,0,-0.148950352753878,0.0956640133996675,0,0,0,0,0,0.0538486026182502,0,0,-0.18029398326846,0.0148191614982151,0,0.186372425863784,0.0553360742236311
X388.HK.EQUITY,0,0,0,0,0.310265953529532,0,0,0.0447445514042542,0.101360521054852,0,0,0,0,0,0.0198513195520637,0,0,-0.237524832949476,0,0,0.127553637446861,0.279481967781665,0,0,0.156607280059153,0,0,0,0.0452167021356424,0,0,0,0,0.154673798563009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224189771785028,0,0,0
