,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.136037802196731,0,0.0732002592518397,0,0.170545478225335,0,0,0,0,0,0,0,0,0,0,-0.121577156463507,0,0.150743684109494,0,0,0,0,0,0,0,0.0896511123722593,0.145792450529867,0,0,0,0.244401934161383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12625973788257,0,-0.135013049553831,0,0,0,0
X601939.CH.EQUITY,0.0602802022426938,0,0,0.140258317000667,0,0,0,0,0,0,0,0.121999911623929,0,0.421956985456382,0,0,0,-0.0664538691306814,0,0,0,0,0,0,0,0.0480492898539071,0,0,-0.0848921858745568,0,0,0,0,0,0,0,0,-0.035873812143917,0,0,0,0.068172810135933,0,0,0,0,0.115545094718453,0,0.0490408751958753,0,0,-0.0946581872793593
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0
X601288.CH.EQUITY,0,0.453749428682133,0,0,0.0331540512419727,0,0,0,0,0,0,0,0.0143980599869522,0.152110903522192,0,0,0,0,0,0,0,0.229252917350879,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.147415548855511,0,0,0,0,0,0,-0.0847578122153645,0,-3.46944695195361e-18,0,0,-0.0987332815090676,0,0,-0.0054847614772824,0
X601988.CH.EQUITY,0.105523829724668,0,0,0.339167525229518,0,0,0,0,0,0.3354764894766,0,0,0,0,0,0,0,0.284272579588092,0.0767970898829116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519068372291988,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244481952979501
X600036.CH.EQUITY,0,0.161373558818966,0,0,0,0,0,0.122129747635411,0,0,0,0,0.21087288245356,0,0,0,0,0,0,0,0,0,0.106505727834106,0,0,0,0,0,0,0,0,0.308897052246527,0.047699617804744,-0.0369817022699944,0,0,0,0,0,0,0.0592960511132141,0,0,0,0,0,0,0,0,0,0.0205228271540712,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0
X601628.CH.EQUITY,0,0,0,0,0,0.346244541139542,0.0433359492601687,0,0,0,-0.119111709656945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798364342715363,-0.0268858815222892,0,0,0.0353612989011715,0,0,0,0.0812515455762694,0,0,0,0,0,0,0,0.091003678462123,0.132626426393622,0,0.0876295798554655,0,0,0,0,1.73472347597681e-18,0,0,-0.00913113347725699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0
X601658.CH.Equity,0,0.09847880388417,0,0.165588822021903,0,0,0,0,0,0,-0.0535729909141533,0,0,0,0,0,0,0,0.0216339024894399,0.326013377674143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958065439208612,0.193505397179796,0,0,0,-0.0324955426981239,0,0,0,0,0.0281830344075068,0,0,0,0
