,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.521222427869109,0,0.0754574364030626,0.0311447246392751,0.0922273178569887,0.0503508173287747,0,0,0,0,0,0,0,0.0257297798084945,0,0.0402536172874122,0,0.0628970855702043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726186371217388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493264550367871,0,0,0.0357306678154815,0,0,0,0,0,0.141370468202918,0,0,0,0,0,0,0,0,0,0.0131456812201683,0,0,0,0.0113438335934919,0,0,0.159086555516156,0.0505772831793822,0,0,0,0,0,0,0,0,0,0,0,0,0.0547872473409424,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.311550672441363,0.0906508136730353,0,0,0,0.108240149651147,0,0,0,0.0742643211363996,0,0,0,0,0,0,0.176669803645655,0,0,0,0,0,0,0,0,0,0,0,0.0911375741466579,0.00991226349764475,0.0819311354716287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711766020885155
X5.HK.EQUITY,0,0,0,0,0,0.636104492519168,0,0,0,0,0,0,0,0,0,0,-0.110229201187801,0.508024341228287,-0.509413187582804,0,0,0,-0.0981721613983334,0.229518849404344,0,0,0,0,0,0.281094000367698,0,0,0,0.0790602187136266,0,-0.0032168675950009,-0.0837629488436482,0,0,0,0,0,0,0,0,-0.0868428576315172,0,0,0,0.116563106602499,0
X601988.CH.EQUITY,0,0,0,0.215791214014394,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.315305187338783,0.0763796264606831,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0145322960368072,0,0,0,0.111557721215528,0,0.207632316793467,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X600036.CH.EQUITY,0,0,0.188681434392958,0,0,0,0,0,0,0,0,0.0103083216747397,0.211508194821385,-0.0705064718244289,0,0,0,-0.0405420878573805,0.0913521015468872,0,0.0368086764522723,0,0,0,0.377808580821093,0,0.0919137972216204,0,0,0.104119250966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434657434405015,0,0,0,0,-0.0428354774804012,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0814958024847317,0,0,0,0,0,0,0.00891117405255364,0.246009392639659,0.0262604045269256,0,0,0,0,0,-0.0636341350361347,0,0,0,0,0,0,0.162842828275955,0,0,0,0,0.227534523742934,0,0,0,0,0,0,-0.0414049184874088,0,0,0.214721349492672,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849189661865629,0,0,0,0.036517878488383,0.0101710717500777,0,0,0,0,0.113622881948793,0,0,0,0,0,0,0.0227401626532088,0.18704229967323,4.33680868994202e-19,0,0,0.028286227755535,0,0.0620652262852825,0,0,0,0.0868547863418065,0,0,0,0,0,0,-0.00531022780521588,0,0.15518139491014,0.211328163565781,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.145535568076816,0.0707186800672424,0,0,0,0.141235154050084,0.012431296948492,0.120265582524719,0,0,0,0,0,0,0,0,0,0,0,0,0.282074219199321,0,0,0,0,1.73472347597681e-18,0,-0.00470135866984814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755726207477364,0.0163686436564191,0,0,-0.0154846859200221,-0.00760078868032573,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.313242648715064,0,0,0,0,0,0,0,0.089392320808221,0,0.00918425417374623,0,0,0,0,0.0366604502351567,0,0,0,0.0754177858726671,-0.148871908950619,0,0.0867872313519716,0,0,0.224885183535967,0,0,0.0175996023327429,0.669082901180208,0.269711388038891,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.203365940777403,0.0636141646427088,0,0.160240757579217,0.0291240999440362,0,0,0,0,0,0,0,0,0,0,0.0654530356317433,0,0,0.0627683804754546,0,0,0,0,0,0,0.131256413617743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150325990751289,0,0,0,0
