,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117233424033384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727824576151156,0,0.42582423415176,0.370064546762969,0.0625179055104252,-0.248585659177518,0,0,0.165465681212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533113216832771,0,0,0,0,0,0,0,-0.0207186755791764
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231757999531,0,0,0,0,0,0.0163943913219355,0,0,-0.0558564731050118,0,0,0,0.0383709565805566,0.129403393254666,0,0,0,0.00265800851647285,0,0,0,0,0.0312094201684886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716310509973494,0,0,0.00658178301523547,0,0
X601288.CH.EQUITY,0,0,0.908518592374997,0,-0.0890134265453093,0,0,0,0,0,0,0,0,0,0,0.0313213343642673,0,0,0.121911003143969,0,0,0,0,0,0,0,0.0451487459001266,0.0298719426727591,0,0,0,0,0,0,0,0.018492368469267,0,0,0,-0.0254568853308784,-0.0780046066979593,0,0,0,0,0.00666702314648822,0,0,0,0,-0.0535069103835634,0
X601628.CH.EQUITY,0.0183509069037433,0,0,3.46944695195361e-18,0,0,0,0,0,0.245883561600492,0,0.253524933627393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111636902768674,0,0,0,0,0,0,0,0,0,0,0.556083810273741,0,0,0,0,0,0,0,0,0.286672767762797,0,0,0,0,-0.0241145368892505
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.0028374881846202,-0.136626206477878,0.0795992304337505,0,0.0507690715473915,0,0,0,-0.0218373943488227,0,0,0,-0.000939167711185309,0,0,0,0,-0.04228170907799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108791494670536,0,0,0,0,0,0,0,0,1.05214791298283,0,0
X1299.HK.EQUITY,0,0,0,0,0.102993529879499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750045993616451,0.203098266370314,0,0,0.0110247592832585,0,0,0.253760567627957,0.24809771062249,0,0,0,0,0,0,0,0,0,0,0.212590682254489,0,-0.084165717356124,0,0.0895378182606709,0,0.0395828321831124,0,0,-0.0709125997938531
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168553149265115,0,0,0,0,0,0.0237983127532838,-0.0085628095083829,0.22807209126594,0.48173016409007,0,0,0,0,0,0,0,0,0,-0.0921894996339005,0.0702042464470829,0,0,0,0,0,0.0522640231729423,0,-0.177275136216966,0,0.0517211671590562,0,0.129422793613324,0.0161940556096154
X388.HK.EQUITY,0,0,0,0,0.25456230590218,0,0,0.0284081164672537,0.04964051103235,0,0,0,0,0,0,0,0,-0.252442629199062,0,0,0.166172012183424,0,0,0,0.447206854013227,0.197798800750489,0,0,0,0,0.116729487564742,0,0,0,0,0,0,0,0,0,0,-0.0414085296066632,0,0,0,2.77555756156289e-17,0,0,-0.147361192241613,0,0,0
X601658.CH.Equity,0,0,0.241719139972534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291242170963506,0,-0.0750702671427474,0,0,0,-0.105548919933393,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342134860837021,0,0,0,0.522291840312568,0,0,-0.0988276882599797,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0454410202792671,0,0,-0.11326432620488,0,0.0883170994074238,0,0,0.238754039911631,0,0,0.0659587793977237,0,0,0,0,0,0,0,0,-0.0418515330705379,0.0760862566479233,0,0,0,0,0,0,0,0.0701615153225215,0,0.216229055543539,0,0,0,0.179445839027432,0,0.052700878961867,0,0.0862898478483607,0,0,0.0659816502149211,0,0.0590122510075143,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0922659708186751,0,0,0.0492856015844376,0,0,0,0.7708100552854,0,0,0,0.0102390131384056,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0244294771759712,0,0,0,0,0,0,0,0,0.095419608729261,0,0,0.0884809920547986,0,0,0,0.019240201389095,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.0998762625489736,0.222298598546963,0.0378043241973668,0,0,0.044116871683094,0,0,0,0,0,0.0404212857499237,0,0,0,0,0.0725258225770643,0,0,0,0,0,0,0,0,0,0,0.127923453316754,0,0.00882170382026011,0,0,0.0415428934746336,0.00797287039555648,0,0,0,0,0,0,0,-0.0295485223337388,0,0,0.405399592874068,0,0
X601328.CH.EQUITY,0,0,6.93889390390723e-18,0.0463302662519208,0,0.11201252607566,0.0205384583614927,0,0,0,0,0,0,0,0,0,0.0289608837620317,0,0,0,0,0.373202524918509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.250129854657462,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.265116066805884,0,-0.03977307894086,0,0,0,0,0,0,0,0.162354551915882,0.0473161299314416,0,0,0,0,0,0,0.100936063529195,0,0,0,0,0,0,-0.0977341993080885,0,0,0.00854461323315131,0,0,0,0,0.100148547373614,0,0,0,0,0,0,0,0.0317388166983485,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.330312583163171,0,0,0.207617176459523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0600881996967776,-0.165060967921416,0,0,0,0,-0.0667599429943992,0,0,0.0542365913853246,0,0.31048153187451,0,0,0,0,0,0.64459818840309,-0.128899403973566,0,0,-0.0248133418611598,0.0807906512324681,0,0,0.191459079121685,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.384693016378708,1.73472347597681e-18,0,0,0,0,0,0.00946741953413793,0,0,0,0.0359036332022067,0,0,0,0,0.019040331562111,0,0,0,0,0,0,0,0,0.0773540110097637,0,0,0,0,0,0,0,0,0.250268992890149,0,0,0,0.12327099904601,0.0286344116025303,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.165575139410894,0,0,0,-0.0683634271748468,0,0,0,0,0,0,0,0.1780171030478,0,0.0234900892165624,0,0.172379932342588,0,0,0,0.00128861013681394,0,0,0,0,-0.0159457961881999,0,0,0,0,0,0,0,0,0,0,0,0,0.140040730435993,0,0,0,0,0,0.242366326662842,0,0,-0.0563804607552131,0
X601601.CH.EQUITY,0,0,0,0,0.348618005088759,0.110648626089291,0,0,0,0,0,0,0,0,0,0,0,0,0.252848698630384,0,0,0,0.0682963874492859,0,0,0,0,0,0.0525931905761725,0,0,0,0,0,0,0,0,0.0364053592706732,0,0,0,0,0,0.359402357001944,0,0,-0.176182321371207,0,0,0,0,0
