,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.356116049521569,0.0702699750201869,0.0743487309088455,0.0520455259475495,0,0,0,0,0,0.240835764646932,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0280354202856169,0.0291143186970478,0,0,0,0,0.00603703889941009,0,0,0,0,0,0,0,0,0,0,0,0,-0.0066993132779166,0,0,0.0416247228233824,0,0,0,0,0.184952752234331
X601939.CH.EQUITY,0.406270037602799,0,0,0.164724398006171,0,0,-0.168899445511544,0,0,0,0.0145352344116792,0,0,0.195603933556371,-0.0625003970191274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268324921076546,0,-0.0762216637489837
X601318.CH.EQUITY,0,0,0,0,0.214937257617206,0,0,0,0,0,0,0,0,0,0.0306320295441872,0,0,0,0,0,0,0.18563015233329,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.260105584053946,0,0,0,0,0.220642153396673,0,0,0,0,0,0,0.105108921114502,0
X601288.CH.EQUITY,0.350486995018433,0,0,0,0.244895253922682,0,0,0,0,0,0,0,0,0.144337084085877,0,0,0,0,0,0.0720063588706204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123385733213758,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00239213653806725,0
X601988.CH.EQUITY,0,0,0.058340702917074,0.562257845303722,0,0,0,0,0,0.233359465578439,0,0,0,0,0,0.298866611412693,0,0.0476163675568339,0,0,0.0190922107505012,0,0,0,0,0,0.0681941734973496,0,0,0,0,0,0,0,0,0,-0.556524075309907,0,0,0,0,0,0,0,0,0,-0.0973791621306389,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0081431697343337,0,0,0,0.388292458653524,0,0,0,0,0,0.0876751759540191,0,8.67361737988404e-19,0,0,0,0.00733564703975734,0,0,0,0,0,0.11813030564726,0.0614191865654678,0,0.0696959260811907,0,0,0,0,0,0,0,0.149848755439473,0,0,0,0,0.0717142517473398,0,0.0245146210879013,0,0,0
X1299.HK.EQUITY,0.0910989630944365,0,0,0,0,0,0,0,0.191393814293023,0,0,0,0,0.0784301565500291,0,0,0,0,0,0,0,0,0.00879165300911555,0,0,0,0,0.260356013138178,0,0,0,0.0385069281282755,0,0,0,0.126867793085289,0,0,0,0,0,0,0.01046485419974,0,0.0237239199084249,0.084086606018897,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.121191438492797,0,0,-0.115412381153112,0,0,0,0,-0.106909542630323,0.284313331392589,0,0,0,0,0.639724640100053,0,0,0,0,0,0,0,0,0,0.345167349130646,0,0,0,0,0,-0.146166440709146,0,0,0,0,0,0.0161313214141471
X601628.CH.EQUITY,0.0540224963398089,0,0.0269525384976768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161368728920598,0,0,0,0.169866238544465,0,0,0,-4.33680868994202e-19,0,0.13262690520406,0,0,0,0,0,0,0,0,0,0,0,0,0.0982264561424769,0,0.0925723154758876,0,0,0,0,0.0354267775146392,0,0,0.0861818129735887
X601658.CH.Equity,0,0,0,0.180061303660115,0.0807294885773377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.295846152892438,0,0,0,0,0,0,0,0,0,0,0.147393789171379,0,0,0,0,0,0,0,0,0,0.320954714126661,0,0
